LDEV_Seq_Read_Hit_X306-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:20:3C X"
"1","2014/04/01 17:28",96
"2","2014/04/01 17:33",63
"3","2014/04/01 17:38",28
"4","2014/04/01 17:43",96
"5","2014/04/01 17:48",78
"6","2014/04/01 17:53",20
"7","2014/04/01 17:58",91
"8","2014/04/01 18:03",31
"9","2014/04/01 18:08",9
"10","2014/04/01 18:13",92
"11","2014/04/01 18:18",53
"12","2014/04/01 18:23",13
"13","2014/04/01 18:28",94
"14","2014/04/01 18:33",70
"15","2014/04/01 18:38",36
"16","2014/04/01 18:43",95
"17","2014/04/01 18:48",33
"18","2014/04/01 18:53",66
"19","2014/04/01 18:58",96
"20","2014/04/01 19:03",66
"21","2014/04/01 19:08",6
"22","2014/04/01 19:13",96
"23","2014/04/01 19:18",28
"24","2014/04/01 19:23",46
"25","2014/04/01 19:28",93
"26","2014/04/01 19:33",78
"27","2014/04/01 19:38",50
"28","2014/04/01 19:43",93
"29","2014/04/01 19:48",40
"30","2014/04/01 19:53",13
"31","2014/04/01 19:58",95
"32","2014/04/01 20:03",0
"33","2014/04/01 20:08",0
"34","2014/04/01 20:13",93
"35","2014/04/01 20:18",75
"36","2014/04/01 20:23",18
"37","2014/04/01 20:28",95
"38","2014/04/01 20:33",66
"39","2014/04/01 20:38",44
"40","2014/04/01 20:43",96
"41","2014/04/01 20:48",40
"42","2014/04/01 20:53",63
"43","2014/04/01 20:58",96
"44","2014/04/01 21:03",18
"45","2014/04/01 21:08",21
"46","2014/04/01 21:13",95
"47","2014/04/01 21:18",93
"48","2014/04/01 21:23",50
"49","2014/04/01 21:28",93
"50","2014/04/01 21:33",37
"51","2014/04/01 21:38",12
"52","2014/04/01 21:43",96
"53","2014/04/01 21:48",53
"54","2014/04/01 21:53",37
"55","2014/04/01 21:58",92
"56","2014/04/01 22:03",68
"57","2014/04/01 22:08",0
"58","2014/04/01 22:13",95
"59","2014/04/01 22:18",82
"60","2014/04/01 22:23",42
"61","2014/04/01 22:28",96
"62","2014/04/01 22:33",0
"63","2014/04/01 22:38",35
"64","2014/04/01 22:43",96
"65","2014/04/01 22:48",66
"66","2014/04/01 22:53",33
"67","2014/04/01 22:58",90
"68","2014/04/01 23:03",18
"69","2014/04/01 23:08",47
"70","2014/04/01 23:13",94
"71","2014/04/01 23:18",18
"72","2014/04/01 23:23",50
"73","2014/04/01 23:28",96
"74","2014/04/01 23:33",61
"75","2014/04/01 23:38",28
"76","2014/04/01 23:43",95
"77","2014/04/01 23:48",33
"78","2014/04/01 23:53",7
"79","2014/04/01 23:58",95
"80","2014/04/02 00:03",58
"81","2014/04/02 00:08",28
"82","2014/04/02 00:13",96
"83","2014/04/02 00:18",12
"84","2014/04/02 00:23",55
"85","2014/04/02 00:28",91
"86","2014/04/02 00:33",18
"87","2014/04/02 00:38",0
"88","2014/04/02 00:43",96
"89","2014/04/02 00:48",76
"90","2014/04/02 00:53",25
"91","2014/04/02 00:58",94
"92","2014/04/02 01:03",55
"93","2014/04/02 01:08",0
"94","2014/04/02 01:13",93
"95","2014/04/02 01:18",75
"96","2014/04/02 01:23",0
