LDEV_Seq_Read_Hit_X68-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D6 X"
"1","2014/04/01 17:28",76
"2","2014/04/01 17:33",90
"3","2014/04/01 17:38",91
"4","2014/04/01 17:43",92
"5","2014/04/01 17:48",89
"6","2014/04/01 17:53",90
"7","2014/04/01 17:58",89
"8","2014/04/01 18:03",93
"9","2014/04/01 18:08",90
"10","2014/04/01 18:13",90
"11","2014/04/01 18:18",91
"12","2014/04/01 18:23",95
"13","2014/04/01 18:28",89
"14","2014/04/01 18:33",89
"15","2014/04/01 18:38",78
"16","2014/04/01 18:43",86
"17","2014/04/01 18:48",87
"18","2014/04/01 18:53",81
"19","2014/04/01 18:58",91
"20","2014/04/01 19:03",92
"21","2014/04/01 19:08",86
"22","2014/04/01 19:13",80
"23","2014/04/01 19:18",90
"24","2014/04/01 19:23",89
"25","2014/04/01 19:28",71
"26","2014/04/01 19:33",74
"27","2014/04/01 19:38",91
"28","2014/04/01 19:43",84
"29","2014/04/01 19:48",73
"30","2014/04/01 19:53",93
"31","2014/04/01 19:58",81
"32","2014/04/01 20:03",76
"33","2014/04/01 20:08",83
"34","2014/04/01 20:13",83
"35","2014/04/01 20:18",89
"36","2014/04/01 20:23",79
"37","2014/04/01 20:28",82
"38","2014/04/01 20:33",75
"39","2014/04/01 20:38",88
"40","2014/04/01 20:43",89
"41","2014/04/01 20:48",85
"42","2014/04/01 20:53",82
"43","2014/04/01 20:58",82
"44","2014/04/01 21:03",68
"45","2014/04/01 21:08",65
"46","2014/04/01 21:13",59
"47","2014/04/01 21:18",93
"48","2014/04/01 21:23",56
"49","2014/04/01 21:28",86
"50","2014/04/01 21:33",59
"51","2014/04/01 21:38",84
"52","2014/04/01 21:43",91
"53","2014/04/01 21:48",93
"54","2014/04/01 21:53",81
"55","2014/04/01 21:58",79
"56","2014/04/01 22:03",76
"57","2014/04/01 22:08",69
"58","2014/04/01 22:13",50
"59","2014/04/01 22:18",83
"60","2014/04/01 22:23",100
"61","2014/04/01 22:28",100
"62","2014/04/01 22:33",68
"63","2014/04/01 22:38",100
"64","2014/04/01 22:43",100
"65","2014/04/01 22:48",100
"66","2014/04/01 22:53",77
"67","2014/04/01 22:58",85
"68","2014/04/01 23:03",74
"69","2014/04/01 23:08",64
"70","2014/04/01 23:13",85
"71","2014/04/01 23:18",84
"72","2014/04/01 23:23",85
"73","2014/04/01 23:28",100
"74","2014/04/01 23:33",100
"75","2014/04/01 23:38",66
"76","2014/04/01 23:43",87
"77","2014/04/01 23:48",84
"78","2014/04/01 23:53",78
"79","2014/04/01 23:58",83
"80","2014/04/02 00:03",79
"81","2014/04/02 00:08",25
"82","2014/04/02 00:13",80
"83","2014/04/02 00:18",65
"84","2014/04/02 00:23",76
"85","2014/04/02 00:28",100
"86","2014/04/02 00:33",51
"87","2014/04/02 00:38",73
"88","2014/04/02 00:43",100
"89","2014/04/02 00:48",65
"90","2014/04/02 00:53",90
"91","2014/04/02 00:58",100
"92","2014/04/02 01:03",93
"93","2014/04/02 01:08",80
"94","2014/04/02 01:13",100
"95","2014/04/02 01:18",68
"96","2014/04/02 01:23",80
