LDEV_Seq_Read_Hit_X50-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D8 X"
"1","2014/04/01 17:28",75
"2","2014/04/01 17:33",92
"3","2014/04/01 17:38",92
"4","2014/04/01 17:43",94
"5","2014/04/01 17:48",89
"6","2014/04/01 17:53",92
"7","2014/04/01 17:58",90
"8","2014/04/01 18:03",95
"9","2014/04/01 18:08",91
"10","2014/04/01 18:13",91
"11","2014/04/01 18:18",93
"12","2014/04/01 18:23",96
"13","2014/04/01 18:28",92
"14","2014/04/01 18:33",90
"15","2014/04/01 18:38",79
"16","2014/04/01 18:43",89
"17","2014/04/01 18:48",91
"18","2014/04/01 18:53",86
"19","2014/04/01 18:58",92
"20","2014/04/01 19:03",92
"21","2014/04/01 19:08",87
"22","2014/04/01 19:13",83
"23","2014/04/01 19:18",92
"24","2014/04/01 19:23",93
"25","2014/04/01 19:28",76
"26","2014/04/01 19:33",82
"27","2014/04/01 19:38",92
"28","2014/04/01 19:43",85
"29","2014/04/01 19:48",71
"30","2014/04/01 19:53",92
"31","2014/04/01 19:58",87
"32","2014/04/01 20:03",77
"33","2014/04/01 20:08",85
"34","2014/04/01 20:13",87
"35","2014/04/01 20:18",91
"36","2014/04/01 20:23",84
"37","2014/04/01 20:28",91
"38","2014/04/01 20:33",70
"39","2014/04/01 20:38",90
"40","2014/04/01 20:43",91
"41","2014/04/01 20:48",87
"42","2014/04/01 20:53",87
"43","2014/04/01 20:58",85
"44","2014/04/01 21:03",74
"45","2014/04/01 21:08",71
"46","2014/04/01 21:13",68
"47","2014/04/01 21:18",95
"48","2014/04/01 21:23",64
"49","2014/04/01 21:28",85
"50","2014/04/01 21:33",65
"51","2014/04/01 21:38",87
"52","2014/04/01 21:43",91
"53","2014/04/01 21:48",93
"54","2014/04/01 21:53",80
"55","2014/04/01 21:58",77
"56","2014/04/01 22:03",76
"57","2014/04/01 22:08",72
"58","2014/04/01 22:13",100
"59","2014/04/01 22:18",84
"60","2014/04/01 22:23",100
"61","2014/04/01 22:28",100
"62","2014/04/01 22:33",74
"63","2014/04/01 22:38",100
"64","2014/04/01 22:43",100
"65","2014/04/01 22:48",100
"66","2014/04/01 22:53",79
"67","2014/04/01 22:58",86
"68","2014/04/01 23:03",78
"69","2014/04/01 23:08",65
"70","2014/04/01 23:13",87
"71","2014/04/01 23:18",86
"72","2014/04/01 23:23",86
"73","2014/04/01 23:28",88
"74","2014/04/01 23:33",100
"75","2014/04/01 23:38",80
"76","2014/04/01 23:43",89
"77","2014/04/01 23:48",83
"78","2014/04/01 23:53",84
"79","2014/04/01 23:58",85
"80","2014/04/02 00:03",93
"81","2014/04/02 00:08",90
"82","2014/04/02 00:13",100
"83","2014/04/02 00:18",72
"84","2014/04/02 00:23",74
"85","2014/04/02 00:28",100
"86","2014/04/02 00:33",59
"87","2014/04/02 00:38",72
"88","2014/04/02 00:43",100
"89","2014/04/02 00:48",62
"90","2014/04/02 00:53",84
"91","2014/04/02 00:58",100
"92","2014/04/02 01:03",91
"93","2014/04/02 01:08",100
"94","2014/04/02 01:13",100
"95","2014/04/02 01:18",76
"96","2014/04/02 01:23",90
