LDEV_Read_IOPS_X847-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:21:1E X"
"1","2014/04/01 17:28",82
"2","2014/04/01 17:33",95
"3","2014/04/01 17:38",90
"4","2014/04/01 17:43",88
"5","2014/04/01 17:48",96
"6","2014/04/01 17:53",102
"7","2014/04/01 17:58",95
"8","2014/04/01 18:03",107
"9","2014/04/01 18:08",103
"10","2014/04/01 18:13",104
"11","2014/04/01 18:18",101
"12","2014/04/01 18:23",94
"13","2014/04/01 18:28",101
"14","2014/04/01 18:33",100
"15","2014/04/01 18:38",103
"16","2014/04/01 18:43",110
"17","2014/04/01 18:48",101
"18","2014/04/01 18:53",113
"19","2014/04/01 18:58",103
"20","2014/04/01 19:03",108
"21","2014/04/01 19:08",99
"22","2014/04/01 19:13",106
"23","2014/04/01 19:18",102
"24","2014/04/01 19:23",103
"25","2014/04/01 19:28",103
"26","2014/04/01 19:33",118
"27","2014/04/01 19:38",96
"28","2014/04/01 19:43",86
"29","2014/04/01 19:48",102
"30","2014/04/01 19:53",93
"31","2014/04/01 19:58",101
"32","2014/04/01 20:03",121
"33","2014/04/01 20:08",98
"34","2014/04/01 20:13",117
"35","2014/04/01 20:18",97
"36","2014/04/01 20:23",104
"37","2014/04/01 20:28",95
"38","2014/04/01 20:33",97
"39","2014/04/01 20:38",89
"40","2014/04/01 20:43",98
"41","2014/04/01 20:48",95
"42","2014/04/01 20:53",90
"43","2014/04/01 20:58",92
"44","2014/04/01 21:03",84
"45","2014/04/01 21:08",77
"46","2014/04/01 21:13",82
"47","2014/04/01 21:18",83
"48","2014/04/01 21:23",64
"49","2014/04/01 21:28",73
"50","2014/04/01 21:33",74
"51","2014/04/01 21:38",61
"52","2014/04/01 21:43",65
"53","2014/04/01 21:48",66
"54","2014/04/01 21:53",63
"55","2014/04/01 21:58",2
"56","2014/04/01 22:03",14
"57","2014/04/01 22:08",13
"58","2014/04/01 22:13",9
"59","2014/04/01 22:18",3
"60","2014/04/01 22:23",7
"61","2014/04/01 22:28",2
"62","2014/04/01 22:33",21
"63","2014/04/01 22:38",24
"64","2014/04/01 22:43",26
"65","2014/04/01 22:48",26
"66","2014/04/01 22:53",39
"67","2014/04/01 22:58",36
"68","2014/04/01 23:03",41
"69","2014/04/01 23:08",62
"70","2014/04/01 23:13",54
"71","2014/04/01 23:18",52
"72","2014/04/01 23:23",46
"73","2014/04/01 23:28",46
"74","2014/04/01 23:33",46
"75","2014/04/01 23:38",58
"76","2014/04/01 23:43",62
"77","2014/04/01 23:48",63
"78","2014/04/01 23:53",61
"79","2014/04/01 23:58",50
"80","2014/04/02 00:03",42
"81","2014/04/02 00:08",59
"82","2014/04/02 00:13",48
"83","2014/04/02 00:18",47
"84","2014/04/02 00:23",53
"85","2014/04/02 00:28",40
"86","2014/04/02 00:33",46
"87","2014/04/02 00:38",45
"88","2014/04/02 00:43",47
"89","2014/04/02 00:48",45
"90","2014/04/02 00:53",43
"91","2014/04/02 00:58",50
"92","2014/04/02 01:03",51
"93","2014/04/02 01:08",50
"94","2014/04/02 01:13",57
"95","2014/04/02 01:18",52
"96","2014/04/02 01:23",51
