LDEV_Read_IOPS_X15-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:50:0D X"
"1","2014/04/01 17:28",135
"2","2014/04/01 17:33",151
"3","2014/04/01 17:38",138
"4","2014/04/01 17:43",157
"5","2014/04/01 17:48",177
"6","2014/04/01 17:53",309
"7","2014/04/01 17:58",208
"8","2014/04/01 18:03",273
"9","2014/04/01 18:08",216
"10","2014/04/01 18:13",179
"11","2014/04/01 18:18",187
"12","2014/04/01 18:23",239
"13","2014/04/01 18:28",284
"14","2014/04/01 18:33",434
"15","2014/04/01 18:38",254
"16","2014/04/01 18:43",272
"17","2014/04/01 18:48",394
"18","2014/04/01 18:53",180
"19","2014/04/01 18:58",144
"20","2014/04/01 19:03",146
"21","2014/04/01 19:08",164
"22","2014/04/01 19:13",249
"23","2014/04/01 19:18",179
"24","2014/04/01 19:23",182
"25","2014/04/01 19:28",190
"26","2014/04/01 19:33",193
"27","2014/04/01 19:38",163
"28","2014/04/01 19:43",157
"29","2014/04/01 19:48",237
"30","2014/04/01 19:53",322
"31","2014/04/01 19:58",240
"32","2014/04/01 20:03",253
"33","2014/04/01 20:08",132
"34","2014/04/01 20:13",108
"35","2014/04/01 20:18",109
"36","2014/04/01 20:23",175
"37","2014/04/01 20:28",345
"38","2014/04/01 20:33",96
"39","2014/04/01 20:38",107
"40","2014/04/01 20:43",124
"41","2014/04/01 20:48",140
"42","2014/04/01 20:53",123
"43","2014/04/01 20:58",145
"44","2014/04/01 21:03",212
"45","2014/04/01 21:08",132
"46","2014/04/01 21:13",229
"47","2014/04/01 21:18",198
"48","2014/04/01 21:23",118
"49","2014/04/01 21:28",138
"50","2014/04/01 21:33",154
"51","2014/04/01 21:38",176
"52","2014/04/01 21:43",220
"53","2014/04/01 21:48",219
"54","2014/04/01 21:53",216
"55","2014/04/01 21:58",143
"56","2014/04/01 22:03",166
"57","2014/04/01 22:08",157
"58","2014/04/01 22:13",245
"59","2014/04/01 22:18",332
"60","2014/04/01 22:23",217
"61","2014/04/01 22:28",185
"62","2014/04/01 22:33",182
"63","2014/04/01 22:38",89
"64","2014/04/01 22:43",134
"65","2014/04/01 22:48",142
"66","2014/04/01 22:53",110
"67","2014/04/01 22:58",315
"68","2014/04/01 23:03",180
"69","2014/04/01 23:08",158
"70","2014/04/01 23:13",150
"71","2014/04/01 23:18",136
"72","2014/04/01 23:23",141
"73","2014/04/01 23:28",110
"74","2014/04/01 23:33",182
"75","2014/04/01 23:38",165
"76","2014/04/01 23:43",180
"77","2014/04/01 23:48",225
"78","2014/04/01 23:53",246
"79","2014/04/01 23:58",229
"80","2014/04/02 00:03",340
"81","2014/04/02 00:08",221
"82","2014/04/02 00:13",112
"83","2014/04/02 00:18",163
"84","2014/04/02 00:23",156
"85","2014/04/02 00:28",233
"86","2014/04/02 00:33",229
"87","2014/04/02 00:38",208
"88","2014/04/02 00:43",369
"89","2014/04/02 00:48",474
"90","2014/04/02 00:53",464
"91","2014/04/02 00:58",506
"92","2014/04/02 01:03",345
"93","2014/04/02 01:08",242
"94","2014/04/02 01:13",382
"95","2014/04/02 01:18",344
"96","2014/04/02 01:23",452
