LDEV_D2CR_Trans_X485-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:F0:68 X"
"1","2014/04/01 17:28",28
"2","2014/04/01 17:33",31
"3","2014/04/01 17:38",20
"4","2014/04/01 17:43",23
"5","2014/04/01 17:48",32
"6","2014/04/01 17:53",16
"7","2014/04/01 17:58",16
"8","2014/04/01 18:03",33
"9","2014/04/01 18:08",46
"10","2014/04/01 18:13",28
"11","2014/04/01 18:18",22
"12","2014/04/01 18:23",35
"13","2014/04/01 18:28",39
"14","2014/04/01 18:33",35
"15","2014/04/01 18:38",30
"16","2014/04/01 18:43",36
"17","2014/04/01 18:48",57
"18","2014/04/01 18:53",18
"19","2014/04/01 18:58",19
"20","2014/04/01 19:03",34
"21","2014/04/01 19:08",32
"22","2014/04/01 19:13",32
"23","2014/04/01 19:18",32
"24","2014/04/01 19:23",42
"25","2014/04/01 19:28",60
"26","2014/04/01 19:33",45
"27","2014/04/01 19:38",41
"28","2014/04/01 19:43",42
"29","2014/04/01 19:48",71
"30","2014/04/01 19:53",31
"31","2014/04/01 19:58",31
"32","2014/04/01 20:03",70
"33","2014/04/01 20:08",39
"34","2014/04/01 20:13",26
"35","2014/04/01 20:18",18
"36","2014/04/01 20:23",17
"37","2014/04/01 20:28",23
"38","2014/04/01 20:33",28
"39","2014/04/01 20:38",13
"40","2014/04/01 20:43",21
"41","2014/04/01 20:48",32
"42","2014/04/01 20:53",6
"43","2014/04/01 20:58",11
"44","2014/04/01 21:03",22
"45","2014/04/01 21:08",20
"46","2014/04/01 21:13",22
"47","2014/04/01 21:18",12
"48","2014/04/01 21:23",15
"49","2014/04/01 21:28",19
"50","2014/04/01 21:33",27
"51","2014/04/01 21:38",15
"52","2014/04/01 21:43",25
"53","2014/04/01 21:48",26
"54","2014/04/01 21:53",9
"55","2014/04/01 21:58",8
"56","2014/04/01 22:03",24
"57","2014/04/01 22:08",10
"58","2014/04/01 22:13",19
"59","2014/04/01 22:18",12
"60","2014/04/01 22:23",9
"61","2014/04/01 22:28",16
"62","2014/04/01 22:33",18
"63","2014/04/01 22:38",5
"64","2014/04/01 22:43",13
"65","2014/04/01 22:48",23
"66","2014/04/01 22:53",3
"67","2014/04/01 22:58",9
"68","2014/04/01 23:03",18
"69","2014/04/01 23:08",19
"70","2014/04/01 23:13",33
"71","2014/04/01 23:18",17
"72","2014/04/01 23:23",31
"73","2014/04/01 23:28",18
"74","2014/04/01 23:33",66
"75","2014/04/01 23:38",34
"76","2014/04/01 23:43",42
"77","2014/04/01 23:48",69
"78","2014/04/01 23:53",55
"79","2014/04/01 23:58",39
"80","2014/04/02 00:03",52
"81","2014/04/02 00:08",63
"82","2014/04/02 00:13",56
"83","2014/04/02 00:18",63
"84","2014/04/02 00:23",56
"85","2014/04/02 00:28",75
"86","2014/04/02 00:33",61
"87","2014/04/02 00:38",37
"88","2014/04/02 00:43",51
"89","2014/04/02 00:48",65
"90","2014/04/02 00:53",40
"91","2014/04/02 00:58",36
"92","2014/04/02 01:03",52
"93","2014/04/02 01:08",52
"94","2014/04/02 01:13",47
"95","2014/04/02 01:18",24
"96","2014/04/02 01:23",17
