LDEV_TransRate_X434-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:06:0F X"
"1","2014/04/01 17:28",598
"2","2014/04/01 17:33",603
"3","2014/04/01 17:38",597
"4","2014/04/01 17:43",577
"5","2014/04/01 17:48",580
"6","2014/04/01 17:53",605
"7","2014/04/01 17:58",585
"8","2014/04/01 18:03",1047
"9","2014/04/01 18:08",590
"10","2014/04/01 18:13",592
"11","2014/04/01 18:18",594
"12","2014/04/01 18:23",600
"13","2014/04/01 18:28",600
"14","2014/04/01 18:33",601
"15","2014/04/01 18:38",597
"16","2014/04/01 18:43",579
"17","2014/04/01 18:48",580
"18","2014/04/01 18:53",589
"19","2014/04/01 18:58",587
"20","2014/04/01 19:03",1003
"21","2014/04/01 19:08",591
"22","2014/04/01 19:13",594
"23","2014/04/01 19:18",595
"24","2014/04/01 19:23",600
"25","2014/04/01 19:28",601
"26","2014/04/01 19:33",603
"27","2014/04/01 19:38",599
"28","2014/04/01 19:43",582
"29","2014/04/01 19:48",582
"30","2014/04/01 19:53",584
"31","2014/04/01 19:58",589
"32","2014/04/01 20:03",1055
"33","2014/04/01 20:08",593
"34","2014/04/01 20:13",596
"35","2014/04/01 20:18",597
"36","2014/04/01 20:23",600
"37","2014/04/01 20:28",602
"38","2014/04/01 20:33",609
"39","2014/04/01 20:38",600
"40","2014/04/01 20:43",584
"41","2014/04/01 20:48",582
"42","2014/04/01 20:53",588
"43","2014/04/01 20:58",589
"44","2014/04/01 21:03",1052
"45","2014/04/01 21:08",595
"46","2014/04/01 21:13",595
"47","2014/04/01 21:18",599
"48","2014/04/01 21:23",599
"49","2014/04/01 21:28",602
"50","2014/04/01 21:33",606
"51","2014/04/01 21:38",601
"52","2014/04/01 21:43",583
"53","2014/04/01 21:48",583
"54","2014/04/01 21:53",590
"55","2014/04/01 21:58",589
"56","2014/04/01 22:03",1000
"57","2014/04/01 22:08",596
"58","2014/04/01 22:13",599
"59","2014/04/01 22:18",599
"60","2014/04/01 22:23",601
"61","2014/04/01 22:28",605
"62","2014/04/01 22:33",606
"63","2014/04/01 22:38",601
"64","2014/04/01 22:43",584
"65","2014/04/01 22:48",586
"66","2014/04/01 22:53",586
"67","2014/04/01 22:58",592
"68","2014/04/01 23:03",1051
"69","2014/04/01 23:08",599
"70","2014/04/01 23:13",601
"71","2014/04/01 23:18",603
"72","2014/04/01 23:23",602
"73","2014/04/01 23:28",610
"74","2014/04/01 23:33",609
"75","2014/04/01 23:38",601
"76","2014/04/01 23:43",587
"77","2014/04/01 23:48",587
"78","2014/04/01 23:53",589
"79","2014/04/01 23:58",592
"80","2014/04/02 00:03",1054
"81","2014/04/02 00:08",600
"82","2014/04/02 00:13",600
"83","2014/04/02 00:18",601
"84","2014/04/02 00:23",606
"85","2014/04/02 00:28",606
"86","2014/04/02 00:33",608
"87","2014/04/02 00:38",604
"88","2014/04/02 00:43",590
"89","2014/04/02 00:48",590
"90","2014/04/02 00:53",591
"91","2014/04/02 00:58",596
"92","2014/04/02 01:03",1058
"93","2014/04/02 01:08",602
"94","2014/04/02 01:13",602
"95","2014/04/02 01:18",606
"96","2014/04/02 01:23",605
