LDEV_TransRate_X525-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:02:1F X"
"1","2014/04/01 17:28",29
"2","2014/04/01 17:33",85
"3","2014/04/01 17:38",36
"4","2014/04/01 17:43",95
"5","2014/04/01 17:48",82
"6","2014/04/01 17:53",71
"7","2014/04/01 17:58",27
"8","2014/04/01 18:03",69
"9","2014/04/01 18:08",48
"10","2014/04/01 18:13",30
"11","2014/04/01 18:18",56
"12","2014/04/01 18:23",111
"13","2014/04/01 18:28",26
"14","2014/04/01 18:33",58
"15","2014/04/01 18:38",26
"16","2014/04/01 18:43",172
"17","2014/04/01 18:48",50
"18","2014/04/01 18:53",64
"19","2014/04/01 18:58",32
"20","2014/04/01 19:03",73
"21","2014/04/01 19:08",44
"22","2014/04/01 19:13",28
"23","2014/04/01 19:18",85
"24","2014/04/01 19:23",46
"25","2014/04/01 19:28",25
"26","2014/04/01 19:33",112
"27","2014/04/01 19:38",43
"28","2014/04/01 19:43",31
"29","2014/04/01 19:48",71
"30","2014/04/01 19:53",70
"31","2014/04/01 19:58",35
"32","2014/04/01 20:03",63
"33","2014/04/01 20:08",41
"34","2014/04/01 20:13",27
"35","2014/04/01 20:18",103
"36","2014/04/01 20:23",47
"37","2014/04/01 20:28",32
"38","2014/04/01 20:33",75
"39","2014/04/01 20:38",31
"40","2014/04/01 20:43",26
"41","2014/04/01 20:48",63
"42","2014/04/01 20:53",56
"43","2014/04/01 20:58",33
"44","2014/04/01 21:03",63
"45","2014/04/01 21:08",45
"46","2014/04/01 21:13",34
"47","2014/04/01 21:18",58
"48","2014/04/01 21:23",55
"49","2014/04/01 21:28",26
"50","2014/04/01 21:33",118
"51","2014/04/01 21:38",31
"52","2014/04/01 21:43",92
"53","2014/04/01 21:48",55
"54","2014/04/01 21:53",67
"55","2014/04/01 21:58",36
"56","2014/04/01 22:03",404
"57","2014/04/01 22:08",1062
"58","2014/04/01 22:13",1031
"59","2014/04/01 22:18",425
"60","2014/04/01 22:23",517
"61","2014/04/01 22:28",819
"62","2014/04/01 22:33",1115
"63","2014/04/01 22:38",968
"64","2014/04/01 22:43",943
"65","2014/04/01 22:48",1078
"66","2014/04/01 22:53",1287
"67","2014/04/01 22:58",1300
"68","2014/04/01 23:03",1899
"69","2014/04/01 23:08",1494
"70","2014/04/01 23:13",1088
"71","2014/04/01 23:18",1190
"72","2014/04/01 23:23",1263
"73","2014/04/01 23:28",1293
"74","2014/04/01 23:33",962
"75","2014/04/01 23:38",1107
"76","2014/04/01 23:43",841
"77","2014/04/01 23:48",905
"78","2014/04/01 23:53",890
"79","2014/04/01 23:58",748
"80","2014/04/02 00:03",742
"81","2014/04/02 00:08",473
"82","2014/04/02 00:13",418
"83","2014/04/02 00:18",440
"84","2014/04/02 00:23",557
"85","2014/04/02 00:28",374
"86","2014/04/02 00:33",337
"87","2014/04/02 00:38",256
"88","2014/04/02 00:43",145
"89","2014/04/02 00:48",260
"90","2014/04/02 00:53",326
"91","2014/04/02 00:58",350
"92","2014/04/02 01:03",375
"93","2014/04/02 01:08",328
"94","2014/04/02 01:13",728
"95","2014/04/02 01:18",771
"96","2014/04/02 01:23",770
