LDEV_TransRate_X66-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D7 X"
"1","2014/04/01 17:28",140
"2","2014/04/01 17:33",4199
"3","2014/04/01 17:38",2661
"4","2014/04/01 17:43",3919
"5","2014/04/01 17:48",3097
"6","2014/04/01 17:53",2718
"7","2014/04/01 17:58",1107
"8","2014/04/01 18:03",5924
"9","2014/04/01 18:08",4646
"10","2014/04/01 18:13",3285
"11","2014/04/01 18:18",3390
"12","2014/04/01 18:23",5351
"13","2014/04/01 18:28",4502
"14","2014/04/01 18:33",2968
"15","2014/04/01 18:38",1076
"16","2014/04/01 18:43",1365
"17","2014/04/01 18:48",2630
"18","2014/04/01 18:53",1962
"19","2014/04/01 18:58",4121
"20","2014/04/01 19:03",3989
"21","2014/04/01 19:08",1715
"22","2014/04/01 19:13",1075
"23","2014/04/01 19:18",3809
"24","2014/04/01 19:23",756
"25","2014/04/01 19:28",746
"26","2014/04/01 19:33",1770
"27","2014/04/01 19:38",3678
"28","2014/04/01 19:43",2940
"29","2014/04/01 19:48",1714
"30","2014/04/01 19:53",4411
"31","2014/04/01 19:58",1464
"32","2014/04/01 20:03",911
"33","2014/04/01 20:08",2200
"34","2014/04/01 20:13",1989
"35","2014/04/01 20:18",3441
"36","2014/04/01 20:23",1800
"37","2014/04/01 20:28",1009
"38","2014/04/01 20:33",378
"39","2014/04/01 20:38",3252
"40","2014/04/01 20:43",2815
"41","2014/04/01 20:48",2184
"42","2014/04/01 20:53",1073
"43","2014/04/01 20:58",976
"44","2014/04/01 21:03",831
"45","2014/04/01 21:08",759
"46","2014/04/01 21:13",418
"47","2014/04/01 21:18",2388
"48","2014/04/01 21:23",141
"49","2014/04/01 21:28",3151
"50","2014/04/01 21:33",354
"51","2014/04/01 21:38",2002
"52","2014/04/01 21:43",3135
"53","2014/04/01 21:48",3919
"54","2014/04/01 21:53",1165
"55","2014/04/01 21:58",102
"56","2014/04/01 22:03",1159
"57","2014/04/01 22:08",734
"58","2014/04/01 22:13",32
"59","2014/04/01 22:18",1751
"60","2014/04/01 22:23",35
"61","2014/04/01 22:28",31
"62","2014/04/01 22:33",796
"63","2014/04/01 22:38",32
"64","2014/04/01 22:43",35
"65","2014/04/01 22:48",34
"66","2014/04/01 22:53",1057
"67","2014/04/01 22:58",3141
"68","2014/04/01 23:03",1758
"69","2014/04/01 23:08",1388
"70","2014/04/01 23:13",6861
"71","2014/04/01 23:18",4128
"72","2014/04/01 23:23",2329
"73","2014/04/01 23:28",167
"74","2014/04/01 23:33",140
"75","2014/04/01 23:38",176
"76","2014/04/01 23:43",2211
"77","2014/04/01 23:48",2757
"78","2014/04/01 23:53",309
"79","2014/04/01 23:58",2790
"80","2014/04/02 00:03",5714
"81","2014/04/02 00:08",36
"82","2014/04/02 00:13",28
"83","2014/04/02 00:18",747
"84","2014/04/02 00:23",103
"85","2014/04/02 00:28",35
"86","2014/04/02 00:33",266
"87","2014/04/02 00:38",500
"88","2014/04/02 00:43",31
"89","2014/04/02 00:48",541
"90","2014/04/02 00:53",239
"91","2014/04/02 00:58",31
"92","2014/04/02 01:03",430
"93","2014/04/02 01:08",38
"94","2014/04/02 01:13",29
"95","2014/04/02 01:18",1469
"96","2014/04/02 01:23",21
