LDEV_TransRate_X610-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:7B X"
"1","2014/04/01 17:28",400
"2","2014/04/01 17:33",209
"3","2014/04/01 17:38",126
"4","2014/04/01 17:43",180
"5","2014/04/01 17:48",100
"6","2014/04/01 17:53",179
"7","2014/04/01 17:58",93
"8","2014/04/01 18:03",219
"9","2014/04/01 18:08",110
"10","2014/04/01 18:13",189
"11","2014/04/01 18:18",153
"12","2014/04/01 18:23",369
"13","2014/04/01 18:28",379
"14","2014/04/01 18:33",364
"15","2014/04/01 18:38",360
"16","2014/04/01 18:43",198
"17","2014/04/01 18:48",162
"18","2014/04/01 18:53",188
"19","2014/04/01 18:58",114
"20","2014/04/01 19:03",219
"21","2014/04/01 19:08",167
"22","2014/04/01 19:13",312
"23","2014/04/01 19:18",198
"24","2014/04/01 19:23",227
"25","2014/04/01 19:28",241
"26","2014/04/01 19:33",278
"27","2014/04/01 19:38",269
"28","2014/04/01 19:43",3019
"29","2014/04/01 19:48",1433
"30","2014/04/01 19:53",1348
"31","2014/04/01 19:58",824
"32","2014/04/01 20:03",595
"33","2014/04/01 20:08",700
"34","2014/04/01 20:13",448
"35","2014/04/01 20:18",322
"36","2014/04/01 20:23",350
"37","2014/04/01 20:28",440
"38","2014/04/01 20:33",473
"39","2014/04/01 20:38",287
"40","2014/04/01 20:43",340
"41","2014/04/01 20:48",345
"42","2014/04/01 20:53",308
"43","2014/04/01 20:58",533
"44","2014/04/01 21:03",504
"45","2014/04/01 21:08",459
"46","2014/04/01 21:13",568
"47","2014/04/01 21:18",762
"48","2014/04/01 21:23",852
"49","2014/04/01 21:28",734
"50","2014/04/01 21:33",547
"51","2014/04/01 21:38",320
"52","2014/04/01 21:43",354
"53","2014/04/01 21:48",350
"54","2014/04/01 21:53",356
"55","2014/04/01 21:58",732
"56","2014/04/01 22:03",602
"57","2014/04/01 22:08",854
"58","2014/04/01 22:13",446
"59","2014/04/01 22:18",514
"60","2014/04/01 22:23",520
"61","2014/04/01 22:28",543
"62","2014/04/01 22:33",628
"63","2014/04/01 22:38",571
"64","2014/04/01 22:43",429
"65","2014/04/01 22:48",452
"66","2014/04/01 22:53",514
"67","2014/04/01 22:58",442
"68","2014/04/01 23:03",569
"69","2014/04/01 23:08",729
"70","2014/04/01 23:13",507
"71","2014/04/01 23:18",802
"72","2014/04/01 23:23",739
"73","2014/04/01 23:28",553
"74","2014/04/01 23:33",560
"75","2014/04/01 23:38",499
"76","2014/04/01 23:43",557
"77","2014/04/01 23:48",523
"78","2014/04/01 23:53",548
"79","2014/04/01 23:58",656
"80","2014/04/02 00:03",578
"81","2014/04/02 00:08",509
"82","2014/04/02 00:13",553
"83","2014/04/02 00:18",571
"84","2014/04/02 00:23",560
"85","2014/04/02 00:28",564
"86","2014/04/02 00:33",735
"87","2014/04/02 00:38",663
"88","2014/04/02 00:43",549
"89","2014/04/02 00:48",575
"90","2014/04/02 00:53",549
"91","2014/04/02 00:58",466
"92","2014/04/02 01:03",463
"93","2014/04/02 01:08",473
"94","2014/04/02 01:13",625
"95","2014/04/02 01:18",661
"96","2014/04/02 01:23",403
