LDEV_TransRate_X208-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:20:3B X"
"1","2014/04/01 17:28",555
"2","2014/04/01 17:33",453
"3","2014/04/01 17:38",434
"4","2014/04/01 17:43",500
"5","2014/04/01 17:48",339
"6","2014/04/01 17:53",291
"7","2014/04/01 17:58",514
"8","2014/04/01 18:03",389
"9","2014/04/01 18:08",940
"10","2014/04/01 18:13",719
"11","2014/04/01 18:18",274
"12","2014/04/01 18:23",380
"13","2014/04/01 18:28",842
"14","2014/04/01 18:33",281
"15","2014/04/01 18:38",717
"16","2014/04/01 18:43",965
"17","2014/04/01 18:48",425
"18","2014/04/01 18:53",590
"19","2014/04/01 18:58",437
"20","2014/04/01 19:03",685
"21","2014/04/01 19:08",357
"22","2014/04/01 19:13",561
"23","2014/04/01 19:18",148
"24","2014/04/01 19:23",330
"25","2014/04/01 19:28",473
"26","2014/04/01 19:33",860
"27","2014/04/01 19:38",177
"28","2014/04/01 19:43",589
"29","2014/04/01 19:48",272
"30","2014/04/01 19:53",226
"31","2014/04/01 19:58",705
"32","2014/04/01 20:03",766
"33","2014/04/01 20:08",149
"34","2014/04/01 20:13",1330
"35","2014/04/01 20:18",271
"36","2014/04/01 20:23",547
"37","2014/04/01 20:28",623
"38","2014/04/01 20:33",496
"39","2014/04/01 20:38",279
"40","2014/04/01 20:43",531
"41","2014/04/01 20:48",401
"42","2014/04/01 20:53",494
"43","2014/04/01 20:58",659
"44","2014/04/01 21:03",213
"45","2014/04/01 21:08",293
"46","2014/04/01 21:13",377
"47","2014/04/01 21:18",272
"48","2014/04/01 21:23",21
"49","2014/04/01 21:28",530
"50","2014/04/01 21:33",254
"51","2014/04/01 21:38",152
"52","2014/04/01 21:43",247
"53","2014/04/01 21:48",375
"54","2014/04/01 21:53",254
"55","2014/04/01 21:58",370
"56","2014/04/01 22:03",1007
"57","2014/04/01 22:08",877
"58","2014/04/01 22:13",843
"59","2014/04/01 22:18",309
"60","2014/04/01 22:23",518
"61","2014/04/01 22:28",391
"62","2014/04/01 22:33",1446
"63","2014/04/01 22:38",1608
"64","2014/04/01 22:43",2023
"65","2014/04/01 22:48",1737
"66","2014/04/01 22:53",2628
"67","2014/04/01 22:58",2665
"68","2014/04/01 23:03",2847
"69","2014/04/01 23:08",4259
"70","2014/04/01 23:13",3819
"71","2014/04/01 23:18",3524
"72","2014/04/01 23:23",3090
"73","2014/04/01 23:28",3370
"74","2014/04/01 23:33",3143
"75","2014/04/01 23:38",3946
"76","2014/04/01 23:43",4374
"77","2014/04/01 23:48",4257
"78","2014/04/01 23:53",4102
"79","2014/04/01 23:58",3588
"80","2014/04/02 00:03",2876
"81","2014/04/02 00:08",3939
"82","2014/04/02 00:13",3428
"83","2014/04/02 00:18",3273
"84","2014/04/02 00:23",3627
"85","2014/04/02 00:28",2946
"86","2014/04/02 00:33",3123
"87","2014/04/02 00:38",3096
"88","2014/04/02 00:43",3394
"89","2014/04/02 00:48",3011
"90","2014/04/02 00:53",2873
"91","2014/04/02 00:58",3579
"92","2014/04/02 01:03",3503
"93","2014/04/02 01:08",3384
"94","2014/04/02 01:13",4090
"95","2014/04/02 01:18",3523
"96","2014/04/02 01:23",3487
