LDEV_TransRate_X718-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:1A X"
"1","2014/04/01 17:28",341
"2","2014/04/01 17:33",160
"3","2014/04/01 17:38",121
"4","2014/04/01 17:43",126
"5","2014/04/01 17:48",80
"6","2014/04/01 17:53",185
"7","2014/04/01 17:58",70
"8","2014/04/01 18:03",147
"9","2014/04/01 18:08",104
"10","2014/04/01 18:13",140
"11","2014/04/01 18:18",123
"12","2014/04/01 18:23",225
"13","2014/04/01 18:28",268
"14","2014/04/01 18:33",275
"15","2014/04/01 18:38",303
"16","2014/04/01 18:43",169
"17","2014/04/01 18:48",98
"18","2014/04/01 18:53",185
"19","2014/04/01 18:58",147
"20","2014/04/01 19:03",170
"21","2014/04/01 19:08",173
"22","2014/04/01 19:13",301
"23","2014/04/01 19:18",174
"24","2014/04/01 19:23",208
"25","2014/04/01 19:28",250
"26","2014/04/01 19:33",187
"27","2014/04/01 19:38",287
"28","2014/04/01 19:43",3215
"29","2014/04/01 19:48",1498
"30","2014/04/01 19:53",1287
"31","2014/04/01 19:58",604
"32","2014/04/01 20:03",569
"33","2014/04/01 20:08",487
"34","2014/04/01 20:13",353
"35","2014/04/01 20:18",339
"36","2014/04/01 20:23",313
"37","2014/04/01 20:28",411
"38","2014/04/01 20:33",416
"39","2014/04/01 20:38",285
"40","2014/04/01 20:43",319
"41","2014/04/01 20:48",271
"42","2014/04/01 20:53",213
"43","2014/04/01 20:58",519
"44","2014/04/01 21:03",509
"45","2014/04/01 21:08",488
"46","2014/04/01 21:13",472
"47","2014/04/01 21:18",785
"48","2014/04/01 21:23",814
"49","2014/04/01 21:28",628
"50","2014/04/01 21:33",442
"51","2014/04/01 21:38",337
"52","2014/04/01 21:43",324
"53","2014/04/01 21:48",298
"54","2014/04/01 21:53",330
"55","2014/04/01 21:58",695
"56","2014/04/01 22:03",628
"57","2014/04/01 22:08",825
"58","2014/04/01 22:13",387
"59","2014/04/01 22:18",509
"60","2014/04/01 22:23",463
"61","2014/04/01 22:28",543
"62","2014/04/01 22:33",534
"63","2014/04/01 22:38",521
"64","2014/04/01 22:43",423
"65","2014/04/01 22:48",478
"66","2014/04/01 22:53",451
"67","2014/04/01 22:58",469
"68","2014/04/01 23:03",567
"69","2014/04/01 23:08",650
"70","2014/04/01 23:13",572
"71","2014/04/01 23:18",913
"72","2014/04/01 23:23",767
"73","2014/04/01 23:28",485
"74","2014/04/01 23:33",481
"75","2014/04/01 23:38",425
"76","2014/04/01 23:43",500
"77","2014/04/01 23:48",606
"78","2014/04/01 23:53",536
"79","2014/04/01 23:58",453
"80","2014/04/02 00:03",551
"81","2014/04/02 00:08",530
"82","2014/04/02 00:13",544
"83","2014/04/02 00:18",576
"84","2014/04/02 00:23",587
"85","2014/04/02 00:28",583
"86","2014/04/02 00:33",610
"87","2014/04/02 00:38",539
"88","2014/04/02 00:43",549
"89","2014/04/02 00:48",517
"90","2014/04/02 00:53",453
"91","2014/04/02 00:58",479
"92","2014/04/02 01:03",489
"93","2014/04/02 01:08",481
"94","2014/04/02 01:13",634
"95","2014/04/02 01:18",620
"96","2014/04/02 01:23",379
