LDEV_TransRate_X508-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:F3 X"
"1","2014/04/01 17:28",48
"2","2014/04/01 17:33",64
"3","2014/04/01 17:38",44
"4","2014/04/01 17:43",293
"5","2014/04/01 17:48",81
"6","2014/04/01 17:53",93
"7","2014/04/01 17:58",44
"8","2014/04/01 18:03",74
"9","2014/04/01 18:08",53
"10","2014/04/01 18:13",46
"11","2014/04/01 18:18",56
"12","2014/04/01 18:23",59
"13","2014/04/01 18:28",42
"14","2014/04/01 18:33",69
"15","2014/04/01 18:38",36
"16","2014/04/01 18:43",258
"17","2014/04/01 18:48",55
"18","2014/04/01 18:53",63
"19","2014/04/01 18:58",45
"20","2014/04/01 19:03",75
"21","2014/04/01 19:08",45
"22","2014/04/01 19:13",50
"23","2014/04/01 19:18",63
"24","2014/04/01 19:23",60
"25","2014/04/01 19:28",45
"26","2014/04/01 19:33",120
"27","2014/04/01 19:38",56
"28","2014/04/01 19:43",72
"29","2014/04/01 19:48",79
"30","2014/04/01 19:53",85
"31","2014/04/01 19:58",50
"32","2014/04/01 20:03",72
"33","2014/04/01 20:08",48
"34","2014/04/01 20:13",45
"35","2014/04/01 20:18",104
"36","2014/04/01 20:23",59
"37","2014/04/01 20:28",50
"38","2014/04/01 20:33",79
"39","2014/04/01 20:38",37
"40","2014/04/01 20:43",44
"41","2014/04/01 20:48",66
"42","2014/04/01 20:53",71
"43","2014/04/01 20:58",50
"44","2014/04/01 21:03",75
"45","2014/04/01 21:08",51
"46","2014/04/01 21:13",50
"47","2014/04/01 21:18",58
"48","2014/04/01 21:23",67
"49","2014/04/01 21:28",42
"50","2014/04/01 21:33",82
"51","2014/04/01 21:38",37
"52","2014/04/01 21:43",289
"53","2014/04/01 21:48",53
"54","2014/04/01 21:53",99
"55","2014/04/01 21:58",54
"56","2014/04/01 22:03",357
"57","2014/04/01 22:08",1143
"58","2014/04/01 22:13",1058
"59","2014/04/01 22:18",425
"60","2014/04/01 22:23",457
"61","2014/04/01 22:28",875
"62","2014/04/01 22:33",1088
"63","2014/04/01 22:38",983
"64","2014/04/01 22:43",992
"65","2014/04/01 22:48",1111
"66","2014/04/01 22:53",1288
"67","2014/04/01 22:58",1265
"68","2014/04/01 23:03",1820
"69","2014/04/01 23:08",1515
"70","2014/04/01 23:13",1214
"71","2014/04/01 23:18",1187
"72","2014/04/01 23:23",1247
"73","2014/04/01 23:28",1290
"74","2014/04/01 23:33",962
"75","2014/04/01 23:38",1143
"76","2014/04/01 23:43",938
"77","2014/04/01 23:48",894
"78","2014/04/01 23:53",866
"79","2014/04/01 23:58",779
"80","2014/04/02 00:03",696
"81","2014/04/02 00:08",461
"82","2014/04/02 00:13",412
"83","2014/04/02 00:18",445
"84","2014/04/02 00:23",558
"85","2014/04/02 00:28",395
"86","2014/04/02 00:33",377
"87","2014/04/02 00:38",259
"88","2014/04/02 00:43",153
"89","2014/04/02 00:48",262
"90","2014/04/02 00:53",301
"91","2014/04/02 00:58",316
"92","2014/04/02 01:03",342
"93","2014/04/02 01:08",289
"94","2014/04/02 01:13",790
"95","2014/04/02 01:18",784
"96","2014/04/02 01:23",792
