LDEV_TransRate_1-12.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:00:DD","00:00:DF","00:00:E0","00:00:E6","00:00:E7","00:00:E8","00:00:E9","00:00:EA","00:00:EB","00:00:EC","00:00:ED","00:00:EE","00:00:EF","00:20:16","00:20:17"
"19","2014/04/01 18:58",0,0,0,0,0,0,0,0,0,0,0,68,7,82,28
"20","2014/04/01 19:03",81483,11350,0,0,0,17861,0,0,0,0,0,69,8,85,29
"21","2014/04/01 19:08",46520,93632,25454,0,0,22331,0,0,0,0,0,90,7,90,21
"22","2014/04/01 19:13",0,0,52898,0,0,0,0,0,0,0,0,81,7,81,30
"23","2014/04/01 19:18",0,0,0,0,0,0,0,0,0,0,0,87,7,79,30
"24","2014/04/01 19:23",0,0,0,0,0,0,0,0,0,0,0,70,7,89,30
"25","2014/04/01 19:28",189,175,74,0,0,48,0,0,0,0,0,70,7,84,27
"26","2014/04/01 19:33",72,8,32,0,0,0,0,0,0,0,0,84,7,88,20
"27","2014/04/01 19:38",0,0,0,0,0,0,0,0,0,0,0,76,7,96,19
"28","2014/04/01 19:43",0,0,0,0,0,0,0,0,0,0,0,77,7,82,27
"29","2014/04/01 19:48",0,0,0,0,0,0,0,0,0,0,0,70,7,73,30
"30","2014/04/01 19:53",0,0,0,0,0,0,0,0,0,0,0,66,8,86,29
"31","2014/04/01 19:58",0,0,0,0,0,0,0,0,0,0,0,110,151,89,19
"32","2014/04/01 20:03",0,0,0,0,0,0,0,0,0,0,0,70,14,85,27
"33","2014/04/01 20:08",0,0,0,0,0,0,0,0,0,0,0,68,8,83,28
"34","2014/04/01 20:13",0,0,0,0,0,0,0,0,0,0,0,71,10,88,27
"35","2014/04/01 20:18",0,0,0,0,0,0,0,0,0,0,0,66,10,83,32
"36","2014/04/01 20:23",0,0,0,0,0,0,0,0,0,0,0,66,11,93,21
"37","2014/04/01 20:28",0,0,0,0,0,0,0,0,0,0,0,67,22,97,19
"38","2014/04/01 20:33",0,0,0,0,0,0,0,0,0,0,0,67,7,89,27
"39","2014/04/01 20:38",0,0,0,0,0,0,0,0,0,0,0,62,6,87,29
"40","2014/04/01 20:43",0,0,0,0,0,0,0,0,0,0,0,75,7,84,30
"41","2014/04/01 20:48",0,0,0,0,0,0,0,0,0,0,0,70,6,100,22
"42","2014/04/01 20:53",1,0,0,0,0,0,0,0,0,0,0,66,6,85,28
"43","2014/04/01 20:58",0,0,0,0,0,0,0,0,0,0,0,69,7,83,29
"44","2014/04/01 21:03",0,0,0,0,0,0,0,0,0,0,0,68,6,86,30
"45","2014/04/01 21:08",0,0,0,0,0,0,0,0,0,0,0,91,9,85,28
"46","2014/04/01 21:13",0,0,0,0,0,0,0,0,0,0,0,82,7,84,28
"47","2014/04/01 21:18",0,0,0,0,0,0,0,0,0,0,0,84,7,91,31
"48","2014/04/01 21:23",0,0,0,0,0,0,0,0,0,0,0,70,45,83,29
"49","2014/04/01 21:28",1,0,0,0,0,0,0,0,0,0,0,69,6,86,31
"50","2014/04/01 21:33",0,0,0,0,0,0,0,0,0,0,0,86,6,81,30
"51","2014/04/01 21:38",0,0,0,0,0,0,0,0,0,0,0,79,7,91,20
"52","2014/04/01 21:43",0,0,0,0,0,0,0,0,0,0,0,78,6,88,20
"53","2014/04/01 21:48",0,0,0,0,0,0,0,0,0,0,0,69,7,96,21
"54","2014/04/01 21:53",0,0,0,0,0,0,0,0,0,0,0,68,7,87,28
"55","2014/04/01 21:58",0,0,0,0,0,0,0,0,0,0,0,72,7,83,29
"56","2014/04/01 22:03",0,0,0,0,0,0,0,0,0,0,0,69,6,82,22
"57","2014/04/01 22:08",0,0,0,0,0,0,0,0,0,0,0,69,6,88,27
"58","2014/04/01 22:13",0,0,0,0,0,0,0,0,0,0,0,75,6,82,31
"59","2014/04/01 22:18",0,0,0,0,0,0,0,0,0,0,0,67,7,83,29
"60","2014/04/01 22:23",0,0,0,0,0,0,0,0,0,0,0,65,6,91,88
"61","2014/04/01 22:28",0,0,0,0,0,0,0,0,0,0,0,70,7,83,24
"62","2014/04/01 22:33",0,0,0,0,0,0,0,0,0,0,0,70,7,101,18
"63","2014/04/01 22:38",0,0,0,0,0,0,0,0,0,0,0,64,6,94,22
"64","2014/04/01 22:43",0,0,0,0,0,0,0,0,0,0,0,74,7,84,30
"65","2014/04/01 22:48",0,0,0,0,0,0,0,0,0,0,0,73,6,88,30
"66","2014/04/01 22:53",0,0,0,0,0,0,0,0,0,0,0,67,7,87,25
"67","2014/04/01 22:58",0,0,0,0,0,0,0,0,0,0,0,68,6,89,23
"68","2014/04/01 23:03",0,0,0,0,0,0,0,6,0,5,0,86,21,81,29
"69","2014/04/01 23:08",0,0,0,0,0,0,3,0,0,0,0,143,117,78,29
"70","2014/04/01 23:13",0,0,0,0,0,0,0,0,0,0,0,1813,790,82,30
"71","2014/04/01 23:18",0,0,0,0,0,0,0,0,0,0,0,6061,1937,84,26
"72","2014/04/01 23:23",0,0,0,0,0,0,0,0,0,0,0,11260,201,91,18
"73","2014/04/01 23:28",0,0,0,0,0,0,0,0,0,0,0,73,10,89,21
"74","2014/04/01 23:33",0,0,0,0,0,0,0,0,0,0,0,87,6,73,30
"75","2014/04/01 23:38",0,0,0,0,0,0,0,0,0,0,0,77,7,77,27
"76","2014/04/01 23:43",0,0,0,0,0,0,0,0,0,0,0,80,7,87,23
"77","2014/04/01 23:48",0,0,0,0,0,0,0,0,0,0,0,76,10,77,26
"78","2014/04/01 23:53",1070,2291,51,0,0,2,0,0,0,0,0,73,14,78,31
"79","2014/04/01 23:58",1342,85,3073,0,0,69,0,0,0,0,0,73,6,72,31
"80","2014/04/02 00:03",48,13,17,0,0,17,0,0,0,0,0,72,9,80,31
"81","2014/04/02 00:08",46,19,36,0,0,92,0,0,0,0,0,69,7,89,25
"82","2014/04/02 00:13",34,15,27,0,0,13,0,0,0,0,0,74,8,89,19
"83","2014/04/02 00:18",25,4,27,0,0,20,0,0,0,0,0,69,7,87,22
"84","2014/04/02 00:23",52,275,34,0,0,25,0,0,0,0,0,70,6,76,31
"85","2014/04/02 00:28",20,15,13,0,0,116,0,0,0,0,0,70,7,80,30
"86","2014/04/02 00:33",18,11,27,0,0,135,0,0,0,0,0,68,7,78,25
"87","2014/04/02 00:38",21,17,6,0,0,81,0,0,0,0,0,69,6,82,28
"88","2014/04/02 00:43",26,27,6,0,0,50,0,0,0,0,0,77,7,81,31
"89","2014/04/02 00:48",6,6,3,0,0,15,0,0,0,0,0,74,7,75,32
"90","2014/04/02 00:53",1,0,0,0,0,2,0,0,0,0,0,70,7,81,32
"91","2014/04/02 00:58",0,0,0,0,0,0,0,0,0,0,0,70,7,73,24
"92","2014/04/02 01:03",72732,22884,1,0,0,18370,0,0,0,0,0,70,6,94,20
"93","2014/04/02 01:08",70487,105063,13164,0,0,22331,0,0,0,0,0,89,5,90,24
"94","2014/04/02 01:13",0,0,61887,0,0,0,0,0,0,0,0,81,6,87,31
"95","2014/04/02 01:18",0,0,0,0,0,0,0,0,0,0,0,85,8,71,30
"96","2014/04/02 01:23",0,0,0,0,0,0,0,0,0,0,0,71,42,95,23
