LDEV_TransRate_X827-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:21:0D X"
"1","2014/04/01 17:28",247
"2","2014/04/01 17:33",315
"3","2014/04/01 17:38",329
"4","2014/04/01 17:43",238
"5","2014/04/01 17:48",265
"6","2014/04/01 17:53",189
"7","2014/04/01 17:58",171
"8","2014/04/01 18:03",179
"9","2014/04/01 18:08",302
"10","2014/04/01 18:13",246
"11","2014/04/01 18:18",152
"12","2014/04/01 18:23",172
"13","2014/04/01 18:28",229
"14","2014/04/01 18:33",116
"15","2014/04/01 18:38",313
"16","2014/04/01 18:43",316
"17","2014/04/01 18:48",192
"18","2014/04/01 18:53",191
"19","2014/04/01 18:58",168
"20","2014/04/01 19:03",229
"21","2014/04/01 19:08",207
"22","2014/04/01 19:13",199
"23","2014/04/01 19:18",133
"24","2014/04/01 19:23",169
"25","2014/04/01 19:28",199
"26","2014/04/01 19:33",319
"27","2014/04/01 19:38",198
"28","2014/04/01 19:43",201
"29","2014/04/01 19:48",151
"30","2014/04/01 19:53",155
"31","2014/04/01 19:58",204
"32","2014/04/01 20:03",280
"33","2014/04/01 20:08",204
"34","2014/04/01 20:13",357
"35","2014/04/01 20:18",142
"36","2014/04/01 20:23",197
"37","2014/04/01 20:28",196
"38","2014/04/01 20:33",196
"39","2014/04/01 20:38",232
"40","2014/04/01 20:43",207
"41","2014/04/01 20:48",143
"42","2014/04/01 20:53",151
"43","2014/04/01 20:58",175
"44","2014/04/01 21:03",124
"45","2014/04/01 21:08",196
"46","2014/04/01 21:13",150
"47","2014/04/01 21:18",122
"48","2014/04/01 21:23",68
"49","2014/04/01 21:28",119
"50","2014/04/01 21:33",226
"51","2014/04/01 21:38",228
"52","2014/04/01 21:43",188
"53","2014/04/01 21:48",206
"54","2014/04/01 21:53",158
"55","2014/04/01 21:58",66
"56","2014/04/01 22:03",392
"57","2014/04/01 22:08",2375
"58","2014/04/01 22:13",1689
"59","2014/04/01 22:18",107
"60","2014/04/01 22:23",108
"61","2014/04/01 22:28",60
"62","2014/04/01 22:33",49
"63","2014/04/01 22:38",208
"64","2014/04/01 22:43",188
"65","2014/04/01 22:48",157
"66","2014/04/01 22:53",159
"67","2014/04/01 22:58",189
"68","2014/04/01 23:03",164
"69","2014/04/01 23:08",177
"70","2014/04/01 23:13",191
"71","2014/04/01 23:18",163
"72","2014/04/01 23:23",157
"73","2014/04/01 23:28",201
"74","2014/04/01 23:33",169
"75","2014/04/01 23:38",184
"76","2014/04/01 23:43",194
"77","2014/04/01 23:48",164
"78","2014/04/01 23:53",167
"79","2014/04/01 23:58",231
"80","2014/04/02 00:03",203
"81","2014/04/02 00:08",247
"82","2014/04/02 00:13",236
"83","2014/04/02 00:18",182
"84","2014/04/02 00:23",212
"85","2014/04/02 00:28",236
"86","2014/04/02 00:33",224
"87","2014/04/02 00:38",277
"88","2014/04/02 00:43",240
"89","2014/04/02 00:48",205
"90","2014/04/02 00:53",198
"91","2014/04/02 00:58",232
"92","2014/04/02 01:03",199
"93","2014/04/02 01:08",238
"94","2014/04/02 01:13",235
"95","2014/04/02 01:18",198
"96","2014/04/02 01:23",194
