LDEV_TransRate_X669-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:6F X"
"1","2014/04/01 17:28",369
"2","2014/04/01 17:33",165
"3","2014/04/01 17:38",111
"4","2014/04/01 17:43",133
"5","2014/04/01 17:48",64
"6","2014/04/01 17:53",105
"7","2014/04/01 17:58",92
"8","2014/04/01 18:03",166
"9","2014/04/01 18:08",126
"10","2014/04/01 18:13",140
"11","2014/04/01 18:18",130
"12","2014/04/01 18:23",230
"13","2014/04/01 18:28",275
"14","2014/04/01 18:33",226
"15","2014/04/01 18:38",250
"16","2014/04/01 18:43",183
"17","2014/04/01 18:48",127
"18","2014/04/01 18:53",183
"19","2014/04/01 18:58",139
"20","2014/04/01 19:03",192
"21","2014/04/01 19:08",203
"22","2014/04/01 19:13",352
"23","2014/04/01 19:18",182
"24","2014/04/01 19:23",200
"25","2014/04/01 19:28",227
"26","2014/04/01 19:33",221
"27","2014/04/01 19:38",307
"28","2014/04/01 19:43",3021
"29","2014/04/01 19:48",1540
"30","2014/04/01 19:53",1217
"31","2014/04/01 19:58",677
"32","2014/04/01 20:03",627
"33","2014/04/01 20:08",446
"34","2014/04/01 20:13",356
"35","2014/04/01 20:18",278
"36","2014/04/01 20:23",308
"37","2014/04/01 20:28",408
"38","2014/04/01 20:33",373
"39","2014/04/01 20:38",262
"40","2014/04/01 20:43",301
"41","2014/04/01 20:48",266
"42","2014/04/01 20:53",247
"43","2014/04/01 20:58",527
"44","2014/04/01 21:03",492
"45","2014/04/01 21:08",426
"46","2014/04/01 21:13",529
"47","2014/04/01 21:18",707
"48","2014/04/01 21:23",894
"49","2014/04/01 21:28",609
"50","2014/04/01 21:33",425
"51","2014/04/01 21:38",286
"52","2014/04/01 21:43",384
"53","2014/04/01 21:48",320
"54","2014/04/01 21:53",324
"55","2014/04/01 21:58",719
"56","2014/04/01 22:03",537
"57","2014/04/01 22:08",840
"58","2014/04/01 22:13",351
"59","2014/04/01 22:18",466
"60","2014/04/01 22:23",434
"61","2014/04/01 22:28",459
"62","2014/04/01 22:33",543
"63","2014/04/01 22:38",518
"64","2014/04/01 22:43",354
"65","2014/04/01 22:48",457
"66","2014/04/01 22:53",401
"67","2014/04/01 22:58",462
"68","2014/04/01 23:03",590
"69","2014/04/01 23:08",661
"70","2014/04/01 23:13",542
"71","2014/04/01 23:18",947
"72","2014/04/01 23:23",677
"73","2014/04/01 23:28",555
"74","2014/04/01 23:33",525
"75","2014/04/01 23:38",452
"76","2014/04/01 23:43",546
"77","2014/04/01 23:48",551
"78","2014/04/01 23:53",513
"79","2014/04/01 23:58",447
"80","2014/04/02 00:03",515
"81","2014/04/02 00:08",584
"82","2014/04/02 00:13",569
"83","2014/04/02 00:18",558
"84","2014/04/02 00:23",587
"85","2014/04/02 00:28",609
"86","2014/04/02 00:33",577
"87","2014/04/02 00:38",483
"88","2014/04/02 00:43",555
"89","2014/04/02 00:48",501
"90","2014/04/02 00:53",450
"91","2014/04/02 00:58",466
"92","2014/04/02 01:03",481
"93","2014/04/02 01:08",534
"94","2014/04/02 01:13",574
"95","2014/04/02 01:18",643
"96","2014/04/02 01:23",354
