LDEV_TransRate_X81-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:16:0F X"
"1","2014/04/01 17:28",37
"2","2014/04/01 17:33",7
"3","2014/04/01 17:38",19
"4","2014/04/01 17:43",40
"5","2014/04/01 17:48",48
"6","2014/04/01 17:53",66
"7","2014/04/01 17:58",29
"8","2014/04/01 18:03",26
"9","2014/04/01 18:08",26
"10","2014/04/01 18:13",25
"11","2014/04/01 18:18",28
"12","2014/04/01 18:23",74
"13","2014/04/01 18:28",31
"14","2014/04/01 18:33",12
"15","2014/04/01 18:38",38
"16","2014/04/01 18:43",10
"17","2014/04/01 18:48",9
"18","2014/04/01 18:53",20
"19","2014/04/01 18:58",26
"20","2014/04/01 19:03",52
"21","2014/04/01 19:08",110
"22","2014/04/01 19:13",42
"23","2014/04/01 19:18",26
"24","2014/04/01 19:23",22
"25","2014/04/01 19:28",39
"26","2014/04/01 19:33",41
"27","2014/04/01 19:38",1
"28","2014/04/01 19:43",12
"29","2014/04/01 19:48",6
"30","2014/04/01 19:53",13
"31","2014/04/01 19:58",6
"32","2014/04/01 20:03",13
"33","2014/04/01 20:08",1
"34","2014/04/01 20:13",33
"35","2014/04/01 20:18",1
"36","2014/04/01 20:23",25
"37","2014/04/01 20:28",17
"38","2014/04/01 20:33",29
"39","2014/04/01 20:38",36
"40","2014/04/01 20:43",104
"41","2014/04/01 20:48",110
"42","2014/04/01 20:53",24
"43","2014/04/01 20:58",36
"44","2014/04/01 21:03",1
"45","2014/04/01 21:08",18
"46","2014/04/01 21:13",20
"47","2014/04/01 21:18",24
"48","2014/04/01 21:23",34
"49","2014/04/01 21:28",21
"50","2014/04/01 21:33",1
"51","2014/04/01 21:38",1
"52","2014/04/01 21:43",1
"53","2014/04/01 21:48",5
"54","2014/04/01 21:53",9
"55","2014/04/01 21:58",1
"56","2014/04/01 22:03",18
"57","2014/04/01 22:08",1
"58","2014/04/01 22:13",8
"59","2014/04/01 22:18",4
"60","2014/04/01 22:23",13
"61","2014/04/01 22:28",6
"62","2014/04/01 22:33",23
"63","2014/04/01 22:38",38
"64","2014/04/01 22:43",19
"65","2014/04/01 22:48",18
"66","2014/04/01 22:53",20
"67","2014/04/01 22:58",16
"68","2014/04/01 23:03",2
"69","2014/04/01 23:08",1
"70","2014/04/01 23:13",7
"71","2014/04/01 23:18",1
"72","2014/04/01 23:23",20
"73","2014/04/01 23:28",1
"74","2014/04/01 23:33",1
"75","2014/04/01 23:38",1
"76","2014/04/01 23:43",1
"77","2014/04/01 23:48",12
"78","2014/04/01 23:53",151
"79","2014/04/01 23:58",318
"80","2014/04/02 00:03",432
"81","2014/04/02 00:08",531
"82","2014/04/02 00:13",610
"83","2014/04/02 00:18",718
"84","2014/04/02 00:23",715
"85","2014/04/02 00:28",768
"86","2014/04/02 00:33",684
"87","2014/04/02 00:38",903
"88","2014/04/02 00:43",1012
"89","2014/04/02 00:48",950
"90","2014/04/02 00:53",590
"91","2014/04/02 00:58",6
"92","2014/04/02 01:03",48
"93","2014/04/02 01:08",8
"94","2014/04/02 01:13",4
"95","2014/04/02 01:18",6
"96","2014/04/02 01:23",16
