LDEV_TransRate_X749-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:5B X"
"1","2014/04/01 17:28",359
"2","2014/04/01 17:33",288
"3","2014/04/01 17:38",92
"4","2014/04/01 17:43",121
"5","2014/04/01 17:48",84
"6","2014/04/01 17:53",122
"7","2014/04/01 17:58",76
"8","2014/04/01 18:03",139
"9","2014/04/01 18:08",113
"10","2014/04/01 18:13",142
"11","2014/04/01 18:18",97
"12","2014/04/01 18:23",228
"13","2014/04/01 18:28",337
"14","2014/04/01 18:33",269
"15","2014/04/01 18:38",349
"16","2014/04/01 18:43",155
"17","2014/04/01 18:48",85
"18","2014/04/01 18:53",151
"19","2014/04/01 18:58",100
"20","2014/04/01 19:03",151
"21","2014/04/01 19:08",160
"22","2014/04/01 19:13",307
"23","2014/04/01 19:18",160
"24","2014/04/01 19:23",186
"25","2014/04/01 19:28",250
"26","2014/04/01 19:33",353
"27","2014/04/01 19:38",263
"28","2014/04/01 19:43",2944
"29","2014/04/01 19:48",1480
"30","2014/04/01 19:53",1303
"31","2014/04/01 19:58",716
"32","2014/04/01 20:03",561
"33","2014/04/01 20:08",442
"34","2014/04/01 20:13",396
"35","2014/04/01 20:18",275
"36","2014/04/01 20:23",323
"37","2014/04/01 20:28",410
"38","2014/04/01 20:33",402
"39","2014/04/01 20:38",239
"40","2014/04/01 20:43",275
"41","2014/04/01 20:48",244
"42","2014/04/01 20:53",197
"43","2014/04/01 20:58",519
"44","2014/04/01 21:03",500
"45","2014/04/01 21:08",445
"46","2014/04/01 21:13",539
"47","2014/04/01 21:18",753
"48","2014/04/01 21:23",755
"49","2014/04/01 21:28",708
"50","2014/04/01 21:33",594
"51","2014/04/01 21:38",276
"52","2014/04/01 21:43",345
"53","2014/04/01 21:48",312
"54","2014/04/01 21:53",341
"55","2014/04/01 21:58",732
"56","2014/04/01 22:03",567
"57","2014/04/01 22:08",946
"58","2014/04/01 22:13",380
"59","2014/04/01 22:18",465
"60","2014/04/01 22:23",415
"61","2014/04/01 22:28",463
"62","2014/04/01 22:33",560
"63","2014/04/01 22:38",522
"64","2014/04/01 22:43",416
"65","2014/04/01 22:48",444
"66","2014/04/01 22:53",501
"67","2014/04/01 22:58",429
"68","2014/04/01 23:03",538
"69","2014/04/01 23:08",610
"70","2014/04/01 23:13",509
"71","2014/04/01 23:18",874
"72","2014/04/01 23:23",706
"73","2014/04/01 23:28",455
"74","2014/04/01 23:33",648
"75","2014/04/01 23:38",439
"76","2014/04/01 23:43",491
"77","2014/04/01 23:48",520
"78","2014/04/01 23:53",517
"79","2014/04/01 23:58",480
"80","2014/04/02 00:03",582
"81","2014/04/02 00:08",527
"82","2014/04/02 00:13",536
"83","2014/04/02 00:18",459
"84","2014/04/02 00:23",554
"85","2014/04/02 00:28",505
"86","2014/04/02 00:33",767
"87","2014/04/02 00:38",602
"88","2014/04/02 00:43",542
"89","2014/04/02 00:48",493
"90","2014/04/02 00:53",513
"91","2014/04/02 00:58",396
"92","2014/04/02 01:03",417
"93","2014/04/02 01:08",466
"94","2014/04/02 01:13",546
"95","2014/04/02 01:18",540
"96","2014/04/02 01:23",306
