LDEV_TransRate_X524-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:02:1E X"
"1","2014/04/01 17:28",37
"2","2014/04/01 17:33",63
"3","2014/04/01 17:38",43
"4","2014/04/01 17:43",222
"5","2014/04/01 17:48",88
"6","2014/04/01 17:53",71
"7","2014/04/01 17:58",27
"8","2014/04/01 18:03",76
"9","2014/04/01 18:08",48
"10","2014/04/01 18:13",31
"11","2014/04/01 18:18",55
"12","2014/04/01 18:23",48
"13","2014/04/01 18:28",27
"14","2014/04/01 18:33",78
"15","2014/04/01 18:38",34
"16","2014/04/01 18:43",66
"17","2014/04/01 18:48",52
"18","2014/04/01 18:53",59
"19","2014/04/01 18:58",28
"20","2014/04/01 19:03",85
"21","2014/04/01 19:08",49
"22","2014/04/01 19:13",33
"23","2014/04/01 19:18",114
"24","2014/04/01 19:23",47
"25","2014/04/01 19:28",28
"26","2014/04/01 19:33",115
"27","2014/04/01 19:38",43
"28","2014/04/01 19:43",31
"29","2014/04/01 19:48",75
"30","2014/04/01 19:53",68
"31","2014/04/01 19:58",35
"32","2014/04/01 20:03",82
"33","2014/04/01 20:08",47
"34","2014/04/01 20:13",29
"35","2014/04/01 20:18",111
"36","2014/04/01 20:23",78
"37","2014/04/01 20:28",33
"38","2014/04/01 20:33",83
"39","2014/04/01 20:38",33
"40","2014/04/01 20:43",27
"41","2014/04/01 20:48",68
"42","2014/04/01 20:53",57
"43","2014/04/01 20:58",35
"44","2014/04/01 21:03",75
"45","2014/04/01 21:08",54
"46","2014/04/01 21:13",33
"47","2014/04/01 21:18",58
"48","2014/04/01 21:23",55
"49","2014/04/01 21:28",25
"50","2014/04/01 21:33",86
"51","2014/04/01 21:38",31
"52","2014/04/01 21:43",225
"53","2014/04/01 21:48",61
"54","2014/04/01 21:53",83
"55","2014/04/01 21:58",37
"56","2014/04/01 22:03",351
"57","2014/04/01 22:08",1112
"58","2014/04/01 22:13",1020
"59","2014/04/01 22:18",475
"60","2014/04/01 22:23",419
"61","2014/04/01 22:28",854
"62","2014/04/01 22:33",1034
"63","2014/04/01 22:38",986
"64","2014/04/01 22:43",849
"65","2014/04/01 22:48",1022
"66","2014/04/01 22:53",1253
"67","2014/04/01 22:58",1261
"68","2014/04/01 23:03",1778
"69","2014/04/01 23:08",1490
"70","2014/04/01 23:13",1103
"71","2014/04/01 23:18",1285
"72","2014/04/01 23:23",1263
"73","2014/04/01 23:28",1302
"74","2014/04/01 23:33",939
"75","2014/04/01 23:38",1126
"76","2014/04/01 23:43",867
"77","2014/04/01 23:48",865
"78","2014/04/01 23:53",932
"79","2014/04/01 23:58",771
"80","2014/04/02 00:03",702
"81","2014/04/02 00:08",468
"82","2014/04/02 00:13",429
"83","2014/04/02 00:18",450
"84","2014/04/02 00:23",627
"85","2014/04/02 00:28",409
"86","2014/04/02 00:33",371
"87","2014/04/02 00:38",233
"88","2014/04/02 00:43",149
"89","2014/04/02 00:48",236
"90","2014/04/02 00:53",296
"91","2014/04/02 00:58",328
"92","2014/04/02 01:03",340
"93","2014/04/02 01:08",300
"94","2014/04/02 01:13",725
"95","2014/04/02 01:18",772
"96","2014/04/02 01:23",773
