LDEV_TransRate_X495-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:E6 X"
"1","2014/04/01 17:28",32
"2","2014/04/01 17:33",73
"3","2014/04/01 17:38",22
"4","2014/04/01 17:43",120
"5","2014/04/01 17:48",124
"6","2014/04/01 17:53",72
"7","2014/04/01 17:58",27
"8","2014/04/01 18:03",73
"9","2014/04/01 18:08",41
"10","2014/04/01 18:13",28
"11","2014/04/01 18:18",51
"12","2014/04/01 18:23",47
"13","2014/04/01 18:28",25
"14","2014/04/01 18:33",61
"15","2014/04/01 18:38",23
"16","2014/04/01 18:43",180
"17","2014/04/01 18:48",47
"18","2014/04/01 18:53",97
"19","2014/04/01 18:58",31
"20","2014/04/01 19:03",68
"21","2014/04/01 19:08",38
"22","2014/04/01 19:13",29
"23","2014/04/01 19:18",51
"24","2014/04/01 19:23",54
"25","2014/04/01 19:28",26
"26","2014/04/01 19:33",121
"27","2014/04/01 19:38",33
"28","2014/04/01 19:43",36
"29","2014/04/01 19:48",70
"30","2014/04/01 19:53",75
"31","2014/04/01 19:58",35
"32","2014/04/01 20:03",65
"33","2014/04/01 20:08",36
"34","2014/04/01 20:13",26
"35","2014/04/01 20:18",103
"36","2014/04/01 20:23",127
"37","2014/04/01 20:28",35
"38","2014/04/01 20:33",74
"39","2014/04/01 20:38",26
"40","2014/04/01 20:43",26
"41","2014/04/01 20:48",63
"42","2014/04/01 20:53",57
"43","2014/04/01 20:58",34
"44","2014/04/01 21:03",63
"45","2014/04/01 21:08",45
"46","2014/04/01 21:13",33
"47","2014/04/01 21:18",54
"48","2014/04/01 21:23",54
"49","2014/04/01 21:28",28
"50","2014/04/01 21:33",101
"51","2014/04/01 21:38",24
"52","2014/04/01 21:43",121
"53","2014/04/01 21:48",95
"54","2014/04/01 21:53",84
"55","2014/04/01 21:58",35
"56","2014/04/01 22:03",407
"57","2014/04/01 22:08",1174
"58","2014/04/01 22:13",1065
"59","2014/04/01 22:18",446
"60","2014/04/01 22:23",446
"61","2014/04/01 22:28",851
"62","2014/04/01 22:33",1110
"63","2014/04/01 22:38",993
"64","2014/04/01 22:43",988
"65","2014/04/01 22:48",1178
"66","2014/04/01 22:53",1352
"67","2014/04/01 22:58",1303
"68","2014/04/01 23:03",1876
"69","2014/04/01 23:08",1491
"70","2014/04/01 23:13",1189
"71","2014/04/01 23:18",1262
"72","2014/04/01 23:23",1250
"73","2014/04/01 23:28",1319
"74","2014/04/01 23:33",1038
"75","2014/04/01 23:38",1124
"76","2014/04/01 23:43",910
"77","2014/04/01 23:48",925
"78","2014/04/01 23:53",960
"79","2014/04/01 23:58",827
"80","2014/04/02 00:03",777
"81","2014/04/02 00:08",511
"82","2014/04/02 00:13",440
"83","2014/04/02 00:18",461
"84","2014/04/02 00:23",678
"85","2014/04/02 00:28",410
"86","2014/04/02 00:33",370
"87","2014/04/02 00:38",255
"88","2014/04/02 00:43",166
"89","2014/04/02 00:48",256
"90","2014/04/02 00:53",315
"91","2014/04/02 00:58",359
"92","2014/04/02 01:03",372
"93","2014/04/02 01:08",309
"94","2014/04/02 01:13",739
"95","2014/04/02 01:18",761
"96","2014/04/02 01:23",802
