LDEV_TransRate_X603-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:4D X"
"1","2014/04/01 17:28",370
"2","2014/04/01 17:33",163
"3","2014/04/01 17:38",125
"4","2014/04/01 17:43",153
"5","2014/04/01 17:48",81
"6","2014/04/01 17:53",156
"7","2014/04/01 17:58",75
"8","2014/04/01 18:03",177
"9","2014/04/01 18:08",104
"10","2014/04/01 18:13",140
"11","2014/04/01 18:18",137
"12","2014/04/01 18:23",223
"13","2014/04/01 18:28",279
"14","2014/04/01 18:33",261
"15","2014/04/01 18:38",316
"16","2014/04/01 18:43",181
"17","2014/04/01 18:48",124
"18","2014/04/01 18:53",164
"19","2014/04/01 18:58",118
"20","2014/04/01 19:03",148
"21","2014/04/01 19:08",159
"22","2014/04/01 19:13",336
"23","2014/04/01 19:18",196
"24","2014/04/01 19:23",201
"25","2014/04/01 19:28",257
"26","2014/04/01 19:33",215
"27","2014/04/01 19:38",315
"28","2014/04/01 19:43",2885
"29","2014/04/01 19:48",1466
"30","2014/04/01 19:53",1285
"31","2014/04/01 19:58",733
"32","2014/04/01 20:03",625
"33","2014/04/01 20:08",437
"34","2014/04/01 20:13",411
"35","2014/04/01 20:18",318
"36","2014/04/01 20:23",333
"37","2014/04/01 20:28",422
"38","2014/04/01 20:33",424
"39","2014/04/01 20:38",268
"40","2014/04/01 20:43",378
"41","2014/04/01 20:48",296
"42","2014/04/01 20:53",245
"43","2014/04/01 20:58",538
"44","2014/04/01 21:03",472
"45","2014/04/01 21:08",462
"46","2014/04/01 21:13",551
"47","2014/04/01 21:18",749
"48","2014/04/01 21:23",817
"49","2014/04/01 21:28",660
"50","2014/04/01 21:33",494
"51","2014/04/01 21:38",363
"52","2014/04/01 21:43",373
"53","2014/04/01 21:48",292
"54","2014/04/01 21:53",332
"55","2014/04/01 21:58",694
"56","2014/04/01 22:03",757
"57","2014/04/01 22:08",957
"58","2014/04/01 22:13",426
"59","2014/04/01 22:18",478
"60","2014/04/01 22:23",438
"61","2014/04/01 22:28",463
"62","2014/04/01 22:33",575
"63","2014/04/01 22:38",571
"64","2014/04/01 22:43",448
"65","2014/04/01 22:48",458
"66","2014/04/01 22:53",440
"67","2014/04/01 22:58",458
"68","2014/04/01 23:03",572
"69","2014/04/01 23:08",648
"70","2014/04/01 23:13",593
"71","2014/04/01 23:18",909
"72","2014/04/01 23:23",685
"73","2014/04/01 23:28",590
"74","2014/04/01 23:33",493
"75","2014/04/01 23:38",491
"76","2014/04/01 23:43",591
"77","2014/04/01 23:48",563
"78","2014/04/01 23:53",557
"79","2014/04/01 23:58",531
"80","2014/04/02 00:03",602
"81","2014/04/02 00:08",559
"82","2014/04/02 00:13",647
"83","2014/04/02 00:18",588
"84","2014/04/02 00:23",610
"85","2014/04/02 00:28",595
"86","2014/04/02 00:33",725
"87","2014/04/02 00:38",582
"88","2014/04/02 00:43",631
"89","2014/04/02 00:48",534
"90","2014/04/02 00:53",528
"91","2014/04/02 00:58",539
"92","2014/04/02 01:03",495
"93","2014/04/02 01:08",487
"94","2014/04/02 01:13",604
"95","2014/04/02 01:18",641
"96","2014/04/02 01:23",365
