LDEV_TransRate_X742-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:5A X"
"1","2014/04/01 17:28",362
"2","2014/04/01 17:33",177
"3","2014/04/01 17:38",128
"4","2014/04/01 17:43",158
"5","2014/04/01 17:48",107
"6","2014/04/01 17:53",160
"7","2014/04/01 17:58",104
"8","2014/04/01 18:03",201
"9","2014/04/01 18:08",106
"10","2014/04/01 18:13",142
"11","2014/04/01 18:18",131
"12","2014/04/01 18:23",269
"13","2014/04/01 18:28",298
"14","2014/04/01 18:33",261
"15","2014/04/01 18:38",301
"16","2014/04/01 18:43",197
"17","2014/04/01 18:48",137
"18","2014/04/01 18:53",178
"19","2014/04/01 18:58",112
"20","2014/04/01 19:03",203
"21","2014/04/01 19:08",198
"22","2014/04/01 19:13",324
"23","2014/04/01 19:18",170
"24","2014/04/01 19:23",269
"25","2014/04/01 19:28",260
"26","2014/04/01 19:33",229
"27","2014/04/01 19:38",311
"28","2014/04/01 19:43",2920
"29","2014/04/01 19:48",1382
"30","2014/04/01 19:53",1402
"31","2014/04/01 19:58",628
"32","2014/04/01 20:03",607
"33","2014/04/01 20:08",448
"34","2014/04/01 20:13",387
"35","2014/04/01 20:18",364
"36","2014/04/01 20:23",305
"37","2014/04/01 20:28",401
"38","2014/04/01 20:33",508
"39","2014/04/01 20:38",304
"40","2014/04/01 20:43",293
"41","2014/04/01 20:48",303
"42","2014/04/01 20:53",296
"43","2014/04/01 20:58",524
"44","2014/04/01 21:03",527
"45","2014/04/01 21:08",518
"46","2014/04/01 21:13",500
"47","2014/04/01 21:18",737
"48","2014/04/01 21:23",834
"49","2014/04/01 21:28",729
"50","2014/04/01 21:33",515
"51","2014/04/01 21:38",303
"52","2014/04/01 21:43",375
"53","2014/04/01 21:48",284
"54","2014/04/01 21:53",377
"55","2014/04/01 21:58",694
"56","2014/04/01 22:03",563
"57","2014/04/01 22:08",944
"58","2014/04/01 22:13",476
"59","2014/04/01 22:18",487
"60","2014/04/01 22:23",510
"61","2014/04/01 22:28",514
"62","2014/04/01 22:33",559
"63","2014/04/01 22:38",546
"64","2014/04/01 22:43",402
"65","2014/04/01 22:48",428
"66","2014/04/01 22:53",403
"67","2014/04/01 22:58",500
"68","2014/04/01 23:03",577
"69","2014/04/01 23:08",674
"70","2014/04/01 23:13",517
"71","2014/04/01 23:18",878
"72","2014/04/01 23:23",742
"73","2014/04/01 23:28",533
"74","2014/04/01 23:33",466
"75","2014/04/01 23:38",445
"76","2014/04/01 23:43",489
"77","2014/04/01 23:48",526
"78","2014/04/01 23:53",529
"79","2014/04/01 23:58",506
"80","2014/04/02 00:03",618
"81","2014/04/02 00:08",548
"82","2014/04/02 00:13",537
"83","2014/04/02 00:18",578
"84","2014/04/02 00:23",570
"85","2014/04/02 00:28",573
"86","2014/04/02 00:33",586
"87","2014/04/02 00:38",596
"88","2014/04/02 00:43",534
"89","2014/04/02 00:48",518
"90","2014/04/02 00:53",554
"91","2014/04/02 00:58",472
"92","2014/04/02 01:03",462
"93","2014/04/02 01:08",464
"94","2014/04/02 01:13",562
"95","2014/04/02 01:18",591
"96","2014/04/02 01:23",408
