LDEV_TransRate_X584-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:0C:0B X"
"1","2014/04/01 17:28",360
"2","2014/04/01 17:33",135
"3","2014/04/01 17:38",90
"4","2014/04/01 17:43",151
"5","2014/04/01 17:48",60
"6","2014/04/01 17:53",126
"7","2014/04/01 17:58",46
"8","2014/04/01 18:03",145
"9","2014/04/01 18:08",114
"10","2014/04/01 18:13",117
"11","2014/04/01 18:18",114
"12","2014/04/01 18:23",181
"13","2014/04/01 18:28",382
"14","2014/04/01 18:33",247
"15","2014/04/01 18:38",351
"16","2014/04/01 18:43",152
"17","2014/04/01 18:48",78
"18","2014/04/01 18:53",145
"19","2014/04/01 18:58",104
"20","2014/04/01 19:03",130
"21","2014/04/01 19:08",170
"22","2014/04/01 19:13",272
"23","2014/04/01 19:18",150
"24","2014/04/01 19:23",174
"25","2014/04/01 19:28",288
"26","2014/04/01 19:33",227
"27","2014/04/01 19:38",311
"28","2014/04/01 19:43",2999
"29","2014/04/01 19:48",1514
"30","2014/04/01 19:53",1281
"31","2014/04/01 19:58",822
"32","2014/04/01 20:03",555
"33","2014/04/01 20:08",456
"34","2014/04/01 20:13",387
"35","2014/04/01 20:18",336
"36","2014/04/01 20:23",269
"37","2014/04/01 20:28",380
"38","2014/04/01 20:33",371
"39","2014/04/01 20:38",273
"40","2014/04/01 20:43",311
"41","2014/04/01 20:48",268
"42","2014/04/01 20:53",197
"43","2014/04/01 20:58",475
"44","2014/04/01 21:03",463
"45","2014/04/01 21:08",489
"46","2014/04/01 21:13",416
"47","2014/04/01 21:18",684
"48","2014/04/01 21:23",771
"49","2014/04/01 21:28",651
"50","2014/04/01 21:33",396
"51","2014/04/01 21:38",338
"52","2014/04/01 21:43",352
"53","2014/04/01 21:48",272
"54","2014/04/01 21:53",298
"55","2014/04/01 21:58",760
"56","2014/04/01 22:03",515
"57","2014/04/01 22:08",948
"58","2014/04/01 22:13",365
"59","2014/04/01 22:18",477
"60","2014/04/01 22:23",412
"61","2014/04/01 22:28",471
"62","2014/04/01 22:33",521
"63","2014/04/01 22:38",488
"64","2014/04/01 22:43",418
"65","2014/04/01 22:48",451
"66","2014/04/01 22:53",394
"67","2014/04/01 22:58",481
"68","2014/04/01 23:03",514
"69","2014/04/01 23:08",543
"70","2014/04/01 23:13",527
"71","2014/04/01 23:18",845
"72","2014/04/01 23:23",723
"73","2014/04/01 23:28",497
"74","2014/04/01 23:33",477
"75","2014/04/01 23:38",448
"76","2014/04/01 23:43",548
"77","2014/04/01 23:48",547
"78","2014/04/01 23:53",545
"79","2014/04/01 23:58",562
"80","2014/04/02 00:03",514
"81","2014/04/02 00:08",580
"82","2014/04/02 00:13",553
"83","2014/04/02 00:18",479
"84","2014/04/02 00:23",541
"85","2014/04/02 00:28",560
"86","2014/04/02 00:33",625
"87","2014/04/02 00:38",534
"88","2014/04/02 00:43",563
"89","2014/04/02 00:48",479
"90","2014/04/02 00:53",495
"91","2014/04/02 00:58",457
"92","2014/04/02 01:03",431
"93","2014/04/02 01:08",446
"94","2014/04/02 01:13",531
"95","2014/04/02 01:18",606
"96","2014/04/02 01:23",335
