LDEV_TransRate_X758-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:0C X"
"1","2014/04/01 17:28",328
"2","2014/04/01 17:33",293
"3","2014/04/01 17:38",101
"4","2014/04/01 17:43",138
"5","2014/04/01 17:48",74
"6","2014/04/01 17:53",137
"7","2014/04/01 17:58",71
"8","2014/04/01 18:03",170
"9","2014/04/01 18:08",112
"10","2014/04/01 18:13",148
"11","2014/04/01 18:18",128
"12","2014/04/01 18:23",253
"13","2014/04/01 18:28",318
"14","2014/04/01 18:33",277
"15","2014/04/01 18:38",329
"16","2014/04/01 18:43",174
"17","2014/04/01 18:48",98
"18","2014/04/01 18:53",155
"19","2014/04/01 18:58",105
"20","2014/04/01 19:03",156
"21","2014/04/01 19:08",114
"22","2014/04/01 19:13",266
"23","2014/04/01 19:18",143
"24","2014/04/01 19:23",188
"25","2014/04/01 19:28",253
"26","2014/04/01 19:33",377
"27","2014/04/01 19:38",306
"28","2014/04/01 19:43",2977
"29","2014/04/01 19:48",1441
"30","2014/04/01 19:53",1361
"31","2014/04/01 19:58",670
"32","2014/04/01 20:03",645
"33","2014/04/01 20:08",484
"34","2014/04/01 20:13",367
"35","2014/04/01 20:18",309
"36","2014/04/01 20:23",301
"37","2014/04/01 20:28",344
"38","2014/04/01 20:33",431
"39","2014/04/01 20:38",284
"40","2014/04/01 20:43",368
"41","2014/04/01 20:48",246
"42","2014/04/01 20:53",242
"43","2014/04/01 20:58",509
"44","2014/04/01 21:03",456
"45","2014/04/01 21:08",447
"46","2014/04/01 21:13",500
"47","2014/04/01 21:18",760
"48","2014/04/01 21:23",778
"49","2014/04/01 21:28",631
"50","2014/04/01 21:33",633
"51","2014/04/01 21:38",305
"52","2014/04/01 21:43",353
"53","2014/04/01 21:48",314
"54","2014/04/01 21:53",317
"55","2014/04/01 21:58",808
"56","2014/04/01 22:03",541
"57","2014/04/01 22:08",855
"58","2014/04/01 22:13",425
"59","2014/04/01 22:18",457
"60","2014/04/01 22:23",479
"61","2014/04/01 22:28",497
"62","2014/04/01 22:33",627
"63","2014/04/01 22:38",471
"64","2014/04/01 22:43",428
"65","2014/04/01 22:48",433
"66","2014/04/01 22:53",461
"67","2014/04/01 22:58",455
"68","2014/04/01 23:03",495
"69","2014/04/01 23:08",598
"70","2014/04/01 23:13",536
"71","2014/04/01 23:18",918
"72","2014/04/01 23:23",693
"73","2014/04/01 23:28",532
"74","2014/04/01 23:33",510
"75","2014/04/01 23:38",549
"76","2014/04/01 23:43",483
"77","2014/04/01 23:48",556
"78","2014/04/01 23:53",576
"79","2014/04/01 23:58",493
"80","2014/04/02 00:03",565
"81","2014/04/02 00:08",553
"82","2014/04/02 00:13",671
"83","2014/04/02 00:18",547
"84","2014/04/02 00:23",612
"85","2014/04/02 00:28",613
"86","2014/04/02 00:33",690
"87","2014/04/02 00:38",615
"88","2014/04/02 00:43",556
"89","2014/04/02 00:48",514
"90","2014/04/02 00:53",541
"91","2014/04/02 00:58",458
"92","2014/04/02 01:03",472
"93","2014/04/02 01:08",484
"94","2014/04/02 01:13",601
"95","2014/04/02 01:18",544
"96","2014/04/02 01:23",382
