LDEV_TransRate_X529-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:02:DA X"
"1","2014/04/01 17:28",42
"2","2014/04/01 17:33",75
"3","2014/04/01 17:38",41
"4","2014/04/01 17:43",213
"5","2014/04/01 17:48",202
"6","2014/04/01 17:53",76
"7","2014/04/01 17:58",36
"8","2014/04/01 18:03",82
"9","2014/04/01 18:08",41
"10","2014/04/01 18:13",43
"11","2014/04/01 18:18",73
"12","2014/04/01 18:23",56
"13","2014/04/01 18:28",35
"14","2014/04/01 18:33",94
"15","2014/04/01 18:38",33
"16","2014/04/01 18:43",238
"17","2014/04/01 18:48",77
"18","2014/04/01 18:53",60
"19","2014/04/01 18:58",41
"20","2014/04/01 19:03",97
"21","2014/04/01 19:08",41
"22","2014/04/01 19:13",43
"23","2014/04/01 19:18",98
"24","2014/04/01 19:23",60
"25","2014/04/01 19:28",35
"26","2014/04/01 19:33",155
"27","2014/04/01 19:38",56
"28","2014/04/01 19:43",63
"29","2014/04/01 19:48",96
"30","2014/04/01 19:53",81
"31","2014/04/01 19:58",45
"32","2014/04/01 20:03",91
"33","2014/04/01 20:08",42
"34","2014/04/01 20:13",41
"35","2014/04/01 20:18",114
"36","2014/04/01 20:23",58
"37","2014/04/01 20:28",42
"38","2014/04/01 20:33",104
"39","2014/04/01 20:38",35
"40","2014/04/01 20:43",42
"41","2014/04/01 20:48",87
"42","2014/04/01 20:53",71
"43","2014/04/01 20:58",44
"44","2014/04/01 21:03",86
"45","2014/04/01 21:08",53
"46","2014/04/01 21:13",54
"47","2014/04/01 21:18",75
"48","2014/04/01 21:23",66
"49","2014/04/01 21:28",35
"50","2014/04/01 21:33",108
"51","2014/04/01 21:38",36
"52","2014/04/01 21:43",217
"53","2014/04/01 21:48",171
"54","2014/04/01 21:53",85
"55","2014/04/01 21:58",45
"56","2014/04/01 22:03",451
"57","2014/04/01 22:08",1205
"58","2014/04/01 22:13",1076
"59","2014/04/01 22:18",498
"60","2014/04/01 22:23",513
"61","2014/04/01 22:28",853
"62","2014/04/01 22:33",1132
"63","2014/04/01 22:38",962
"64","2014/04/01 22:43",1053
"65","2014/04/01 22:48",1053
"66","2014/04/01 22:53",1250
"67","2014/04/01 22:58",1218
"68","2014/04/01 23:03",1856
"69","2014/04/01 23:08",1481
"70","2014/04/01 23:13",1199
"71","2014/04/01 23:18",1117
"72","2014/04/01 23:23",1177
"73","2014/04/01 23:28",1285
"74","2014/04/01 23:33",947
"75","2014/04/01 23:38",1118
"76","2014/04/01 23:43",878
"77","2014/04/01 23:48",847
"78","2014/04/01 23:53",893
"79","2014/04/01 23:58",820
"80","2014/04/02 00:03",746
"81","2014/04/02 00:08",485
"82","2014/04/02 00:13",397
"83","2014/04/02 00:18",427
"84","2014/04/02 00:23",545
"85","2014/04/02 00:28",388
"86","2014/04/02 00:33",391
"87","2014/04/02 00:38",288
"88","2014/04/02 00:43",166
"89","2014/04/02 00:48",263
"90","2014/04/02 00:53",325
"91","2014/04/02 00:58",366
"92","2014/04/02 01:03",399
"93","2014/04/02 01:08",332
"94","2014/04/02 01:13",773
"95","2014/04/02 01:18",775
"96","2014/04/02 01:23",808
