LDEV_TransRate_X417-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:32:6A X"
"1","2014/04/01 17:28",1714
"2","2014/04/01 17:33",23
"3","2014/04/01 17:38",2007
"4","2014/04/01 17:43",1717
"5","2014/04/01 17:48",14
"6","2014/04/01 17:53",2008
"7","2014/04/01 17:58",1716
"8","2014/04/01 18:03",20
"9","2014/04/01 18:08",2018
"10","2014/04/01 18:13",1726
"11","2014/04/01 18:18",21
"12","2014/04/01 18:23",2006
"13","2014/04/01 18:28",1709
"14","2014/04/01 18:33",11
"15","2014/04/01 18:38",1995
"16","2014/04/01 18:43",1718
"17","2014/04/01 18:48",13
"18","2014/04/01 18:53",4459
"19","2014/04/01 18:58",4168
"20","2014/04/01 19:03",15
"21","2014/04/01 19:08",2032
"22","2014/04/01 19:13",1728
"23","2014/04/01 19:18",29
"24","2014/04/01 19:23",2988
"25","2014/04/01 19:28",4853
"26","2014/04/01 19:33",4427
"27","2014/04/01 19:38",6203
"28","2014/04/01 19:43",5956
"29","2014/04/01 19:48",4081
"30","2014/04/01 19:53",2004
"31","2014/04/01 19:58",1720
"32","2014/04/01 20:03",26
"33","2014/04/01 20:08",2022
"34","2014/04/01 20:13",1754
"35","2014/04/01 20:18",61
"36","2014/04/01 20:23",2022
"37","2014/04/01 20:28",1741
"38","2014/04/01 20:33",57
"39","2014/04/01 20:38",2054
"40","2014/04/01 20:43",1736
"41","2014/04/01 20:48",35
"42","2014/04/01 20:53",2020
"43","2014/04/01 20:58",1726
"44","2014/04/01 21:03",36
"45","2014/04/01 21:08",2032
"46","2014/04/01 21:13",1784
"47","2014/04/01 21:18",94
"48","2014/04/01 21:23",2029
"49","2014/04/01 21:28",1754
"50","2014/04/01 21:33",98
"51","2014/04/01 21:38",2033
"52","2014/04/01 21:43",1732
"53","2014/04/01 21:48",31
"54","2014/04/01 21:53",2020
"55","2014/04/01 21:58",1744
"56","2014/04/01 22:03",47
"57","2014/04/01 22:08",2029
"58","2014/04/01 22:13",1744
"59","2014/04/01 22:18",38
"60","2014/04/01 22:23",2016
"61","2014/04/01 22:28",1729
"62","2014/04/01 22:33",58
"63","2014/04/01 22:38",2007
"64","2014/04/01 22:43",1728
"65","2014/04/01 22:48",32
"66","2014/04/01 22:53",2016
"67","2014/04/01 22:58",1716
"68","2014/04/01 23:03",216
"69","2014/04/01 23:08",2457
"70","2014/04/01 23:13",2018
"71","2014/04/01 23:18",61463
"72","2014/04/01 23:23",78407
"73","2014/04/01 23:28",97210
"74","2014/04/01 23:33",59725
"75","2014/04/01 23:38",1996
"76","2014/04/01 23:43",1713
"77","2014/04/01 23:48",16
"78","2014/04/01 23:53",1996
"79","2014/04/01 23:58",1715
"80","2014/04/02 00:03",36
"81","2014/04/02 00:08",2005
"82","2014/04/02 00:13",1716
"83","2014/04/02 00:18",14
"84","2014/04/02 00:23",2003
"85","2014/04/02 00:28",1714
"86","2014/04/02 00:33",19
"87","2014/04/02 00:38",1995
"88","2014/04/02 00:43",1715
"89","2014/04/02 00:48",17
"90","2014/04/02 00:53",1996
"91","2014/04/02 00:58",1707
"92","2014/04/02 01:03",23
"93","2014/04/02 01:08",3848
"94","2014/04/02 01:13",3698
"95","2014/04/02 01:18",29
"96","2014/04/02 01:23",2006
