LDEV_TransRate_X68-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D6 X"
"1","2014/04/01 17:28",126
"2","2014/04/01 17:33",4220
"3","2014/04/01 17:38",2661
"4","2014/04/01 17:43",3935
"5","2014/04/01 17:48",3093
"6","2014/04/01 17:53",2691
"7","2014/04/01 17:58",1154
"8","2014/04/01 18:03",5947
"9","2014/04/01 18:08",4680
"10","2014/04/01 18:13",3281
"11","2014/04/01 18:18",3397
"12","2014/04/01 18:23",5362
"13","2014/04/01 18:28",4501
"14","2014/04/01 18:33",2982
"15","2014/04/01 18:38",1083
"16","2014/04/01 18:43",1373
"17","2014/04/01 18:48",2699
"18","2014/04/01 18:53",1972
"19","2014/04/01 18:58",4137
"20","2014/04/01 19:03",4009
"21","2014/04/01 19:08",1752
"22","2014/04/01 19:13",1090
"23","2014/04/01 19:18",3837
"24","2014/04/01 19:23",762
"25","2014/04/01 19:28",757
"26","2014/04/01 19:33",1768
"27","2014/04/01 19:38",3667
"28","2014/04/01 19:43",2966
"29","2014/04/01 19:48",1719
"30","2014/04/01 19:53",4414
"31","2014/04/01 19:58",1477
"32","2014/04/01 20:03",912
"33","2014/04/01 20:08",2206
"34","2014/04/01 20:13",2002
"35","2014/04/01 20:18",3430
"36","2014/04/01 20:23",1811
"37","2014/04/01 20:28",1012
"38","2014/04/01 20:33",379
"39","2014/04/01 20:38",3293
"40","2014/04/01 20:43",2815
"41","2014/04/01 20:48",2181
"42","2014/04/01 20:53",1081
"43","2014/04/01 20:58",1027
"44","2014/04/01 21:03",822
"45","2014/04/01 21:08",777
"46","2014/04/01 21:13",452
"47","2014/04/01 21:18",2385
"48","2014/04/01 21:23",136
"49","2014/04/01 21:28",3141
"50","2014/04/01 21:33",378
"51","2014/04/01 21:38",2019
"52","2014/04/01 21:43",3179
"53","2014/04/01 21:48",3921
"54","2014/04/01 21:53",1175
"55","2014/04/01 21:58",122
"56","2014/04/01 22:03",1158
"57","2014/04/01 22:08",759
"58","2014/04/01 22:13",35
"59","2014/04/01 22:18",1745
"60","2014/04/01 22:23",37
"61","2014/04/01 22:28",35
"62","2014/04/01 22:33",820
"63","2014/04/01 22:38",31
"64","2014/04/01 22:43",40
"65","2014/04/01 22:48",34
"66","2014/04/01 22:53",1075
"67","2014/04/01 22:58",3154
"68","2014/04/01 23:03",1773
"69","2014/04/01 23:08",1378
"70","2014/04/01 23:13",7143
"71","2014/04/01 23:18",4158
"72","2014/04/01 23:23",2171
"73","2014/04/01 23:28",153
"74","2014/04/01 23:33",129
"75","2014/04/01 23:38",174
"76","2014/04/01 23:43",2191
"77","2014/04/01 23:48",2772
"78","2014/04/01 23:53",295
"79","2014/04/01 23:58",2798
"80","2014/04/02 00:03",5243
"81","2014/04/02 00:08",38
"82","2014/04/02 00:13",34
"83","2014/04/02 00:18",751
"84","2014/04/02 00:23",129
"85","2014/04/02 00:28",34
"86","2014/04/02 00:33",269
"87","2014/04/02 00:38",507
"88","2014/04/02 00:43",32
"89","2014/04/02 00:48",544
"90","2014/04/02 00:53",250
"91","2014/04/02 00:58",31
"92","2014/04/02 01:03",444
"93","2014/04/02 01:08",43
"94","2014/04/02 01:13",32
"95","2014/04/02 01:18",1472
"96","2014/04/02 01:23",17
