LDEV_TransRate_X751-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:0E X"
"1","2014/04/01 17:28",378
"2","2014/04/01 17:33",215
"3","2014/04/01 17:38",115
"4","2014/04/01 17:43",165
"5","2014/04/01 17:48",91
"6","2014/04/01 17:53",149
"7","2014/04/01 17:58",89
"8","2014/04/01 18:03",171
"9","2014/04/01 18:08",118
"10","2014/04/01 18:13",173
"11","2014/04/01 18:18",146
"12","2014/04/01 18:23",215
"13","2014/04/01 18:28",323
"14","2014/04/01 18:33",281
"15","2014/04/01 18:38",285
"16","2014/04/01 18:43",199
"17","2014/04/01 18:48",131
"18","2014/04/01 18:53",195
"19","2014/04/01 18:58",134
"20","2014/04/01 19:03",191
"21","2014/04/01 19:08",173
"22","2014/04/01 19:13",365
"23","2014/04/01 19:18",191
"24","2014/04/01 19:23",266
"25","2014/04/01 19:28",227
"26","2014/04/01 19:33",234
"27","2014/04/01 19:38",296
"28","2014/04/01 19:43",3031
"29","2014/04/01 19:48",1532
"30","2014/04/01 19:53",1274
"31","2014/04/01 19:58",661
"32","2014/04/01 20:03",539
"33","2014/04/01 20:08",459
"34","2014/04/01 20:13",424
"35","2014/04/01 20:18",332
"36","2014/04/01 20:23",284
"37","2014/04/01 20:28",446
"38","2014/04/01 20:33",463
"39","2014/04/01 20:38",291
"40","2014/04/01 20:43",337
"41","2014/04/01 20:48",280
"42","2014/04/01 20:53",287
"43","2014/04/01 20:58",571
"44","2014/04/01 21:03",514
"45","2014/04/01 21:08",418
"46","2014/04/01 21:13",601
"47","2014/04/01 21:18",764
"48","2014/04/01 21:23",917
"49","2014/04/01 21:28",617
"50","2014/04/01 21:33",535
"51","2014/04/01 21:38",292
"52","2014/04/01 21:43",379
"53","2014/04/01 21:48",322
"54","2014/04/01 21:53",369
"55","2014/04/01 21:58",748
"56","2014/04/01 22:03",543
"57","2014/04/01 22:08",889
"58","2014/04/01 22:13",413
"59","2014/04/01 22:18",485
"60","2014/04/01 22:23",494
"61","2014/04/01 22:28",514
"62","2014/04/01 22:33",624
"63","2014/04/01 22:38",488
"64","2014/04/01 22:43",415
"65","2014/04/01 22:48",423
"66","2014/04/01 22:53",420
"67","2014/04/01 22:58",501
"68","2014/04/01 23:03",512
"69","2014/04/01 23:08",622
"70","2014/04/01 23:13",575
"71","2014/04/01 23:18",837
"72","2014/04/01 23:23",735
"73","2014/04/01 23:28",551
"74","2014/04/01 23:33",541
"75","2014/04/01 23:38",444
"76","2014/04/01 23:43",604
"77","2014/04/01 23:48",530
"78","2014/04/01 23:53",569
"79","2014/04/01 23:58",468
"80","2014/04/02 00:03",591
"81","2014/04/02 00:08",540
"82","2014/04/02 00:13",632
"83","2014/04/02 00:18",516
"84","2014/04/02 00:23",641
"85","2014/04/02 00:28",604
"86","2014/04/02 00:33",714
"87","2014/04/02 00:38",615
"88","2014/04/02 00:43",602
"89","2014/04/02 00:48",511
"90","2014/04/02 00:53",542
"91","2014/04/02 00:58",468
"92","2014/04/02 01:03",454
"93","2014/04/02 01:08",473
"94","2014/04/02 01:13",582
"95","2014/04/02 01:18",578
"96","2014/04/02 01:23",417
