LDEV_TransRate_X67-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:FF X"
"1","2014/04/01 17:28",131
"2","2014/04/01 17:33",702
"3","2014/04/01 17:38",972
"4","2014/04/01 17:43",134
"5","2014/04/01 17:48",584
"6","2014/04/01 17:53",728
"7","2014/04/01 17:58",121
"8","2014/04/01 18:03",647
"9","2014/04/01 18:08",617
"10","2014/04/01 18:13",116
"11","2014/04/01 18:18",624
"12","2014/04/01 18:23",641
"13","2014/04/01 18:28",117
"14","2014/04/01 18:33",613
"15","2014/04/01 18:38",611
"16","2014/04/01 18:43",102
"17","2014/04/01 18:48",601
"18","2014/04/01 18:53",120
"19","2014/04/01 18:58",592
"20","2014/04/01 19:03",663
"21","2014/04/01 19:08",634
"22","2014/04/01 19:13",114
"23","2014/04/01 19:18",617
"24","2014/04/01 19:23",146
"25","2014/04/01 19:28",596
"26","2014/04/01 19:33",604
"27","2014/04/01 19:38",92
"28","2014/04/01 19:43",569
"29","2014/04/01 19:48",861
"30","2014/04/01 19:53",153
"31","2014/04/01 19:58",593
"32","2014/04/01 20:03",653
"33","2014/04/01 20:08",137
"34","2014/04/01 20:13",604
"35","2014/04/01 20:18",611
"36","2014/04/01 20:23",126
"37","2014/04/01 20:28",564
"38","2014/04/01 20:33",119
"39","2014/04/01 20:38",608
"40","2014/04/01 20:43",611
"41","2014/04/01 20:48",129
"42","2014/04/01 20:53",601
"43","2014/04/01 20:58",598
"44","2014/04/01 21:03",195
"45","2014/04/01 21:08",615
"46","2014/04/01 21:13",601
"47","2014/04/01 21:18",141
"48","2014/04/01 21:23",615
"49","2014/04/01 21:28",118
"50","2014/04/01 21:33",613
"51","2014/04/01 21:38",627
"52","2014/04/01 21:43",130
"53","2014/04/01 21:48",627
"54","2014/04/01 21:53",602
"55","2014/04/01 21:58",124
"56","2014/04/01 22:03",636
"57","2014/04/01 22:08",612
"58","2014/04/01 22:13",112
"59","2014/04/01 22:18",834
"60","2014/04/01 22:23",606
"61","2014/04/01 22:28",120
"62","2014/04/01 22:33",607
"63","2014/04/01 22:38",133
"64","2014/04/01 22:43",578
"65","2014/04/01 22:48",613
"66","2014/04/01 22:53",138
"67","2014/04/01 22:58",615
"68","2014/04/01 23:03",254
"69","2014/04/01 23:08",827
"70","2014/04/01 23:13",4020
"71","2014/04/01 23:18",699
"72","2014/04/01 23:23",781
"73","2014/04/01 23:28",150
"74","2014/04/01 23:33",693
"75","2014/04/01 23:38",770
"76","2014/04/01 23:43",121
"77","2014/04/01 23:48",427
"78","2014/04/01 23:53",713
"79","2014/04/01 23:58",122
"80","2014/04/02 00:03",655
"81","2014/04/02 00:08",621
"82","2014/04/02 00:13",112
"83","2014/04/02 00:18",608
"84","2014/04/02 00:23",130
"85","2014/04/02 00:28",580
"86","2014/04/02 00:33",596
"87","2014/04/02 00:38",125
"88","2014/04/02 00:43",582
"89","2014/04/02 00:48",126
"90","2014/04/02 00:53",600
"91","2014/04/02 00:58",111
"92","2014/04/02 01:03",641
"93","2014/04/02 01:08",606
"94","2014/04/02 01:13",107
"95","2014/04/02 01:18",571
"96","2014/04/02 01:23",569
