LDEV_TransRate_X601-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:4B X"
"1","2014/04/01 17:28",392
"2","2014/04/01 17:33",207
"3","2014/04/01 17:38",171
"4","2014/04/01 17:43",190
"5","2014/04/01 17:48",100
"6","2014/04/01 17:53",190
"7","2014/04/01 17:58",118
"8","2014/04/01 18:03",235
"9","2014/04/01 18:08",107
"10","2014/04/01 18:13",192
"11","2014/04/01 18:18",176
"12","2014/04/01 18:23",338
"13","2014/04/01 18:28",351
"14","2014/04/01 18:33",329
"15","2014/04/01 18:38",391
"16","2014/04/01 18:43",238
"17","2014/04/01 18:48",150
"18","2014/04/01 18:53",201
"19","2014/04/01 18:58",137
"20","2014/04/01 19:03",189
"21","2014/04/01 19:08",216
"22","2014/04/01 19:13",367
"23","2014/04/01 19:18",195
"24","2014/04/01 19:23",215
"25","2014/04/01 19:28",261
"26","2014/04/01 19:33",289
"27","2014/04/01 19:38",349
"28","2014/04/01 19:43",3140
"29","2014/04/01 19:48",1540
"30","2014/04/01 19:53",1369
"31","2014/04/01 19:58",743
"32","2014/04/01 20:03",640
"33","2014/04/01 20:08",576
"34","2014/04/01 20:13",475
"35","2014/04/01 20:18",385
"36","2014/04/01 20:23",328
"37","2014/04/01 20:28",495
"38","2014/04/01 20:33",499
"39","2014/04/01 20:38",328
"40","2014/04/01 20:43",330
"41","2014/04/01 20:48",304
"42","2014/04/01 20:53",330
"43","2014/04/01 20:58",593
"44","2014/04/01 21:03",518
"45","2014/04/01 21:08",441
"46","2014/04/01 21:13",548
"47","2014/04/01 21:18",792
"48","2014/04/01 21:23",859
"49","2014/04/01 21:28",691
"50","2014/04/01 21:33",544
"51","2014/04/01 21:38",354
"52","2014/04/01 21:43",418
"53","2014/04/01 21:48",339
"54","2014/04/01 21:53",388
"55","2014/04/01 21:58",695
"56","2014/04/01 22:03",654
"57","2014/04/01 22:08",880
"58","2014/04/01 22:13",408
"59","2014/04/01 22:18",520
"60","2014/04/01 22:23",479
"61","2014/04/01 22:28",540
"62","2014/04/01 22:33",604
"63","2014/04/01 22:38",575
"64","2014/04/01 22:43",380
"65","2014/04/01 22:48",451
"66","2014/04/01 22:53",477
"67","2014/04/01 22:58",497
"68","2014/04/01 23:03",630
"69","2014/04/01 23:08",642
"70","2014/04/01 23:13",538
"71","2014/04/01 23:18",828
"72","2014/04/01 23:23",649
"73","2014/04/01 23:28",525
"74","2014/04/01 23:33",551
"75","2014/04/01 23:38",473
"76","2014/04/01 23:43",524
"77","2014/04/01 23:48",572
"78","2014/04/01 23:53",592
"79","2014/04/01 23:58",509
"80","2014/04/02 00:03",630
"81","2014/04/02 00:08",496
"82","2014/04/02 00:13",593
"83","2014/04/02 00:18",515
"84","2014/04/02 00:23",583
"85","2014/04/02 00:28",569
"86","2014/04/02 00:33",655
"87","2014/04/02 00:38",564
"88","2014/04/02 00:43",576
"89","2014/04/02 00:48",531
"90","2014/04/02 00:53",512
"91","2014/04/02 00:58",503
"92","2014/04/02 01:03",497
"93","2014/04/02 01:08",512
"94","2014/04/02 01:13",606
"95","2014/04/02 01:18",581
"96","2014/04/02 01:23",429
