LDEV_TransRate_X707-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:6D X"
"1","2014/04/01 17:28",374
"2","2014/04/01 17:33",227
"3","2014/04/01 17:38",114
"4","2014/04/01 17:43",138
"5","2014/04/01 17:48",64
"6","2014/04/01 17:53",178
"7","2014/04/01 17:58",46
"8","2014/04/01 18:03",155
"9","2014/04/01 18:08",96
"10","2014/04/01 18:13",134
"11","2014/04/01 18:18",88
"12","2014/04/01 18:23",249
"13","2014/04/01 18:28",318
"14","2014/04/01 18:33",264
"15","2014/04/01 18:38",319
"16","2014/04/01 18:43",165
"17","2014/04/01 18:48",103
"18","2014/04/01 18:53",159
"19","2014/04/01 18:58",102
"20","2014/04/01 19:03",176
"21","2014/04/01 19:08",157
"22","2014/04/01 19:13",315
"23","2014/04/01 19:18",141
"24","2014/04/01 19:23",185
"25","2014/04/01 19:28",259
"26","2014/04/01 19:33",270
"27","2014/04/01 19:38",306
"28","2014/04/01 19:43",2998
"29","2014/04/01 19:48",1416
"30","2014/04/01 19:53",1333
"31","2014/04/01 19:58",660
"32","2014/04/01 20:03",622
"33","2014/04/01 20:08",412
"34","2014/04/01 20:13",406
"35","2014/04/01 20:18",280
"36","2014/04/01 20:23",268
"37","2014/04/01 20:28",453
"38","2014/04/01 20:33",422
"39","2014/04/01 20:38",301
"40","2014/04/01 20:43",288
"41","2014/04/01 20:48",281
"42","2014/04/01 20:53",270
"43","2014/04/01 20:58",540
"44","2014/04/01 21:03",470
"45","2014/04/01 21:08",487
"46","2014/04/01 21:13",528
"47","2014/04/01 21:18",709
"48","2014/04/01 21:23",815
"49","2014/04/01 21:28",674
"50","2014/04/01 21:33",540
"51","2014/04/01 21:38",293
"52","2014/04/01 21:43",353
"53","2014/04/01 21:48",303
"54","2014/04/01 21:53",376
"55","2014/04/01 21:58",736
"56","2014/04/01 22:03",480
"57","2014/04/01 22:08",877
"58","2014/04/01 22:13",402
"59","2014/04/01 22:18",442
"60","2014/04/01 22:23",495
"61","2014/04/01 22:28",463
"62","2014/04/01 22:33",527
"63","2014/04/01 22:38",580
"64","2014/04/01 22:43",432
"65","2014/04/01 22:48",416
"66","2014/04/01 22:53",409
"67","2014/04/01 22:58",455
"68","2014/04/01 23:03",546
"69","2014/04/01 23:08",659
"70","2014/04/01 23:13",563
"71","2014/04/01 23:18",876
"72","2014/04/01 23:23",699
"73","2014/04/01 23:28",506
"74","2014/04/01 23:33",553
"75","2014/04/01 23:38",460
"76","2014/04/01 23:43",580
"77","2014/04/01 23:48",557
"78","2014/04/01 23:53",521
"79","2014/04/01 23:58",518
"80","2014/04/02 00:03",563
"81","2014/04/02 00:08",489
"82","2014/04/02 00:13",643
"83","2014/04/02 00:18",540
"84","2014/04/02 00:23",553
"85","2014/04/02 00:28",545
"86","2014/04/02 00:33",717
"87","2014/04/02 00:38",543
"88","2014/04/02 00:43",554
"89","2014/04/02 00:48",494
"90","2014/04/02 00:53",505
"91","2014/04/02 00:58",426
"92","2014/04/02 01:03",460
"93","2014/04/02 01:08",529
"94","2014/04/02 01:13",595
"95","2014/04/02 01:18",625
"96","2014/04/02 01:23",428
