LDEV_TransRate_X533-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:02:FB X"
"1","2014/04/01 17:28",141
"2","2014/04/01 17:33",151
"3","2014/04/01 17:38",145
"4","2014/04/01 17:43",153
"5","2014/04/01 17:48",154
"6","2014/04/01 17:53",152
"7","2014/04/01 17:58",155
"8","2014/04/01 18:03",178
"9","2014/04/01 18:08",170
"10","2014/04/01 18:13",135
"11","2014/04/01 18:18",141
"12","2014/04/01 18:23",139
"13","2014/04/01 18:28",142
"14","2014/04/01 18:33",151
"15","2014/04/01 18:38",155
"16","2014/04/01 18:43",143
"17","2014/04/01 18:48",190
"18","2014/04/01 18:53",141
"19","2014/04/01 18:58",159
"20","2014/04/01 19:03",147
"21","2014/04/01 19:08",140
"22","2014/04/01 19:13",170
"23","2014/04/01 19:18",154
"24","2014/04/01 19:23",141
"25","2014/04/01 19:28",147
"26","2014/04/01 19:33",160
"27","2014/04/01 19:38",141
"28","2014/04/01 19:43",145
"29","2014/04/01 19:48",150
"30","2014/04/01 19:53",143
"31","2014/04/01 19:58",248
"32","2014/04/01 20:03",268
"33","2014/04/01 20:08",157
"34","2014/04/01 20:13",210
"35","2014/04/01 20:18",171
"36","2014/04/01 20:23",147
"37","2014/04/01 20:28",147
"38","2014/04/01 20:33",152
"39","2014/04/01 20:38",143
"40","2014/04/01 20:43",142
"41","2014/04/01 20:48",153
"42","2014/04/01 20:53",149
"43","2014/04/01 20:58",159
"44","2014/04/01 21:03",184
"45","2014/04/01 21:08",167
"46","2014/04/01 21:13",138
"47","2014/04/01 21:18",147
"48","2014/04/01 21:23",138
"49","2014/04/01 21:28",145
"50","2014/04/01 21:33",155
"51","2014/04/01 21:38",162
"52","2014/04/01 21:43",149
"53","2014/04/01 21:48",201
"54","2014/04/01 21:53",146
"55","2014/04/01 21:58",158
"56","2014/04/01 22:03",138
"57","2014/04/01 22:08",135
"58","2014/04/01 22:13",140
"59","2014/04/01 22:18",141
"60","2014/04/01 22:23",138
"61","2014/04/01 22:28",140
"62","2014/04/01 22:33",153
"63","2014/04/01 22:38",138
"64","2014/04/01 22:43",141
"65","2014/04/01 22:48",146
"66","2014/04/01 22:53",153
"67","2014/04/01 22:58",156
"68","2014/04/01 23:03",166
"69","2014/04/01 23:08",156
"70","2014/04/01 23:13",1939
"71","2014/04/01 23:18",1015
"72","2014/04/01 23:23",797
"73","2014/04/01 23:28",1432
"74","2014/04/01 23:33",766
"75","2014/04/01 23:38",3901
"76","2014/04/01 23:43",10620
"77","2014/04/01 23:48",14702
"78","2014/04/01 23:53",10195
"79","2014/04/01 23:58",8091
"80","2014/04/02 00:03",8957
"81","2014/04/02 00:08",13343
"82","2014/04/02 00:13",10666
"83","2014/04/02 00:18",7041
"84","2014/04/02 00:23",146
"85","2014/04/02 00:28",145
"86","2014/04/02 00:33",155
"87","2014/04/02 00:38",158
"88","2014/04/02 00:43",140
"89","2014/04/02 00:48",171
"90","2014/04/02 00:53",134
"91","2014/04/02 00:58",151
"92","2014/04/02 01:03",140
"93","2014/04/02 01:08",132
"94","2014/04/02 01:13",138
"95","2014/04/02 01:18",141
"96","2014/04/02 01:23",138
