LDEV_TransRate_X507-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:F2 X"
"1","2014/04/01 17:28",37
"2","2014/04/01 17:33",79
"3","2014/04/01 17:38",43
"4","2014/04/01 17:43",211
"5","2014/04/01 17:48",75
"6","2014/04/01 17:53",77
"7","2014/04/01 17:58",31
"8","2014/04/01 18:03",72
"9","2014/04/01 18:08",45
"10","2014/04/01 18:13",35
"11","2014/04/01 18:18",53
"12","2014/04/01 18:23",55
"13","2014/04/01 18:28",33
"14","2014/04/01 18:33",76
"15","2014/04/01 18:38",31
"16","2014/04/01 18:43",63
"17","2014/04/01 18:48",53
"18","2014/04/01 18:53",52
"19","2014/04/01 18:58",37
"20","2014/04/01 19:03",75
"21","2014/04/01 19:08",40
"22","2014/04/01 19:13",35
"23","2014/04/01 19:18",52
"24","2014/04/01 19:23",49
"25","2014/04/01 19:28",30
"26","2014/04/01 19:33",129
"27","2014/04/01 19:38",42
"28","2014/04/01 19:43",52
"29","2014/04/01 19:48",74
"30","2014/04/01 19:53",74
"31","2014/04/01 19:58",42
"32","2014/04/01 20:03",79
"33","2014/04/01 20:08",42
"34","2014/04/01 20:13",33
"35","2014/04/01 20:18",100
"36","2014/04/01 20:23",50
"37","2014/04/01 20:28",42
"38","2014/04/01 20:33",82
"39","2014/04/01 20:38",34
"40","2014/04/01 20:43",32
"41","2014/04/01 20:48",64
"42","2014/04/01 20:53",62
"43","2014/04/01 20:58",40
"44","2014/04/01 21:03",72
"45","2014/04/01 21:08",53
"46","2014/04/01 21:13",44
"47","2014/04/01 21:18",57
"48","2014/04/01 21:23",59
"49","2014/04/01 21:28",35
"50","2014/04/01 21:33",107
"51","2014/04/01 21:38",30
"52","2014/04/01 21:43",217
"53","2014/04/01 21:48",44
"54","2014/04/01 21:53",70
"55","2014/04/01 21:58",42
"56","2014/04/01 22:03",398
"57","2014/04/01 22:08",1102
"58","2014/04/01 22:13",950
"59","2014/04/01 22:18",474
"60","2014/04/01 22:23",500
"61","2014/04/01 22:28",842
"62","2014/04/01 22:33",1122
"63","2014/04/01 22:38",953
"64","2014/04/01 22:43",809
"65","2014/04/01 22:48",1077
"66","2014/04/01 22:53",1277
"67","2014/04/01 22:58",1228
"68","2014/04/01 23:03",1898
"69","2014/04/01 23:08",1480
"70","2014/04/01 23:13",1151
"71","2014/04/01 23:18",1247
"72","2014/04/01 23:23",1204
"73","2014/04/01 23:28",1297
"74","2014/04/01 23:33",991
"75","2014/04/01 23:38",1163
"76","2014/04/01 23:43",903
"77","2014/04/01 23:48",886
"78","2014/04/01 23:53",971
"79","2014/04/01 23:58",823
"80","2014/04/02 00:03",730
"81","2014/04/02 00:08",464
"82","2014/04/02 00:13",405
"83","2014/04/02 00:18",429
"84","2014/04/02 00:23",588
"85","2014/04/02 00:28",369
"86","2014/04/02 00:33",361
"87","2014/04/02 00:38",263
"88","2014/04/02 00:43",189
"89","2014/04/02 00:48",271
"90","2014/04/02 00:53",351
"91","2014/04/02 00:58",362
"92","2014/04/02 01:03",378
"93","2014/04/02 01:08",318
"94","2014/04/02 01:13",735
"95","2014/04/02 01:18",776
"96","2014/04/02 01:23",778
