LDEV_TransRate_X848-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:21:1F X"
"1","2014/04/01 17:28",42
"2","2014/04/01 17:33",4
"3","2014/04/01 17:38",4
"4","2014/04/01 17:43",42
"5","2014/04/01 17:48",4
"6","2014/04/01 17:53",4
"7","2014/04/01 17:58",42
"8","2014/04/01 18:03",4
"9","2014/04/01 18:08",4
"10","2014/04/01 18:13",42
"11","2014/04/01 18:18",4
"12","2014/04/01 18:23",4
"13","2014/04/01 18:28",42
"14","2014/04/01 18:33",4
"15","2014/04/01 18:38",4
"16","2014/04/01 18:43",42
"17","2014/04/01 18:48",4
"18","2014/04/01 18:53",4
"19","2014/04/01 18:58",42
"20","2014/04/01 19:03",4
"21","2014/04/01 19:08",4
"22","2014/04/01 19:13",42
"23","2014/04/01 19:18",4
"24","2014/04/01 19:23",4
"25","2014/04/01 19:28",42
"26","2014/04/01 19:33",4
"27","2014/04/01 19:38",4
"28","2014/04/01 19:43",42
"29","2014/04/01 19:48",4
"30","2014/04/01 19:53",4
"31","2014/04/01 19:58",42
"32","2014/04/01 20:03",4
"33","2014/04/01 20:08",4
"34","2014/04/01 20:13",42
"35","2014/04/01 20:18",4
"36","2014/04/01 20:23",4
"37","2014/04/01 20:28",42
"38","2014/04/01 20:33",4
"39","2014/04/01 20:38",4
"40","2014/04/01 20:43",42
"41","2014/04/01 20:48",4
"42","2014/04/01 20:53",4
"43","2014/04/01 20:58",42
"44","2014/04/01 21:03",4
"45","2014/04/01 21:08",4
"46","2014/04/01 21:13",42
"47","2014/04/01 21:18",4
"48","2014/04/01 21:23",4
"49","2014/04/01 21:28",42
"50","2014/04/01 21:33",4
"51","2014/04/01 21:38",4
"52","2014/04/01 21:43",42
"53","2014/04/01 21:48",4
"54","2014/04/01 21:53",4
"55","2014/04/01 21:58",42
"56","2014/04/01 22:03",560
"57","2014/04/01 22:08",14779
"58","2014/04/01 22:13",14816
"59","2014/04/01 22:18",4
"60","2014/04/01 22:23",4
"61","2014/04/01 22:28",42
"62","2014/04/01 22:33",4
"63","2014/04/01 22:38",4
"64","2014/04/01 22:43",42
"65","2014/04/01 22:48",4
"66","2014/04/01 22:53",4
"67","2014/04/01 22:58",42
"68","2014/04/01 23:03",4
"69","2014/04/01 23:08",4
"70","2014/04/01 23:13",42
"71","2014/04/01 23:18",4
"72","2014/04/01 23:23",4
"73","2014/04/01 23:28",42
"74","2014/04/01 23:33",4
"75","2014/04/01 23:38",4
"76","2014/04/01 23:43",42
"77","2014/04/01 23:48",4
"78","2014/04/01 23:53",4
"79","2014/04/01 23:58",42
"80","2014/04/02 00:03",4
"81","2014/04/02 00:08",4
"82","2014/04/02 00:13",42
"83","2014/04/02 00:18",4
"84","2014/04/02 00:23",4
"85","2014/04/02 00:28",42
"86","2014/04/02 00:33",4
"87","2014/04/02 00:38",4
"88","2014/04/02 00:43",42
"89","2014/04/02 00:48",4
"90","2014/04/02 00:53",4
"91","2014/04/02 00:58",42
"92","2014/04/02 01:03",4
"93","2014/04/02 01:08",4
"94","2014/04/02 01:13",42
"95","2014/04/02 01:18",4
"96","2014/04/02 01:23",4
