LDEV_TransRate_X69-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:FE X"
"1","2014/04/01 17:28",142
"2","2014/04/01 17:33",712
"3","2014/04/01 17:38",975
"4","2014/04/01 17:43",145
"5","2014/04/01 17:48",574
"6","2014/04/01 17:53",721
"7","2014/04/01 17:58",126
"8","2014/04/01 18:03",662
"9","2014/04/01 18:08",629
"10","2014/04/01 18:13",130
"11","2014/04/01 18:18",638
"12","2014/04/01 18:23",635
"13","2014/04/01 18:28",141
"14","2014/04/01 18:33",628
"15","2014/04/01 18:38",631
"16","2014/04/01 18:43",98
"17","2014/04/01 18:48",601
"18","2014/04/01 18:53",155
"19","2014/04/01 18:58",608
"20","2014/04/01 19:03",678
"21","2014/04/01 19:08",629
"22","2014/04/01 19:13",140
"23","2014/04/01 19:18",629
"24","2014/04/01 19:23",153
"25","2014/04/01 19:28",594
"26","2014/04/01 19:33",612
"27","2014/04/01 19:38",123
"28","2014/04/01 19:43",583
"29","2014/04/01 19:48",864
"30","2014/04/01 19:53",145
"31","2014/04/01 19:58",605
"32","2014/04/01 20:03",676
"33","2014/04/01 20:08",167
"34","2014/04/01 20:13",587
"35","2014/04/01 20:18",611
"36","2014/04/01 20:23",151
"37","2014/04/01 20:28",591
"38","2014/04/01 20:33",128
"39","2014/04/01 20:38",608
"40","2014/04/01 20:43",605
"41","2014/04/01 20:48",162
"42","2014/04/01 20:53",632
"43","2014/04/01 20:58",597
"44","2014/04/01 21:03",195
"45","2014/04/01 21:08",626
"46","2014/04/01 21:13",625
"47","2014/04/01 21:18",159
"48","2014/04/01 21:23",608
"49","2014/04/01 21:28",132
"50","2014/04/01 21:33",635
"51","2014/04/01 21:38",640
"52","2014/04/01 21:43",130
"53","2014/04/01 21:48",626
"54","2014/04/01 21:53",625
"55","2014/04/01 21:58",121
"56","2014/04/01 22:03",667
"57","2014/04/01 22:08",611
"58","2014/04/01 22:13",128
"59","2014/04/01 22:18",847
"60","2014/04/01 22:23",614
"61","2014/04/01 22:28",130
"62","2014/04/01 22:33",616
"63","2014/04/01 22:38",148
"64","2014/04/01 22:43",597
"65","2014/04/01 22:48",605
"66","2014/04/01 22:53",148
"67","2014/04/01 22:58",620
"68","2014/04/01 23:03",271
"69","2014/04/01 23:08",823
"70","2014/04/01 23:13",3927
"71","2014/04/01 23:18",700
"72","2014/04/01 23:23",751
"73","2014/04/01 23:28",151
"74","2014/04/01 23:33",707
"75","2014/04/01 23:38",771
"76","2014/04/01 23:43",122
"77","2014/04/01 23:48",406
"78","2014/04/01 23:53",741
"79","2014/04/01 23:58",134
"80","2014/04/02 00:03",655
"81","2014/04/02 00:08",631
"82","2014/04/02 00:13",127
"83","2014/04/02 00:18",614
"84","2014/04/02 00:23",145
"85","2014/04/02 00:28",593
"86","2014/04/02 00:33",607
"87","2014/04/02 00:38",146
"88","2014/04/02 00:43",579
"89","2014/04/02 00:48",140
"90","2014/04/02 00:53",614
"91","2014/04/02 00:58",135
"92","2014/04/02 01:03",641
"93","2014/04/02 01:08",616
"94","2014/04/02 01:13",119
"95","2014/04/02 01:18",594
"96","2014/04/02 01:23",580
