LDEV_BackTrans16.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:16:00X(X154-1)","00:16:04X(X196-1)","00:16:05X(X654-1)","00:16:08X(X656-1)","00:16:0FX(X81-1)","00:16:10X(X192-1)","00:16:11X(X190-1)","00:16:12X(X193-1)","00:16:13(11-12)","00:16:14(11-13)","00:16:15(11-13)","00:16:16X(X670-1)","00:16:24X(X571-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",1,2,0,0,0,0,0,0,0,0,0,12,2
"8","2014/04/01 18:03",1,3,0,0,0,0,0,0,0,0,0,18,2
"9","2014/04/01 18:08",1,2,0,0,0,0,0,0,0,0,0,20,2
"10","2014/04/01 18:13",1,2,0,0,0,0,0,0,0,0,0,18,1
"11","2014/04/01 18:18",1,2,0,0,0,0,0,0,0,0,0,18,2
"12","2014/04/01 18:23",1,2,0,0,0,0,0,0,0,0,0,10,2
"13","2014/04/01 18:28",1,2,0,0,0,0,0,0,0,0,0,15,2
"14","2014/04/01 18:33",1,2,0,0,0,0,0,0,0,0,0,11,2
"15","2014/04/01 18:38",1,2,0,0,0,0,0,0,0,0,0,10,2
"16","2014/04/01 18:43",1,2,0,0,0,0,0,0,0,0,0,15,2
"17","2014/04/01 18:48",1,2,0,0,0,0,0,0,3,0,0,10,2
"18","2014/04/01 18:53",1,2,0,0,0,0,0,0,0,0,0,15,2
"19","2014/04/01 18:58",1,2,0,0,0,0,0,0,0,0,0,14,2
