LDEV_IOPS_X485-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:F0:68 X"
"1","2014/04/01 17:28",173
"2","2014/04/01 17:33",247
"3","2014/04/01 17:38",235
"4","2014/04/01 17:43",255
"5","2014/04/01 17:48",267
"6","2014/04/01 17:53",413
"7","2014/04/01 17:58",307
"8","2014/04/01 18:03",351
"9","2014/04/01 18:08",313
"10","2014/04/01 18:13",275
"11","2014/04/01 18:18",277
"12","2014/04/01 18:23",323
"13","2014/04/01 18:28",417
"14","2014/04/01 18:33",561
"15","2014/04/01 18:38",351
"16","2014/04/01 18:43",359
"17","2014/04/01 18:48",539
"18","2014/04/01 18:53",183
"19","2014/04/01 18:58",144
"20","2014/04/01 19:03",137
"21","2014/04/01 19:08",185
"22","2014/04/01 19:13",248
"23","2014/04/01 19:18",177
"24","2014/04/01 19:23",223
"25","2014/04/01 19:28",271
"26","2014/04/01 19:33",268
"27","2014/04/01 19:38",249
"28","2014/04/01 19:43",219
"29","2014/04/01 19:48",292
"30","2014/04/01 19:53",405
"31","2014/04/01 19:58",304
"32","2014/04/01 20:03",278
"33","2014/04/01 20:08",147
"34","2014/04/01 20:13",104
"35","2014/04/01 20:18",105
"36","2014/04/01 20:23",181
"37","2014/04/01 20:28",342
"38","2014/04/01 20:33",92
"39","2014/04/01 20:38",105
"40","2014/04/01 20:43",120
"41","2014/04/01 20:48",135
"42","2014/04/01 20:53",118
"43","2014/04/01 20:58",147
"44","2014/04/01 21:03",211
"45","2014/04/01 21:08",145
"46","2014/04/01 21:13",228
"47","2014/04/01 21:18",227
"48","2014/04/01 21:23",113
"49","2014/04/01 21:28",150
"50","2014/04/01 21:33",151
"51","2014/04/01 21:38",177
"52","2014/04/01 21:43",228
"53","2014/04/01 21:48",217
"54","2014/04/01 21:53",212
"55","2014/04/01 21:58",145
"56","2014/04/01 22:03",164
"57","2014/04/01 22:08",171
"58","2014/04/01 22:13",246
"59","2014/04/01 22:18",332
"60","2014/04/01 22:23",212
"61","2014/04/01 22:28",188
"62","2014/04/01 22:33",175
"63","2014/04/01 22:38",83
"64","2014/04/01 22:43",135
"65","2014/04/01 22:48",134
"66","2014/04/01 22:53",103
"67","2014/04/01 22:58",321
"68","2014/04/01 23:03",174
"69","2014/04/01 23:08",169
"70","2014/04/01 23:13",151
"71","2014/04/01 23:18",137
"72","2014/04/01 23:23",137
"73","2014/04/01 23:28",109
"74","2014/04/01 23:33",177
"75","2014/04/01 23:38",168
"76","2014/04/01 23:43",172
"77","2014/04/01 23:48",217
"78","2014/04/01 23:53",237
"79","2014/04/01 23:58",234
"80","2014/04/02 00:03",350
"81","2014/04/02 00:08",240
"82","2014/04/02 00:13",123
"83","2014/04/02 00:18",179
"84","2014/04/02 00:23",208
"85","2014/04/02 00:28",232
"86","2014/04/02 00:33",228
"87","2014/04/02 00:38",232
"88","2014/04/02 00:43",380
"89","2014/04/02 00:48",478
"90","2014/04/02 00:53",467
"91","2014/04/02 00:58",513
"92","2014/04/02 01:03",355
"93","2014/04/02 01:08",250
"94","2014/04/02 01:13",383
"95","2014/04/02 01:18",363
"96","2014/04/02 01:23",454
