LDEV_Seq_Read_IOPS_X15-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:50:0D X"
"1","2014/04/01 17:28",12
"2","2014/04/01 17:33",28
"3","2014/04/01 17:38",18
"4","2014/04/01 17:43",33
"5","2014/04/01 17:48",21
"6","2014/04/01 17:53",181
"7","2014/04/01 17:58",69
"8","2014/04/01 18:03",81
"9","2014/04/01 18:08",49
"10","2014/04/01 18:13",34
"11","2014/04/01 18:18",30
"12","2014/04/01 18:23",33
"13","2014/04/01 18:28",49
"14","2014/04/01 18:33",205
"15","2014/04/01 18:38",67
"16","2014/04/01 18:43",70
"17","2014/04/01 18:48",174
"18","2014/04/01 18:53",99
"19","2014/04/01 18:58",62
"20","2014/04/01 19:03",47
"21","2014/04/01 19:08",52
"22","2014/04/01 19:13",125
"23","2014/04/01 19:18",80
"24","2014/04/01 19:23",44
"25","2014/04/01 19:28",54
"26","2014/04/01 19:33",39
"27","2014/04/01 19:38",46
"28","2014/04/01 19:43",28
"29","2014/04/01 19:48",97
"30","2014/04/01 19:53",183
"31","2014/04/01 19:58",12
"32","2014/04/01 20:03",43
"33","2014/04/01 20:08",25
"34","2014/04/01 20:13",29
"35","2014/04/01 20:18",35
"36","2014/04/01 20:23",61
"37","2014/04/01 20:28",162
"38","2014/04/01 20:33",7
"39","2014/04/01 20:38",36
"40","2014/04/01 20:43",30
"41","2014/04/01 20:48",32
"42","2014/04/01 20:53",36
"43","2014/04/01 20:58",61
"44","2014/04/01 21:03",109
"45","2014/04/01 21:08",43
"46","2014/04/01 21:13",127
"47","2014/04/01 21:18",116
"48","2014/04/01 21:23",34
"49","2014/04/01 21:28",49
"50","2014/04/01 21:33",44
"51","2014/04/01 21:38",49
"52","2014/04/01 21:43",77
"53","2014/04/01 21:48",92
"54","2014/04/01 21:53",122
"55","2014/04/01 21:58",65
"56","2014/04/01 22:03",52
"57","2014/04/01 22:08",64
"58","2014/04/01 22:13",150
"59","2014/04/01 22:18",234
"60","2014/04/01 22:23",135
"61","2014/04/01 22:28",100
"62","2014/04/01 22:33",95
"63","2014/04/01 22:38",18
"64","2014/04/01 22:43",52
"65","2014/04/01 22:48",40
"66","2014/04/01 22:53",33
"67","2014/04/01 22:58",149
"68","2014/04/01 23:03",87
"69","2014/04/01 23:08",85
"70","2014/04/01 23:13",66
"71","2014/04/01 23:18",68
"72","2014/04/01 23:23",54
"73","2014/04/01 23:28",36
"74","2014/04/01 23:33",44
"75","2014/04/01 23:38",34
"76","2014/04/01 23:43",40
"77","2014/04/01 23:48",26
"78","2014/04/01 23:53",39
"79","2014/04/01 23:58",35
"80","2014/04/02 00:03",182
"81","2014/04/02 00:08",115
"82","2014/04/02 00:13",20
"83","2014/04/02 00:18",44
"84","2014/04/02 00:23",41
"85","2014/04/02 00:28",26
"86","2014/04/02 00:33",39
"87","2014/04/02 00:38",29
"88","2014/04/02 00:43",131
"89","2014/04/02 00:48",203
"90","2014/04/02 00:53",232
"91","2014/04/02 00:58",248
"92","2014/04/02 01:03",133
"93","2014/04/02 01:08",72
"94","2014/04/02 01:13",159
"95","2014/04/02 01:18",178
"96","2014/04/02 01:23",213
