Port_IOPS.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","CL1-A","CL3-A","CL5-A","CL7-A","CL1-B","CL3-B","CL5-B","CL7-B","CL1-E","CL3-E","CL5-E","CL7-E","CL1-F","CL3-F","CL5-F","CL7-F","CL3-C","CL1-D","CL3-D","CL2-A","CL4-A","CL6-A","CL8-A","CL2-B","CL4-B","CL6-B","CL8-B","CL2-E","CL4-E","CL6-E","CL8-E","CL2-F","CL4-F","CL6-F","CL8-F","CL2-C","CL4-C","CL4-D"
"64","2014/04/01 22:43",0,0,0,265,78,0,372,4,0,0,0,0,0,4,263,0,3203,23,1588,0,0,0,271,76,0,376,5,0,0,0,0,0,4,272,0,23,3185,1627
"65","2014/04/01 22:48",0,0,0,238,62,0,400,11,0,0,0,0,0,4,256,0,2857,21,2204,0,0,0,235,63,0,396,13,0,0,0,0,0,5,259,0,21,2874,2159
"66","2014/04/01 22:53",0,0,0,335,76,0,315,4,0,0,0,0,0,4,319,0,2400,24,2651,0,0,0,332,74,0,324,4,0,0,0,0,0,5,329,0,24,2413,2668
"67","2014/04/01 22:58",0,0,0,546,79,0,779,7,0,0,0,0,0,5,509,0,2286,22,2382,0,0,0,545,80,0,776,8,0,0,0,0,0,4,506,0,22,2293,2378
"68","2014/04/01 23:03",0,0,0,347,377,0,571,56,0,0,0,0,0,7,540,0,2838,21,2122,0,0,0,343,377,0,573,56,0,0,0,0,0,5,536,0,21,2797,2099
"69","2014/04/01 23:08",0,0,0,394,392,0,489,8,0,0,0,0,1,4,686,0,3245,24,2020,0,0,0,404,388,0,497,8,0,0,0,0,2,4,694,0,24,3246,2041
"70","2014/04/01 23:13",0,0,0,313,295,0,443,4,0,0,0,0,11,4,1288,0,3224,24,2108,0,0,0,303,293,0,428,4,0,0,0,0,13,4,1282,0,24,3204,2084
"71","2014/04/01 23:18",0,0,0,241,484,0,384,9,0,0,0,0,26,5,700,0,3311,23,2264,0,0,0,249,481,0,401,8,0,0,0,0,25,4,717,0,23,3348,2260
"72","2014/04/01 23:23",0,0,0,239,487,0,398,9,0,0,0,0,27,4,662,0,3234,25,2406,0,0,0,241,489,0,397,10,0,0,0,0,30,4,672,0,25,3201,2385
"73","2014/04/01 23:28",0,0,0,259,477,0,326,3,0,0,0,0,2,3,306,0,2849,24,2611,0,0,0,241,480,0,329,3,0,0,0,0,3,5,315,0,24,2870,2595
"74","2014/04/01 23:33",0,0,0,243,479,0,492,2,0,0,0,0,10,5,277,0,3047,22,1879,0,0,0,262,478,0,491,2,0,0,0,0,9,3,280,0,22,3034,1884
"75","2014/04/01 23:38",0,0,0,285,431,0,477,2,0,0,0,0,3,5,282,0,3180,23,2259,0,0,0,285,430,0,480,2,0,0,0,0,3,4,293,0,23,3122,2262
"76","2014/04/01 23:43",0,0,0,271,447,0,503,3,0,0,0,0,0,4,781,0,3369,22,1932,0,0,0,284,452,0,493,3,0,0,0,0,0,5,787,0,22,3435,1909
"77","2014/04/01 23:48",0,0,0,233,403,0,594,2,0,0,0,0,0,4,418,0,3067,21,1964,0,0,0,215,401,0,601,2,0,0,0,0,0,5,431,0,20,3088,1967
"78","2014/04/01 23:53",0,0,0,192,339,0,680,67,0,0,0,0,0,4,294,0,3091,23,1950,0,0,0,192,339,0,675,67,0,0,0,0,0,5,289,0,23,3092,1948
"79","2014/04/01 23:58",0,0,0,176,398,0,598,136,0,0,0,0,0,4,401,0,3090,22,1695,0,0,0,185,397,0,600,136,0,0,0,0,0,4,403,0,22,3146,1735
"80","2014/04/02 00:03",0,0,0,137,277,0,962,164,0,0,0,0,0,6,588,0,3403,21,1430,0,0,0,152,285,0,953,164,0,0,0,0,0,6,586,0,21,3324,1429
"81","2014/04/02 00:08",0,0,0,196,271,0,671,193,0,0,0,0,0,4,264,0,3332,24,994,0,0,0,183,270,0,684,192,0,0,0,0,0,4,266,0,24,3395,949
"82","2014/04/02 00:13",0,0,0,191,271,0,380,206,0,0,0,0,0,4,264,0,3457,23,1290,0,0,0,185,270,0,369,206,0,0,0,0,0,4,263,0,23,3434,1315
"83","2014/04/02 00:18",0,0,0,175,255,0,478,216,0,0,0,0,1,4,311,0,3264,21,1044,0,0,0,186,257,0,488,217,0,0,0,0,1,4,305,0,21,3351,1039
"84","2014/04/02 00:23",0,0,0,205,274,0,552,225,0,0,0,0,0,4,261,0,3219,24,896,0,0,0,194,271,0,542,225,0,0,0,0,0,4,262,0,24,3191,911
"85","2014/04/02 00:28",0,0,0,164,216,0,656,254,0,0,0,0,0,4,255,0,3424,23,766,0,0,0,153,214,0,670,254,0,0,0,0,0,4,257,0,23,3451,770
"86","2014/04/02 00:33",0,0,0,140,248,0,653,259,0,0,0,0,0,4,280,0,3634,21,618,0,0,0,155,246,0,643,258,0,0,0,0,0,4,259,0,21,3573,617
"87","2014/04/02 00:38",0,0,0,176,261,0,649,268,0,0,0,0,0,5,279,0,3311,22,343,0,0,0,167,264,0,660,268,0,0,0,0,0,4,280,0,22,3388,350
"88","2014/04/02 00:43",0,0,0,171,262,0,960,282,0,0,0,0,0,4,257,0,3185,22,408,0,0,0,170,262,0,953,282,0,0,0,0,0,5,241,0,22,3147,389
"89","2014/04/02 00:48",0,0,0,148,246,0,1272,281,0,0,0,0,0,4,262,0,3224,20,549,0,0,0,162,245,0,1268,282,0,0,0,0,0,4,271,0,20,3186,573
"90","2014/04/02 00:53",0,0,0,170,261,0,1214,91,0,0,0,0,0,5,276,0,3082,23,633,0,0,0,169,257,0,1221,90,0,0,0,0,0,4,270,0,23,3143,627
"91","2014/04/02 00:58",0,0,0,180,250,0,1328,4,0,0,0,0,0,4,249,0,2606,22,718,0,0,0,172,252,0,1336,4,0,0,0,0,1,4,248,0,22,2585,734
"92","2014/04/02 01:03",0,0,0,183,246,0,976,313,0,0,0,0,1,5,336,0,2871,20,844,0,0,0,191,245,0,969,313,0,0,0,0,0,7,331,0,20,2875,840
"93","2014/04/02 01:08",0,0,0,195,270,0,673,446,0,0,0,0,0,4,262,0,2338,24,546,0,0,0,190,272,0,682,446,0,0,0,0,0,4,268,0,24,2346,571
"94","2014/04/02 01:13",0,0,0,184,285,0,992,256,0,0,0,0,1,5,263,0,2586,24,506,0,0,0,197,285,0,974,255,0,0,0,0,1,3,257,0,24,2553,469
"95","2014/04/02 01:18",0,0,0,175,270,0,934,129,0,0,0,0,0,4,338,0,2585,21,515,0,0,0,170,269,0,935,129,0,0,0,0,0,4,344,0,21,2610,525
"96","2014/04/02 01:23",0,0,0,212,279,0,1175,153,0,0,0,0,0,4,262,0,2412,23,433,0,0,0,209,285,0,1175,153,0,0,0,0,0,5,262,0,23,2378,441
