LDEV_Rnd_Read_Hit_X585-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:0C:0C X"
"1","2014/04/01 17:28",92
"2","2014/04/01 17:33",90
"3","2014/04/01 17:38",86
"4","2014/04/01 17:43",90
"5","2014/04/01 17:48",86
"6","2014/04/01 17:53",83
"7","2014/04/01 17:58",93
"8","2014/04/01 18:03",89
"9","2014/04/01 18:08",92
"10","2014/04/01 18:13",89
"11","2014/04/01 18:18",87
"12","2014/04/01 18:23",85
"13","2014/04/01 18:28",86
"14","2014/04/01 18:33",86
"15","2014/04/01 18:38",89
"16","2014/04/01 18:43",86
"17","2014/04/01 18:48",85
"18","2014/04/01 18:53",83
"19","2014/04/01 18:58",86
"20","2014/04/01 19:03",84
"21","2014/04/01 19:08",80
"22","2014/04/01 19:13",86
"23","2014/04/01 19:18",85
"24","2014/04/01 19:23",85
"25","2014/04/01 19:28",83
"26","2014/04/01 19:33",78
"27","2014/04/01 19:38",84
"28","2014/04/01 19:43",51
"29","2014/04/01 19:48",48
"30","2014/04/01 19:53",52
"31","2014/04/01 19:58",84
"32","2014/04/01 20:03",86
"33","2014/04/01 20:08",90
"34","2014/04/01 20:13",91
"35","2014/04/01 20:18",95
"36","2014/04/01 20:23",96
"37","2014/04/01 20:28",94
"38","2014/04/01 20:33",94
"39","2014/04/01 20:38",96
"40","2014/04/01 20:43",96
"41","2014/04/01 20:48",94
"42","2014/04/01 20:53",92
"43","2014/04/01 20:58",93
"44","2014/04/01 21:03",93
"45","2014/04/01 21:08",70
"46","2014/04/01 21:13",81
"47","2014/04/01 21:18",85
"48","2014/04/01 21:23",77
"49","2014/04/01 21:28",90
"50","2014/04/01 21:33",72
"51","2014/04/01 21:38",83
"52","2014/04/01 21:43",85
"53","2014/04/01 21:48",80
"54","2014/04/01 21:53",84
"55","2014/04/01 21:58",77
"56","2014/04/01 22:03",67
"57","2014/04/01 22:08",58
"58","2014/04/01 22:13",64
"59","2014/04/01 22:18",82
"60","2014/04/01 22:23",74
"61","2014/04/01 22:28",68
"62","2014/04/01 22:33",64
"63","2014/04/01 22:38",63
"64","2014/04/01 22:43",74
"65","2014/04/01 22:48",68
"66","2014/04/01 22:53",57
"67","2014/04/01 22:58",55
"68","2014/04/01 23:03",58
"69","2014/04/01 23:08",59
"70","2014/04/01 23:13",75
"71","2014/04/01 23:18",72
"72","2014/04/01 23:23",69
"73","2014/04/01 23:28",73
"74","2014/04/01 23:33",73
"75","2014/04/01 23:38",73
"76","2014/04/01 23:43",75
"77","2014/04/01 23:48",66
"78","2014/04/01 23:53",72
"79","2014/04/01 23:58",75
"80","2014/04/02 00:03",72
"81","2014/04/02 00:08",76
"82","2014/04/02 00:13",74
"83","2014/04/02 00:18",79
"84","2014/04/02 00:23",80
"85","2014/04/02 00:28",81
"86","2014/04/02 00:33",81
"87","2014/04/02 00:38",82
"88","2014/04/02 00:43",79
"89","2014/04/02 00:48",89
"90","2014/04/02 00:53",78
"91","2014/04/02 00:58",88
"92","2014/04/02 01:03",85
"93","2014/04/02 01:08",74
"94","2014/04/02 01:13",81
"95","2014/04/02 01:18",86
"96","2014/04/02 01:23",80
