LDEV_Rnd_Read_Hit_X499-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:EA X"
"1","2014/04/01 17:28",98
"2","2014/04/01 17:33",97
"3","2014/04/01 17:38",98
"4","2014/04/01 17:43",96
"5","2014/04/01 17:48",69
"6","2014/04/01 17:53",80
"7","2014/04/01 17:58",95
"8","2014/04/01 18:03",96
"9","2014/04/01 18:08",98
"10","2014/04/01 18:13",90
"11","2014/04/01 18:18",68
"12","2014/04/01 18:23",81
"13","2014/04/01 18:28",98
"14","2014/04/01 18:33",97
"15","2014/04/01 18:38",99
"16","2014/04/01 18:43",97
"17","2014/04/01 18:48",70
"18","2014/04/01 18:53",70
"19","2014/04/01 18:58",92
"20","2014/04/01 19:03",95
"21","2014/04/01 19:08",97
"22","2014/04/01 19:13",90
"23","2014/04/01 19:18",75
"24","2014/04/01 19:23",74
"25","2014/04/01 19:28",97
"26","2014/04/01 19:33",95
"27","2014/04/01 19:38",84
"28","2014/04/01 19:43",82
"29","2014/04/01 19:48",60
"30","2014/04/01 19:53",59
"31","2014/04/01 19:58",77
"32","2014/04/01 20:03",95
"33","2014/04/01 20:08",96
"34","2014/04/01 20:13",96
"35","2014/04/01 20:18",68
"36","2014/04/01 20:23",73
"37","2014/04/01 20:28",77
"38","2014/04/01 20:33",68
"39","2014/04/01 20:38",83
"40","2014/04/01 20:43",97
"41","2014/04/01 20:48",81
"42","2014/04/01 20:53",60
"43","2014/04/01 20:58",75
"44","2014/04/01 21:03",93
"45","2014/04/01 21:08",75
"46","2014/04/01 21:13",81
"47","2014/04/01 21:18",66
"48","2014/04/01 21:23",62
"49","2014/04/01 21:28",94
"50","2014/04/01 21:33",79
"51","2014/04/01 21:38",90
"52","2014/04/01 21:43",96
"53","2014/04/01 21:48",87
"54","2014/04/01 21:53",71
"55","2014/04/01 21:58",71
"56","2014/04/01 22:03",66
"57","2014/04/01 22:08",66
"58","2014/04/01 22:13",68
"59","2014/04/01 22:18",66
"60","2014/04/01 22:23",63
"61","2014/04/01 22:28",73
"62","2014/04/01 22:33",77
"63","2014/04/01 22:38",78
"64","2014/04/01 22:43",84
"65","2014/04/01 22:48",84
"66","2014/04/01 22:53",75
"67","2014/04/01 22:58",76
"68","2014/04/01 23:03",69
"69","2014/04/01 23:08",74
"70","2014/04/01 23:13",73
"71","2014/04/01 23:18",73
"72","2014/04/01 23:23",79
"73","2014/04/01 23:28",80
"74","2014/04/01 23:33",87
"75","2014/04/01 23:38",91
"76","2014/04/01 23:43",85
"77","2014/04/01 23:48",88
"78","2014/04/01 23:53",83
"79","2014/04/01 23:58",78
"80","2014/04/02 00:03",78
"81","2014/04/02 00:08",88
"82","2014/04/02 00:13",84
"83","2014/04/02 00:18",77
"84","2014/04/02 00:23",71
"85","2014/04/02 00:28",81
"86","2014/04/02 00:33",94
"87","2014/04/02 00:38",94
"88","2014/04/02 00:43",95
"89","2014/04/02 00:48",94
"90","2014/04/02 00:53",76
"91","2014/04/02 00:58",77
"92","2014/04/02 01:03",81
"93","2014/04/02 01:08",93
"94","2014/04/02 01:13",83
"95","2014/04/02 01:18",63
"96","2014/04/02 01:23",63
