LDEV_Rnd_Read_Hit_X671-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:6B X"
"1","2014/04/01 17:28",93
"2","2014/04/01 17:33",87
"3","2014/04/01 17:38",89
"4","2014/04/01 17:43",90
"5","2014/04/01 17:48",73
"6","2014/04/01 17:53",85
"7","2014/04/01 17:58",93
"8","2014/04/01 18:03",87
"9","2014/04/01 18:08",94
"10","2014/04/01 18:13",92
"11","2014/04/01 18:18",85
"12","2014/04/01 18:23",90
"13","2014/04/01 18:28",84
"14","2014/04/01 18:33",84
"15","2014/04/01 18:38",86
"16","2014/04/01 18:43",85
"17","2014/04/01 18:48",87
"18","2014/04/01 18:53",85
"19","2014/04/01 18:58",83
"20","2014/04/01 19:03",83
"21","2014/04/01 19:08",81
"22","2014/04/01 19:13",88
"23","2014/04/01 19:18",83
"24","2014/04/01 19:23",86
"25","2014/04/01 19:28",86
"26","2014/04/01 19:33",75
"27","2014/04/01 19:38",86
"28","2014/04/01 19:43",48
"29","2014/04/01 19:48",52
"30","2014/04/01 19:53",47
"31","2014/04/01 19:58",82
"32","2014/04/01 20:03",85
"33","2014/04/01 20:08",88
"34","2014/04/01 20:13",92
"35","2014/04/01 20:18",95
"36","2014/04/01 20:23",95
"37","2014/04/01 20:28",91
"38","2014/04/01 20:33",93
"39","2014/04/01 20:38",97
"40","2014/04/01 20:43",95
"41","2014/04/01 20:48",96
"42","2014/04/01 20:53",92
"43","2014/04/01 20:58",94
"44","2014/04/01 21:03",92
"45","2014/04/01 21:08",70
"46","2014/04/01 21:13",81
"47","2014/04/01 21:18",80
"48","2014/04/01 21:23",80
"49","2014/04/01 21:28",87
"50","2014/04/01 21:33",75
"51","2014/04/01 21:38",81
"52","2014/04/01 21:43",89
"53","2014/04/01 21:48",80
"54","2014/04/01 21:53",85
"55","2014/04/01 21:58",75
"56","2014/04/01 22:03",63
"57","2014/04/01 22:08",61
"58","2014/04/01 22:13",63
"59","2014/04/01 22:18",78
"60","2014/04/01 22:23",73
"61","2014/04/01 22:28",64
"62","2014/04/01 22:33",64
"63","2014/04/01 22:38",65
"64","2014/04/01 22:43",77
"65","2014/04/01 22:48",68
"66","2014/04/01 22:53",61
"67","2014/04/01 22:58",60
"68","2014/04/01 23:03",56
"69","2014/04/01 23:08",57
"70","2014/04/01 23:13",70
"71","2014/04/01 23:18",70
"72","2014/04/01 23:23",69
"73","2014/04/01 23:28",72
"74","2014/04/01 23:33",72
"75","2014/04/01 23:38",67
"76","2014/04/01 23:43",81
"77","2014/04/01 23:48",65
"78","2014/04/01 23:53",78
"79","2014/04/01 23:58",79
"80","2014/04/02 00:03",73
"81","2014/04/02 00:08",70
"82","2014/04/02 00:13",72
"83","2014/04/02 00:18",79
"84","2014/04/02 00:23",75
"85","2014/04/02 00:28",80
"86","2014/04/02 00:33",84
"87","2014/04/02 00:38",80
"88","2014/04/02 00:43",82
"89","2014/04/02 00:48",90
"90","2014/04/02 00:53",83
"91","2014/04/02 00:58",87
"92","2014/04/02 01:03",84
"93","2014/04/02 01:08",66
"94","2014/04/02 01:13",83
"95","2014/04/02 01:18",83
"96","2014/04/02 01:23",82
