LDEV_Rnd_Read_Hit_X643-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:4A X"
"1","2014/04/01 17:28",86
"2","2014/04/01 17:33",82
"3","2014/04/01 17:38",79
"4","2014/04/01 17:43",84
"5","2014/04/01 17:48",72
"6","2014/04/01 17:53",81
"7","2014/04/01 17:58",87
"8","2014/04/01 18:03",83
"9","2014/04/01 18:08",86
"10","2014/04/01 18:13",84
"11","2014/04/01 18:18",69
"12","2014/04/01 18:23",82
"13","2014/04/01 18:28",84
"14","2014/04/01 18:33",83
"15","2014/04/01 18:38",84
"16","2014/04/01 18:43",79
"17","2014/04/01 18:48",78
"18","2014/04/01 18:53",80
"19","2014/04/01 18:58",76
"20","2014/04/01 19:03",73
"21","2014/04/01 19:08",70
"22","2014/04/01 19:13",81
"23","2014/04/01 19:18",79
"24","2014/04/01 19:23",77
"25","2014/04/01 19:28",78
"26","2014/04/01 19:33",71
"27","2014/04/01 19:38",76
"28","2014/04/01 19:43",32
"29","2014/04/01 19:48",40
"30","2014/04/01 19:53",52
"31","2014/04/01 19:58",72
"32","2014/04/01 20:03",72
"33","2014/04/01 20:08",79
"34","2014/04/01 20:13",85
"35","2014/04/01 20:18",89
"36","2014/04/01 20:23",90
"37","2014/04/01 20:28",85
"38","2014/04/01 20:33",85
"39","2014/04/01 20:38",95
"40","2014/04/01 20:43",90
"41","2014/04/01 20:48",92
"42","2014/04/01 20:53",87
"43","2014/04/01 20:58",87
"44","2014/04/01 21:03",86
"45","2014/04/01 21:08",53
"46","2014/04/01 21:13",80
"47","2014/04/01 21:18",73
"48","2014/04/01 21:23",74
"49","2014/04/01 21:28",80
"50","2014/04/01 21:33",66
"51","2014/04/01 21:38",73
"52","2014/04/01 21:43",75
"53","2014/04/01 21:48",67
"54","2014/04/01 21:53",75
"55","2014/04/01 21:58",64
"56","2014/04/01 22:03",56
"57","2014/04/01 22:08",60
"58","2014/04/01 22:13",58
"59","2014/04/01 22:18",74
"60","2014/04/01 22:23",62
"61","2014/04/01 22:28",53
"62","2014/04/01 22:33",58
"63","2014/04/01 22:38",59
"64","2014/04/01 22:43",67
"65","2014/04/01 22:48",57
"66","2014/04/01 22:53",62
"67","2014/04/01 22:58",56
"68","2014/04/01 23:03",39
"69","2014/04/01 23:08",55
"70","2014/04/01 23:13",67
"71","2014/04/01 23:18",75
"72","2014/04/01 23:23",71
"73","2014/04/01 23:28",73
"74","2014/04/01 23:33",70
"75","2014/04/01 23:38",74
"76","2014/04/01 23:43",67
"77","2014/04/01 23:48",68
"78","2014/04/01 23:53",73
"79","2014/04/01 23:58",78
"80","2014/04/02 00:03",69
"81","2014/04/02 00:08",70
"82","2014/04/02 00:13",71
"83","2014/04/02 00:18",79
"84","2014/04/02 00:23",74
"85","2014/04/02 00:28",82
"86","2014/04/02 00:33",86
"87","2014/04/02 00:38",83
"88","2014/04/02 00:43",75
"89","2014/04/02 00:48",81
"90","2014/04/02 00:53",75
"91","2014/04/02 00:58",82
"92","2014/04/02 01:03",79
"93","2014/04/02 01:08",66
"94","2014/04/02 01:13",80
"95","2014/04/02 01:18",78
"96","2014/04/02 01:23",79
