LDEV_Rnd_Read_Hit_X749-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:5B X"
"1","2014/04/01 17:28",80
"2","2014/04/01 17:33",81
"3","2014/04/01 17:38",68
"4","2014/04/01 17:43",77
"5","2014/04/01 17:48",69
"6","2014/04/01 17:53",73
"7","2014/04/01 17:58",78
"8","2014/04/01 18:03",81
"9","2014/04/01 18:08",78
"10","2014/04/01 18:13",85
"11","2014/04/01 18:18",67
"12","2014/04/01 18:23",82
"13","2014/04/01 18:28",65
"14","2014/04/01 18:33",73
"15","2014/04/01 18:38",72
"16","2014/04/01 18:43",72
"17","2014/04/01 18:48",68
"18","2014/04/01 18:53",68
"19","2014/04/01 18:58",69
"20","2014/04/01 19:03",75
"21","2014/04/01 19:08",69
"22","2014/04/01 19:13",80
"23","2014/04/01 19:18",68
"24","2014/04/01 19:23",71
"25","2014/04/01 19:28",77
"26","2014/04/01 19:33",67
"27","2014/04/01 19:38",69
"28","2014/04/01 19:43",30
"29","2014/04/01 19:48",32
"30","2014/04/01 19:53",43
"31","2014/04/01 19:58",72
"32","2014/04/01 20:03",71
"33","2014/04/01 20:08",75
"34","2014/04/01 20:13",78
"35","2014/04/01 20:18",89
"36","2014/04/01 20:23",92
"37","2014/04/01 20:28",84
"38","2014/04/01 20:33",79
"39","2014/04/01 20:38",92
"40","2014/04/01 20:43",86
"41","2014/04/01 20:48",89
"42","2014/04/01 20:53",83
"43","2014/04/01 20:58",81
"44","2014/04/01 21:03",86
"45","2014/04/01 21:08",65
"46","2014/04/01 21:13",72
"47","2014/04/01 21:18",56
"48","2014/04/01 21:23",68
"49","2014/04/01 21:28",71
"50","2014/04/01 21:33",68
"51","2014/04/01 21:38",62
"52","2014/04/01 21:43",70
"53","2014/04/01 21:48",53
"54","2014/04/01 21:53",72
"55","2014/04/01 21:58",54
"56","2014/04/01 22:03",55
"57","2014/04/01 22:08",58
"58","2014/04/01 22:13",47
"59","2014/04/01 22:18",60
"60","2014/04/01 22:23",63
"61","2014/04/01 22:28",59
"62","2014/04/01 22:33",62
"63","2014/04/01 22:38",57
"64","2014/04/01 22:43",67
"65","2014/04/01 22:48",58
"66","2014/04/01 22:53",60
"67","2014/04/01 22:58",47
"68","2014/04/01 23:03",56
"69","2014/04/01 23:08",59
"70","2014/04/01 23:13",71
"71","2014/04/01 23:18",65
"72","2014/04/01 23:23",65
"73","2014/04/01 23:28",69
"74","2014/04/01 23:33",67
"75","2014/04/01 23:38",73
"76","2014/04/01 23:43",77
"77","2014/04/01 23:48",67
"78","2014/04/01 23:53",78
"79","2014/04/01 23:58",81
"80","2014/04/02 00:03",71
"81","2014/04/02 00:08",72
"82","2014/04/02 00:13",67
"83","2014/04/02 00:18",78
"84","2014/04/02 00:23",79
"85","2014/04/02 00:28",80
"86","2014/04/02 00:33",86
"87","2014/04/02 00:38",82
"88","2014/04/02 00:43",73
"89","2014/04/02 00:48",83
"90","2014/04/02 00:53",76
"91","2014/04/02 00:58",81
"92","2014/04/02 01:03",71
"93","2014/04/02 01:08",65
"94","2014/04/02 01:13",76
"95","2014/04/02 01:18",70
"96","2014/04/02 01:23",69
