LDEV_Rnd_Read_Hit_X507-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:F2 X"
"1","2014/04/01 17:28",57
"2","2014/04/01 17:33",83
"3","2014/04/01 17:38",45
"4","2014/04/01 17:43",83
"5","2014/04/01 17:48",9
"6","2014/04/01 17:53",10
"7","2014/04/01 17:58",19
"8","2014/04/01 18:03",48
"9","2014/04/01 18:08",34
"10","2014/04/01 18:13",30
"11","2014/04/01 18:18",8
"12","2014/04/01 18:23",21
"13","2014/04/01 18:28",39
"14","2014/04/01 18:33",63
"15","2014/04/01 18:38",44
"16","2014/04/01 18:43",60
"17","2014/04/01 18:48",17
"18","2014/04/01 18:53",7
"19","2014/04/01 18:58",18
"20","2014/04/01 19:03",54
"21","2014/04/01 19:08",26
"22","2014/04/01 19:13",35
"23","2014/04/01 19:18",9
"24","2014/04/01 19:23",10
"25","2014/04/01 19:28",48
"26","2014/04/01 19:33",71
"27","2014/04/01 19:38",8
"28","2014/04/01 19:43",33
"29","2014/04/01 19:48",25
"30","2014/04/01 19:53",18
"31","2014/04/01 19:58",4
"32","2014/04/01 20:03",51
"33","2014/04/01 20:08",22
"34","2014/04/01 20:13",43
"35","2014/04/01 20:18",7
"36","2014/04/01 20:23",13
"37","2014/04/01 20:28",7
"38","2014/04/01 20:33",12
"39","2014/04/01 20:38",13
"40","2014/04/01 20:43",65
"41","2014/04/01 20:48",18
"42","2014/04/01 20:53",4
"43","2014/04/01 20:58",6
"44","2014/04/01 21:03",39
"45","2014/04/01 21:08",4
"46","2014/04/01 21:13",32
"47","2014/04/01 21:18",6
"48","2014/04/01 21:23",8
"49","2014/04/01 21:28",43
"50","2014/04/01 21:33",34
"51","2014/04/01 21:38",11
"52","2014/04/01 21:43",84
"53","2014/04/01 21:48",19
"54","2014/04/01 21:53",7
"55","2014/04/01 21:58",6
"56","2014/04/01 22:03",43
"57","2014/04/01 22:08",60
"58","2014/04/01 22:13",57
"59","2014/04/01 22:18",55
"60","2014/04/01 22:23",46
"61","2014/04/01 22:28",49
"62","2014/04/01 22:33",59
"63","2014/04/01 22:38",65
"64","2014/04/01 22:43",72
"65","2014/04/01 22:48",76
"66","2014/04/01 22:53",66
"67","2014/04/01 22:58",62
"68","2014/04/01 23:03",52
"69","2014/04/01 23:08",56
"70","2014/04/01 23:13",61
"71","2014/04/01 23:18",68
"72","2014/04/01 23:23",69
"73","2014/04/01 23:28",67
"74","2014/04/01 23:33",79
"75","2014/04/01 23:38",84
"76","2014/04/01 23:43",70
"77","2014/04/01 23:48",79
"78","2014/04/01 23:53",63
"79","2014/04/01 23:58",61
"80","2014/04/02 00:03",65
"81","2014/04/02 00:08",80
"82","2014/04/02 00:13",77
"83","2014/04/02 00:18",61
"84","2014/04/02 00:23",29
"85","2014/04/02 00:28",59
"86","2014/04/02 00:33",82
"87","2014/04/02 00:38",38
"88","2014/04/02 00:43",72
"89","2014/04/02 00:48",85
"90","2014/04/02 00:53",50
"91","2014/04/02 00:58",50
"92","2014/04/02 01:03",61
"93","2014/04/02 01:08",59
"94","2014/04/02 01:13",25
"95","2014/04/02 01:18",25
"96","2014/04/02 01:23",16
