LDEV_Rnd_Read_Hit_X497-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:E8 X"
"1","2014/04/01 17:28",79
"2","2014/04/01 17:33",91
"3","2014/04/01 17:38",68
"4","2014/04/01 17:43",78
"5","2014/04/01 17:48",23
"6","2014/04/01 17:53",35
"7","2014/04/01 17:58",46
"8","2014/04/01 18:03",89
"9","2014/04/01 18:08",65
"10","2014/04/01 18:13",53
"11","2014/04/01 18:18",16
"12","2014/04/01 18:23",15
"13","2014/04/01 18:28",83
"14","2014/04/01 18:33",90
"15","2014/04/01 18:38",84
"16","2014/04/01 18:43",91
"17","2014/04/01 18:48",23
"18","2014/04/01 18:53",17
"19","2014/04/01 18:58",60
"20","2014/04/01 19:03",87
"21","2014/04/01 19:08",62
"22","2014/04/01 19:13",50
"23","2014/04/01 19:18",39
"24","2014/04/01 19:23",12
"25","2014/04/01 19:28",76
"26","2014/04/01 19:33",89
"27","2014/04/01 19:38",18
"28","2014/04/01 19:43",35
"29","2014/04/01 19:48",24
"30","2014/04/01 19:53",21
"31","2014/04/01 19:58",18
"32","2014/04/01 20:03",86
"33","2014/04/01 20:08",42
"34","2014/04/01 20:13",78
"35","2014/04/01 20:18",14
"36","2014/04/01 20:23",40
"37","2014/04/01 20:28",37
"38","2014/04/01 20:33",39
"39","2014/04/01 20:38",24
"40","2014/04/01 20:43",85
"41","2014/04/01 20:48",37
"42","2014/04/01 20:53",13
"43","2014/04/01 20:58",20
"44","2014/04/01 21:03",85
"45","2014/04/01 21:08",16
"46","2014/04/01 21:13",32
"47","2014/04/01 21:18",11
"48","2014/04/01 21:23",9
"49","2014/04/01 21:28",70
"50","2014/04/01 21:33",49
"51","2014/04/01 21:38",25
"52","2014/04/01 21:43",84
"53","2014/04/01 21:48",43
"54","2014/04/01 21:53",32
"55","2014/04/01 21:58",16
"56","2014/04/01 22:03",58
"57","2014/04/01 22:08",51
"58","2014/04/01 22:13",57
"59","2014/04/01 22:18",48
"60","2014/04/01 22:23",39
"61","2014/04/01 22:28",55
"62","2014/04/01 22:33",64
"63","2014/04/01 22:38",61
"64","2014/04/01 22:43",72
"65","2014/04/01 22:48",76
"66","2014/04/01 22:53",71
"67","2014/04/01 22:58",69
"68","2014/04/01 23:03",56
"69","2014/04/01 23:08",67
"70","2014/04/01 23:13",64
"71","2014/04/01 23:18",67
"72","2014/04/01 23:23",70
"73","2014/04/01 23:28",62
"74","2014/04/01 23:33",83
"75","2014/04/01 23:38",83
"76","2014/04/01 23:43",80
"77","2014/04/01 23:48",78
"78","2014/04/01 23:53",69
"79","2014/04/01 23:58",63
"80","2014/04/02 00:03",52
"81","2014/04/02 00:08",74
"82","2014/04/02 00:13",76
"83","2014/04/02 00:18",46
"84","2014/04/02 00:23",51
"85","2014/04/02 00:28",51
"86","2014/04/02 00:33",83
"87","2014/04/02 00:38",46
"88","2014/04/02 00:43",74
"89","2014/04/02 00:48",84
"90","2014/04/02 00:53",67
"91","2014/04/02 00:58",37
"92","2014/04/02 01:03",54
"93","2014/04/02 01:08",59
"94","2014/04/02 01:13",32
"95","2014/04/02 01:18",26
"96","2014/04/02 01:23",15
