LDEV_Rnd_Read_Hit_X693-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:1E X"
"1","2014/04/01 17:28",81
"2","2014/04/01 17:33",78
"3","2014/04/01 17:38",74
"4","2014/04/01 17:43",82
"5","2014/04/01 17:48",60
"6","2014/04/01 17:53",77
"7","2014/04/01 17:58",78
"8","2014/04/01 18:03",85
"9","2014/04/01 18:08",83
"10","2014/04/01 18:13",83
"11","2014/04/01 18:18",65
"12","2014/04/01 18:23",85
"13","2014/04/01 18:28",70
"14","2014/04/01 18:33",75
"15","2014/04/01 18:38",78
"16","2014/04/01 18:43",68
"17","2014/04/01 18:48",77
"18","2014/04/01 18:53",73
"19","2014/04/01 18:58",74
"20","2014/04/01 19:03",75
"21","2014/04/01 19:08",61
"22","2014/04/01 19:13",83
"23","2014/04/01 19:18",72
"24","2014/04/01 19:23",69
"25","2014/04/01 19:28",78
"26","2014/04/01 19:33",70
"27","2014/04/01 19:38",73
"28","2014/04/01 19:43",30
"29","2014/04/01 19:48",31
"30","2014/04/01 19:53",38
"31","2014/04/01 19:58",67
"32","2014/04/01 20:03",69
"33","2014/04/01 20:08",73
"34","2014/04/01 20:13",79
"35","2014/04/01 20:18",91
"36","2014/04/01 20:23",89
"37","2014/04/01 20:28",82
"38","2014/04/01 20:33",86
"39","2014/04/01 20:38",90
"40","2014/04/01 20:43",89
"41","2014/04/01 20:48",85
"42","2014/04/01 20:53",80
"43","2014/04/01 20:58",84
"44","2014/04/01 21:03",88
"45","2014/04/01 21:08",52
"46","2014/04/01 21:13",73
"47","2014/04/01 21:18",66
"48","2014/04/01 21:23",75
"49","2014/04/01 21:28",68
"50","2014/04/01 21:33",62
"51","2014/04/01 21:38",64
"52","2014/04/01 21:43",77
"53","2014/04/01 21:48",56
"54","2014/04/01 21:53",78
"55","2014/04/01 21:58",54
"56","2014/04/01 22:03",55
"57","2014/04/01 22:08",53
"58","2014/04/01 22:13",53
"59","2014/04/01 22:18",57
"60","2014/04/01 22:23",61
"61","2014/04/01 22:28",56
"62","2014/04/01 22:33",46
"63","2014/04/01 22:38",51
"64","2014/04/01 22:43",61
"65","2014/04/01 22:48",47
"66","2014/04/01 22:53",48
"67","2014/04/01 22:58",58
"68","2014/04/01 23:03",35
"69","2014/04/01 23:08",51
"70","2014/04/01 23:13",62
"71","2014/04/01 23:18",62
"72","2014/04/01 23:23",67
"73","2014/04/01 23:28",73
"74","2014/04/01 23:33",67
"75","2014/04/01 23:38",66
"76","2014/04/01 23:43",66
"77","2014/04/01 23:48",63
"78","2014/04/01 23:53",75
"79","2014/04/01 23:58",72
"80","2014/04/02 00:03",72
"81","2014/04/02 00:08",64
"82","2014/04/02 00:13",65
"83","2014/04/02 00:18",80
"84","2014/04/02 00:23",70
"85","2014/04/02 00:28",77
"86","2014/04/02 00:33",80
"87","2014/04/02 00:38",77
"88","2014/04/02 00:43",69
"89","2014/04/02 00:48",83
"90","2014/04/02 00:53",78
"91","2014/04/02 00:58",74
"92","2014/04/02 01:03",77
"93","2014/04/02 01:08",61
"94","2014/04/02 01:13",69
"95","2014/04/02 01:18",68
"96","2014/04/02 01:23",76
