LDEV_Rnd_Read_Hit_X83-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:05:2C X"
"1","2014/04/01 17:28",86
"2","2014/04/01 17:33",98
"3","2014/04/01 17:38",94
"4","2014/04/01 17:43",86
"5","2014/04/01 17:48",82
"6","2014/04/01 17:53",97
"7","2014/04/01 17:58",81
"8","2014/04/01 18:03",89
"9","2014/04/01 18:08",98
"10","2014/04/01 18:13",99
"11","2014/04/01 18:18",94
"12","2014/04/01 18:23",94
"13","2014/04/01 18:28",95
"14","2014/04/01 18:33",93
"15","2014/04/01 18:38",95
"16","2014/04/01 18:43",94
"17","2014/04/01 18:48",86
"18","2014/04/01 18:53",95
"19","2014/04/01 18:58",97
"20","2014/04/01 19:03",85
"21","2014/04/01 19:08",85
"22","2014/04/01 19:13",98
"23","2014/04/01 19:18",84
"24","2014/04/01 19:23",73
"25","2014/04/01 19:28",95
"26","2014/04/01 19:33",97
"27","2014/04/01 19:38",96
"28","2014/04/01 19:43",97
"29","2014/04/01 19:48",96
"30","2014/04/01 19:53",99
"31","2014/04/01 19:58",96
"32","2014/04/01 20:03",81
"33","2014/04/01 20:08",98
"34","2014/04/01 20:13",92
"35","2014/04/01 20:18",90
"36","2014/04/01 20:23",92
"37","2014/04/01 20:28",92
"38","2014/04/01 20:33",91
"39","2014/04/01 20:38",99
"40","2014/04/01 20:43",88
"41","2014/04/01 20:48",99
"42","2014/04/01 20:53",91
"43","2014/04/01 20:58",91
"44","2014/04/01 21:03",80
"45","2014/04/01 21:08",91
"46","2014/04/01 21:13",94
"47","2014/04/01 21:18",92
"48","2014/04/01 21:23",59
"49","2014/04/01 21:28",97
"50","2014/04/01 21:33",86
"51","2014/04/01 21:38",93
"52","2014/04/01 21:43",96
"53","2014/04/01 21:48",92
"54","2014/04/01 21:53",99
"55","2014/04/01 21:58",95
"56","2014/04/01 22:03",84
"57","2014/04/01 22:08",92
"58","2014/04/01 22:13",0
"59","2014/04/01 22:18",98
"60","2014/04/01 22:23",94
"61","2014/04/01 22:28",90
"62","2014/04/01 22:33",91
"63","2014/04/01 22:38",71
"64","2014/04/01 22:43",98
"65","2014/04/01 22:48",88
"66","2014/04/01 22:53",98
"67","2014/04/01 22:58",97
"68","2014/04/01 23:03",94
"69","2014/04/01 23:08",99
"70","2014/04/01 23:13",83
"71","2014/04/01 23:18",85
"72","2014/04/01 23:23",78
"73","2014/04/01 23:28",76
"74","2014/04/01 23:33",67
"75","2014/04/01 23:38",76
"76","2014/04/01 23:43",86
"77","2014/04/01 23:48",90
"78","2014/04/01 23:53",82
"79","2014/04/01 23:58",90
"80","2014/04/02 00:03",96
"81","2014/04/02 00:08",100
"82","2014/04/02 00:13",86
"83","2014/04/02 00:18",95
"84","2014/04/02 00:23",70
"85","2014/04/02 00:28",85
"86","2014/04/02 00:33",98
"87","2014/04/02 00:38",89
"88","2014/04/02 00:43",100
"89","2014/04/02 00:48",89
"90","2014/04/02 00:53",98
"91","2014/04/02 00:58",89
"92","2014/04/02 01:03",85
"93","2014/04/02 01:08",85
"94","2014/04/02 01:13",97
"95","2014/04/02 01:18",98
"96","2014/04/02 01:23",90
