LDEV_Rnd_Read_Hit_X484-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:F0:67 X"
"1","2014/04/01 17:28",74
"2","2014/04/01 17:33",75
"3","2014/04/01 17:38",86
"4","2014/04/01 17:43",83
"5","2014/04/01 17:48",78
"6","2014/04/01 17:53",93
"7","2014/04/01 17:58",91
"8","2014/04/01 18:03",83
"9","2014/04/01 18:08",74
"10","2014/04/01 18:13",82
"11","2014/04/01 18:18",85
"12","2014/04/01 18:23",84
"13","2014/04/01 18:28",89
"14","2014/04/01 18:33",88
"15","2014/04/01 18:38",85
"16","2014/04/01 18:43",83
"17","2014/04/01 18:48",83
"18","2014/04/01 18:53",83
"19","2014/04/01 18:58",77
"20","2014/04/01 19:03",62
"21","2014/04/01 19:08",69
"22","2014/04/01 19:13",74
"23","2014/04/01 19:18",66
"24","2014/04/01 19:23",69
"25","2014/04/01 19:28",71
"26","2014/04/01 19:33",72
"27","2014/04/01 19:38",75
"28","2014/04/01 19:43",70
"29","2014/04/01 19:48",68
"30","2014/04/01 19:53",88
"31","2014/04/01 19:58",87
"32","2014/04/01 20:03",65
"33","2014/04/01 20:08",57
"34","2014/04/01 20:13",64
"35","2014/04/01 20:18",74
"36","2014/04/01 20:23",84
"37","2014/04/01 20:28",86
"38","2014/04/01 20:33",61
"39","2014/04/01 20:38",80
"40","2014/04/01 20:43",77
"41","2014/04/01 20:48",68
"42","2014/04/01 20:53",92
"43","2014/04/01 20:58",88
"44","2014/04/01 21:03",78
"45","2014/04/01 21:08",77
"46","2014/04/01 21:13",81
"47","2014/04/01 21:18",89
"48","2014/04/01 21:23",80
"49","2014/04/01 21:28",80
"50","2014/04/01 21:33",74
"51","2014/04/01 21:38",88
"52","2014/04/01 21:43",82
"53","2014/04/01 21:48",81
"54","2014/04/01 21:53",94
"55","2014/04/01 21:58",91
"56","2014/04/01 22:03",80
"57","2014/04/01 22:08",89
"58","2014/04/01 22:13",84
"59","2014/04/01 22:18",92
"60","2014/04/01 22:23",91
"61","2014/04/01 22:28",82
"62","2014/04/01 22:33",80
"63","2014/04/01 22:38",92
"64","2014/04/01 22:43",80
"65","2014/04/01 22:48",76
"66","2014/04/01 22:53",95
"67","2014/04/01 22:58",95
"68","2014/04/01 23:03",77
"69","2014/04/01 23:08",76
"70","2014/04/01 23:13",62
"71","2014/04/01 23:18",74
"72","2014/04/01 23:23",64
"73","2014/04/01 23:28",72
"74","2014/04/01 23:33",56
"75","2014/04/01 23:38",75
"76","2014/04/01 23:43",74
"77","2014/04/01 23:48",67
"78","2014/04/01 23:53",74
"79","2014/04/01 23:58",81
"80","2014/04/02 00:03",76
"81","2014/04/02 00:08",57
"82","2014/04/02 00:13",47
"83","2014/04/02 00:18",59
"84","2014/04/02 00:23",70
"85","2014/04/02 00:28",68
"86","2014/04/02 00:33",70
"87","2014/04/02 00:38",81
"88","2014/04/02 00:43",79
"89","2014/04/02 00:48",81
"90","2014/04/02 00:53",88
"91","2014/04/02 00:58",88
"92","2014/04/02 01:03",76
"93","2014/04/02 01:08",69
"94","2014/04/02 01:13",78
"95","2014/04/02 01:18",87
"96","2014/04/02 01:23",93
