LDEV_Rnd_Read_Hit_X739-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:5C X"
"1","2014/04/01 17:28",85
"2","2014/04/01 17:33",85
"3","2014/04/01 17:38",79
"4","2014/04/01 17:43",87
"5","2014/04/01 17:48",70
"6","2014/04/01 17:53",79
"7","2014/04/01 17:58",87
"8","2014/04/01 18:03",84
"9","2014/04/01 18:08",85
"10","2014/04/01 18:13",87
"11","2014/04/01 18:18",78
"12","2014/04/01 18:23",79
"13","2014/04/01 18:28",80
"14","2014/04/01 18:33",82
"15","2014/04/01 18:38",82
"16","2014/04/01 18:43",80
"17","2014/04/01 18:48",84
"18","2014/04/01 18:53",76
"19","2014/04/01 18:58",74
"20","2014/04/01 19:03",78
"21","2014/04/01 19:08",71
"22","2014/04/01 19:13",85
"23","2014/04/01 19:18",81
"24","2014/04/01 19:23",78
"25","2014/04/01 19:28",83
"26","2014/04/01 19:33",77
"27","2014/04/01 19:38",78
"28","2014/04/01 19:43",43
"29","2014/04/01 19:48",51
"30","2014/04/01 19:53",50
"31","2014/04/01 19:58",78
"32","2014/04/01 20:03",83
"33","2014/04/01 20:08",81
"34","2014/04/01 20:13",83
"35","2014/04/01 20:18",92
"36","2014/04/01 20:23",92
"37","2014/04/01 20:28",86
"38","2014/04/01 20:33",88
"39","2014/04/01 20:38",94
"40","2014/04/01 20:43",93
"41","2014/04/01 20:48",93
"42","2014/04/01 20:53",87
"43","2014/04/01 20:58",90
"44","2014/04/01 21:03",88
"45","2014/04/01 21:08",61
"46","2014/04/01 21:13",77
"47","2014/04/01 21:18",73
"48","2014/04/01 21:23",70
"49","2014/04/01 21:28",77
"50","2014/04/01 21:33",64
"51","2014/04/01 21:38",70
"52","2014/04/01 21:43",80
"53","2014/04/01 21:48",71
"54","2014/04/01 21:53",78
"55","2014/04/01 21:58",61
"56","2014/04/01 22:03",58
"57","2014/04/01 22:08",52
"58","2014/04/01 22:13",55
"59","2014/04/01 22:18",69
"60","2014/04/01 22:23",63
"61","2014/04/01 22:28",62
"62","2014/04/01 22:33",57
"63","2014/04/01 22:38",55
"64","2014/04/01 22:43",67
"65","2014/04/01 22:48",53
"66","2014/04/01 22:53",57
"67","2014/04/01 22:58",54
"68","2014/04/01 23:03",51
"69","2014/04/01 23:08",49
"70","2014/04/01 23:13",68
"71","2014/04/01 23:18",67
"72","2014/04/01 23:23",62
"73","2014/04/01 23:28",74
"74","2014/04/01 23:33",69
"75","2014/04/01 23:38",65
"76","2014/04/01 23:43",71
"77","2014/04/01 23:48",65
"78","2014/04/01 23:53",76
"79","2014/04/01 23:58",77
"80","2014/04/02 00:03",72
"81","2014/04/02 00:08",65
"82","2014/04/02 00:13",75
"83","2014/04/02 00:18",79
"84","2014/04/02 00:23",72
"85","2014/04/02 00:28",79
"86","2014/04/02 00:33",77
"87","2014/04/02 00:38",79
"88","2014/04/02 00:43",76
"89","2014/04/02 00:48",83
"90","2014/04/02 00:53",79
"91","2014/04/02 00:58",80
"92","2014/04/02 01:03",80
"93","2014/04/02 01:08",60
"94","2014/04/02 01:13",78
"95","2014/04/02 01:18",76
"96","2014/04/02 01:23",82
