LDEV_Rnd_Read_Hit_X550-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:03:3A X"
"1","2014/04/01 17:28",13
"2","2014/04/01 17:33",93
"3","2014/04/01 17:38",0
"4","2014/04/01 17:43",99
"5","2014/04/01 17:48",99
"6","2014/04/01 17:53",99
"7","2014/04/01 17:58",30
"8","2014/04/01 18:03",61
"9","2014/04/01 18:08",0
"10","2014/04/01 18:13",3
"11","2014/04/01 18:18",67
"12","2014/04/01 18:23",98
"13","2014/04/01 18:28",15
"14","2014/04/01 18:33",84
"15","2014/04/01 18:38",18
"16","2014/04/01 18:43",99
"17","2014/04/01 18:48",95
"18","2014/04/01 18:53",97
"19","2014/04/01 18:58",94
"20","2014/04/01 19:03",32
"21","2014/04/01 19:08",0
"22","2014/04/01 19:13",25
"23","2014/04/01 19:18",99
"24","2014/04/01 19:23",80
"25","2014/04/01 19:28",8
"26","2014/04/01 19:33",97
"27","2014/04/01 19:38",8
"28","2014/04/01 19:43",99
"29","2014/04/01 19:48",67
"30","2014/04/01 19:53",77
"31","2014/04/01 19:58",7
"32","2014/04/01 20:03",72
"33","2014/04/01 20:08",0
"34","2014/04/01 20:13",65
"35","2014/04/01 20:18",71
"36","2014/04/01 20:23",96
"37","2014/04/01 20:28",78
"38","2014/04/01 20:33",90
"39","2014/04/01 20:38",16
"40","2014/04/01 20:43",0
"41","2014/04/01 20:48",99
"42","2014/04/01 20:53",31
"43","2014/04/01 20:58",40
"44","2014/04/01 21:03",72
"45","2014/04/01 21:08",10
"46","2014/04/01 21:13",0
"47","2014/04/01 21:18",68
"48","2014/04/01 21:23",18
"49","2014/04/01 21:28",16
"50","2014/04/01 21:33",96
"51","2014/04/01 21:38",9
"52","2014/04/01 21:43",99
"53","2014/04/01 21:48",99
"54","2014/04/01 21:53",99
"55","2014/04/01 21:58",20
"56","2014/04/01 22:03",71
"57","2014/04/01 22:08",0
"58","2014/04/01 22:13",0
"59","2014/04/01 22:18",75
"60","2014/04/01 22:23",98
"61","2014/04/01 22:28",0
"62","2014/04/01 22:33",83
"63","2014/04/01 22:38",14
"64","2014/04/01 22:43",99
"65","2014/04/01 22:48",97
"66","2014/04/01 22:53",96
"67","2014/04/01 22:58",94
"68","2014/04/01 23:03",53
"69","2014/04/01 23:08",34
"70","2014/04/01 23:13",16
"71","2014/04/01 23:18",99
"72","2014/04/01 23:23",93
"73","2014/04/01 23:28",27
"74","2014/04/01 23:33",96
"75","2014/04/01 23:38",17
"76","2014/04/01 23:43",98
"77","2014/04/01 23:48",99
"78","2014/04/01 23:53",75
"79","2014/04/01 23:58",40
"80","2014/04/02 00:03",63
"81","2014/04/02 00:08",0
"82","2014/04/02 00:13",0
"83","2014/04/02 00:18",69
"84","2014/04/02 00:23",95
"85","2014/04/02 00:28",86
"86","2014/04/02 00:33",54
"87","2014/04/02 00:38",0
"88","2014/04/02 00:43",0
"89","2014/04/02 00:48",70
"90","2014/04/02 00:53",16
"91","2014/04/02 00:58",0
"92","2014/04/02 01:03",62
"93","2014/04/02 01:08",0
"94","2014/04/02 01:13",0
"95","2014/04/02 01:18",58
"96","2014/04/02 01:23",4
