LDEV_Rnd_Read_Hit_X609-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:7D X"
"1","2014/04/01 17:28",88
"2","2014/04/01 17:33",86
"3","2014/04/01 17:38",83
"4","2014/04/01 17:43",87
"5","2014/04/01 17:48",64
"6","2014/04/01 17:53",82
"7","2014/04/01 17:58",90
"8","2014/04/01 18:03",87
"9","2014/04/01 18:08",88
"10","2014/04/01 18:13",90
"11","2014/04/01 18:18",80
"12","2014/04/01 18:23",85
"13","2014/04/01 18:28",85
"14","2014/04/01 18:33",80
"15","2014/04/01 18:38",83
"16","2014/04/01 18:43",81
"17","2014/04/01 18:48",81
"18","2014/04/01 18:53",79
"19","2014/04/01 18:58",77
"20","2014/04/01 19:03",82
"21","2014/04/01 19:08",77
"22","2014/04/01 19:13",88
"23","2014/04/01 19:18",77
"24","2014/04/01 19:23",78
"25","2014/04/01 19:28",82
"26","2014/04/01 19:33",71
"27","2014/04/01 19:38",82
"28","2014/04/01 19:43",41
"29","2014/04/01 19:48",44
"30","2014/04/01 19:53",45
"31","2014/04/01 19:58",76
"32","2014/04/01 20:03",82
"33","2014/04/01 20:08",84
"34","2014/04/01 20:13",89
"35","2014/04/01 20:18",95
"36","2014/04/01 20:23",93
"37","2014/04/01 20:28",89
"38","2014/04/01 20:33",91
"39","2014/04/01 20:38",96
"40","2014/04/01 20:43",91
"41","2014/04/01 20:48",93
"42","2014/04/01 20:53",88
"43","2014/04/01 20:58",90
"44","2014/04/01 21:03",91
"45","2014/04/01 21:08",69
"46","2014/04/01 21:13",84
"47","2014/04/01 21:18",75
"48","2014/04/01 21:23",75
"49","2014/04/01 21:28",86
"50","2014/04/01 21:33",70
"51","2014/04/01 21:38",78
"52","2014/04/01 21:43",84
"53","2014/04/01 21:48",71
"54","2014/04/01 21:53",82
"55","2014/04/01 21:58",71
"56","2014/04/01 22:03",63
"57","2014/04/01 22:08",62
"58","2014/04/01 22:13",69
"59","2014/04/01 22:18",72
"60","2014/04/01 22:23",70
"61","2014/04/01 22:28",62
"62","2014/04/01 22:33",60
"63","2014/04/01 22:38",63
"64","2014/04/01 22:43",70
"65","2014/04/01 22:48",60
"66","2014/04/01 22:53",54
"67","2014/04/01 22:58",58
"68","2014/04/01 23:03",52
"69","2014/04/01 23:08",59
"70","2014/04/01 23:13",65
"71","2014/04/01 23:18",71
"72","2014/04/01 23:23",63
"73","2014/04/01 23:28",70
"74","2014/04/01 23:33",72
"75","2014/04/01 23:38",75
"76","2014/04/01 23:43",77
"77","2014/04/01 23:48",65
"78","2014/04/01 23:53",73
"79","2014/04/01 23:58",80
"80","2014/04/02 00:03",69
"81","2014/04/02 00:08",71
"82","2014/04/02 00:13",72
"83","2014/04/02 00:18",79
"84","2014/04/02 00:23",72
"85","2014/04/02 00:28",78
"86","2014/04/02 00:33",82
"87","2014/04/02 00:38",81
"88","2014/04/02 00:43",80
"89","2014/04/02 00:48",86
"90","2014/04/02 00:53",80
"91","2014/04/02 00:58",85
"92","2014/04/02 01:03",82
"93","2014/04/02 01:08",64
"94","2014/04/02 01:13",80
"95","2014/04/02 01:18",80
"96","2014/04/02 01:23",77
