LDEV_Rnd_Read_Hit_X508-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:F3 X"
"1","2014/04/01 17:28",57
"2","2014/04/01 17:33",66
"3","2014/04/01 17:38",48
"4","2014/04/01 17:43",83
"5","2014/04/01 17:48",13
"6","2014/04/01 17:53",35
"7","2014/04/01 17:58",32
"8","2014/04/01 18:03",61
"9","2014/04/01 18:08",62
"10","2014/04/01 18:13",31
"11","2014/04/01 18:18",10
"12","2014/04/01 18:23",16
"13","2014/04/01 18:28",61
"14","2014/04/01 18:33",61
"15","2014/04/01 18:38",70
"16","2014/04/01 18:43",92
"17","2014/04/01 18:48",10
"18","2014/04/01 18:53",13
"19","2014/04/01 18:58",26
"20","2014/04/01 19:03",66
"21","2014/04/01 19:08",48
"22","2014/04/01 19:13",42
"23","2014/04/01 19:18",10
"24","2014/04/01 19:23",9
"25","2014/04/01 19:28",76
"26","2014/04/01 19:33",81
"27","2014/04/01 19:38",13
"28","2014/04/01 19:43",48
"29","2014/04/01 19:48",32
"30","2014/04/01 19:53",22
"31","2014/04/01 19:58",7
"32","2014/04/01 20:03",43
"33","2014/04/01 20:08",44
"34","2014/04/01 20:13",49
"35","2014/04/01 20:18",8
"36","2014/04/01 20:23",12
"37","2014/04/01 20:28",10
"38","2014/04/01 20:33",14
"39","2014/04/01 20:38",11
"40","2014/04/01 20:43",84
"41","2014/04/01 20:48",21
"42","2014/04/01 20:53",6
"43","2014/04/01 20:58",11
"44","2014/04/01 21:03",53
"45","2014/04/01 21:08",8
"46","2014/04/01 21:13",14
"47","2014/04/01 21:18",6
"48","2014/04/01 21:23",5
"49","2014/04/01 21:28",44
"50","2014/04/01 21:33",27
"51","2014/04/01 21:38",19
"52","2014/04/01 21:43",89
"53","2014/04/01 21:48",28
"54","2014/04/01 21:53",30
"55","2014/04/01 21:58",22
"56","2014/04/01 22:03",50
"57","2014/04/01 22:08",55
"58","2014/04/01 22:13",54
"59","2014/04/01 22:18",60
"60","2014/04/01 22:23",41
"61","2014/04/01 22:28",50
"62","2014/04/01 22:33",65
"63","2014/04/01 22:38",61
"64","2014/04/01 22:43",76
"65","2014/04/01 22:48",77
"66","2014/04/01 22:53",67
"67","2014/04/01 22:58",68
"68","2014/04/01 23:03",51
"69","2014/04/01 23:08",65
"70","2014/04/01 23:13",65
"71","2014/04/01 23:18",65
"72","2014/04/01 23:23",71
"73","2014/04/01 23:28",71
"74","2014/04/01 23:33",80
"75","2014/04/01 23:38",84
"76","2014/04/01 23:43",80
"77","2014/04/01 23:48",78
"78","2014/04/01 23:53",65
"79","2014/04/01 23:58",59
"80","2014/04/02 00:03",57
"81","2014/04/02 00:08",81
"82","2014/04/02 00:13",74
"83","2014/04/02 00:18",57
"84","2014/04/02 00:23",42
"85","2014/04/02 00:28",52
"86","2014/04/02 00:33",83
"87","2014/04/02 00:38",40
"88","2014/04/02 00:43",54
"89","2014/04/02 00:48",79
"90","2014/04/02 00:53",53
"91","2014/04/02 00:58",41
"92","2014/04/02 01:03",54
"93","2014/04/02 01:08",78
"94","2014/04/02 01:13",52
"95","2014/04/02 01:18",30
"96","2014/04/02 01:23",17
