LDEV_Rnd_Read_Hit_X848-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:21:1F X"
"1","2014/04/01 17:28",94
"2","2014/04/01 17:33",62
"3","2014/04/01 17:38",62
"4","2014/04/01 17:43",97
"5","2014/04/01 17:48",57
"6","2014/04/01 17:53",100
"7","2014/04/01 17:58",94
"8","2014/04/01 18:03",100
"9","2014/04/01 18:08",55
"10","2014/04/01 18:13",98
"11","2014/04/01 18:18",66
"12","2014/04/01 18:23",62
"13","2014/04/01 18:28",98
"14","2014/04/01 18:33",100
"15","2014/04/01 18:38",100
"16","2014/04/01 18:43",97
"17","2014/04/01 18:48",57
"18","2014/04/01 18:53",100
"19","2014/04/01 18:58",98
"20","2014/04/01 19:03",75
"21","2014/04/01 19:08",100
"22","2014/04/01 19:13",93
"23","2014/04/01 19:18",57
"24","2014/04/01 19:23",50
"25","2014/04/01 19:28",97
"26","2014/04/01 19:33",62
"27","2014/04/01 19:38",50
"28","2014/04/01 19:43",94
"29","2014/04/01 19:48",100
"30","2014/04/01 19:53",60
"31","2014/04/01 19:58",90
"32","2014/04/01 20:03",100
"33","2014/04/01 20:08",50
"34","2014/04/01 20:13",92
"35","2014/04/01 20:18",83
"36","2014/04/01 20:23",100
"37","2014/04/01 20:28",93
"38","2014/04/01 20:33",100
"39","2014/04/01 20:38",55
"40","2014/04/01 20:43",92
"41","2014/04/01 20:48",57
"42","2014/04/01 20:53",100
"43","2014/04/01 20:58",98
"44","2014/04/01 21:03",100
"45","2014/04/01 21:08",100
"46","2014/04/01 21:13",89
"47","2014/04/01 21:18",83
"48","2014/04/01 21:23",50
"49","2014/04/01 21:28",90
"50","2014/04/01 21:33",85
"51","2014/04/01 21:38",100
"52","2014/04/01 21:43",93
"53","2014/04/01 21:48",100
"54","2014/04/01 21:53",100
"55","2014/04/01 21:58",86
"56","2014/04/01 22:03",98
"57","2014/04/01 22:08",96
"58","2014/04/01 22:13",98
"59","2014/04/01 22:18",57
"60","2014/04/01 22:23",66
"61","2014/04/01 22:28",97
"62","2014/04/01 22:33",57
"63","2014/04/01 22:38",71
"64","2014/04/01 22:43",92
"65","2014/04/01 22:48",66
"66","2014/04/01 22:53",100
"67","2014/04/01 22:58",93
"68","2014/04/01 23:03",100
"69","2014/04/01 23:08",71
"70","2014/04/01 23:13",94
"71","2014/04/01 23:18",71
"72","2014/04/01 23:23",66
"73","2014/04/01 23:28",92
"74","2014/04/01 23:33",66
"75","2014/04/01 23:38",57
"76","2014/04/01 23:43",92
"77","2014/04/01 23:48",71
"78","2014/04/01 23:53",100
"79","2014/04/01 23:58",92
"80","2014/04/02 00:03",75
"81","2014/04/02 00:08",62
"82","2014/04/02 00:13",97
"83","2014/04/02 00:18",62
"84","2014/04/02 00:23",62
"85","2014/04/02 00:28",97
"86","2014/04/02 00:33",57
"87","2014/04/02 00:38",62
"88","2014/04/02 00:43",95
"89","2014/04/02 00:48",71
"90","2014/04/02 00:53",55
"91","2014/04/02 00:58",94
"92","2014/04/02 01:03",66
"93","2014/04/02 01:08",66
"94","2014/04/02 01:13",91
"95","2014/04/02 01:18",83
"96","2014/04/02 01:23",57
