LDEV_TransRateC9.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C9:14X(X811-1)","00:C9:15X(X812-1)","00:C9:16X(X813-1)","00:C9:17X(X814-1)","00:C9:19X(X816-1)","00:C9:1AX(X817-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",37,83,103,82,85,30
"8","2014/04/01 18:03",52,178,212,136,191,51
"9","2014/04/01 18:08",23,148,140,100,120,34
"10","2014/04/01 18:13",100,149,197,152,231,66
"11","2014/04/01 18:18",20,157,169,111,118,23
"12","2014/04/01 18:23",43,275,296,226,292,40
"13","2014/04/01 18:28",30,319,301,258,347,29
"14","2014/04/01 18:33",15,266,295,251,269,20
"15","2014/04/01 18:38",43,335,284,275,407,34
"16","2014/04/01 18:43",6,224,206,172,205,2
"17","2014/04/01 18:48",17,143,148,117,134,17
"18","2014/04/01 18:53",8,194,185,158,230,0
"19","2014/04/01 18:58",7,119,138,99,174,3
"20","2014/04/01 19:03",68,186,202,156,225,53
"21","2014/04/01 19:08",240,163,185,155,249,292
"22","2014/04/01 19:13",212,366,301,325,322,219
"23","2014/04/01 19:18",211,224,170,182,213,141
"24","2014/04/01 19:23",63,238,256,225,254,53
"25","2014/04/01 19:28",58,223,297,251,298,37
"26","2014/04/01 19:33",455,375,252,260,320,445
"27","2014/04/01 19:38",42,302,336,311,370,92
"28","2014/04/01 19:43",2,3113,3118,3170,3015,3
"29","2014/04/01 19:48",5,1477,1554,1554,1544,8
"30","2014/04/01 19:53",5,1271,1232,1261,1324,5
"31","2014/04/01 19:58",227,642,641,680,947,268
"32","2014/04/01 20:03",87,605,593,564,661,79
"33","2014/04/01 20:08",472,369,456,405,562,682
"34","2014/04/01 20:13",167,393,436,381,464,126
"35","2014/04/01 20:18",132,331,356,281,312,130
"36","2014/04/01 20:23",16,301,328,332,364,14
"37","2014/04/01 20:28",40,390,422,416,364,38
"38","2014/04/01 20:33",30,481,428,411,432,26
"39","2014/04/01 20:38",14,276,280,277,287,6
"40","2014/04/01 20:43",10,356,357,282,325,9
"41","2014/04/01 20:48",4,309,307,281,293,4
"42","2014/04/01 20:53",8,304,332,236,281,11
"43","2014/04/01 20:58",18,536,577,506,517,9
"44","2014/04/01 21:03",60,489,494,517,562,55
"45","2014/04/01 21:08",251,518,462,451,500,293
"46","2014/04/01 21:13",177,627,537,511,500,216
"47","2014/04/01 21:18",222,836,802,779,747,143
"48","2014/04/01 21:23",61,779,835,816,807,46
"49","2014/04/01 21:28",61,657,687,660,720,40
"50","2014/04/01 21:33",392,673,494,492,440,387
"51","2014/04/01 21:38",49,341,305,312,365,96
"52","2014/04/01 21:43",5,365,408,301,379,5
"53","2014/04/01 21:48",1,325,307,301,327,4
"54","2014/04/01 21:53",2,370,333,345,346,3
"55","2014/04/01 21:58",34,771,747,687,751,12
"56","2014/04/01 22:03",182,531,555,537,579,190
"57","2014/04/01 22:08",271,850,834,830,839,244
"58","2014/04/01 22:13",219,422,468,468,537,196
"59","2014/04/01 22:18",135,494,456,542,480,122
"60","2014/04/01 22:23",66,486,457,430,455,69
"61","2014/04/01 22:28",89,420,483,397,502,77
"62","2014/04/01 22:33",165,579,602,514,637,158
"63","2014/04/01 22:38",172,539,530,491,512,179
"64","2014/04/01 22:43",73,470,442,373,454,66
"65","2014/04/01 22:48",101,463,464,371,412,94
"66","2014/04/01 22:53",160,396,424,453,419,157
"67","2014/04/01 22:58",413,495,429,459,390,400
"68","2014/04/01 23:03",556,543,552,559,586,556
"69","2014/04/01 23:08",1175,584,645,647,767,1476
"70","2014/04/01 23:13",947,643,564,578,545,890
"71","2014/04/01 23:18",906,885,839,950,859,829
"72","2014/04/01 23:23",818,677,732,670,723,802
"73","2014/04/01 23:28",759,550,534,490,535,717
"74","2014/04/01 23:33",796,572,510,564,554,831
"75","2014/04/01 23:38",1181,611,456,415,511,1198
"76","2014/04/01 23:43",971,637,569,549,622,935
"77","2014/04/01 23:48",868,587,578,552,555,885
"78","2014/04/01 23:53",780,584,584,600,569,792
"79","2014/04/01 23:58",1049,600,589,539,673,1111
"80","2014/04/02 00:03",975,621,673,604,604,985
"81","2014/04/02 00:08",1280,551,533,548,543,1228
"82","2014/04/02 00:13",1144,602,621,612,663,1132
"83","2014/04/02 00:18",957,577,663,606,550,947
"84","2014/04/02 00:23",1044,581,619,571,616,1010
"85","2014/04/02 00:28",1054,591,577,569,560,1064
"86","2014/04/02 00:33",1404,609,615,706,630,1393
"87","2014/04/02 00:38",1160,533,554,530,576,1156
"88","2014/04/02 00:43",673,596,604,545,555,678
"89","2014/04/02 00:48",702,501,531,530,532,702
"90","2014/04/02 00:53",882,573,567,549,528,875
"91","2014/04/02 00:58",460,503,469,451,438,437
"92","2014/04/02 01:03",417,537,480,464,497,401
"93","2014/04/02 01:08",563,442,476,455,477,588
"94","2014/04/02 01:13",529,635,567,632,620,545
"95","2014/04/02 01:18",596,617,580,584,559,514
"96","2014/04/02 01:23",525,410,431,378,434,506
