LDEV_Response_X749-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:5B X"
"1","2014/04/01 17:28",4158
"2","2014/04/01 17:33",1833
"3","2014/04/01 17:38",2306
"4","2014/04/01 17:43",1490
"5","2014/04/01 17:48",-3
"6","2014/04/01 17:53",2205
"7","2014/04/01 17:58",2145
"8","2014/04/01 18:03",1501
"9","2014/04/01 18:08",2287
"10","2014/04/01 18:13",1654
"11","2014/04/01 18:18",3715
"12","2014/04/01 18:23",2109
"13","2014/04/01 18:28",7040
"14","2014/04/01 18:33",3169
"15","2014/04/01 18:38",3000
"16","2014/04/01 18:43",2628
"17","2014/04/01 18:48",2856
"18","2014/04/01 18:53",2698
"19","2014/04/01 18:58",3632
"20","2014/04/01 19:03",2062
"21","2014/04/01 19:08",3191
"22","2014/04/01 19:13",2382
"23","2014/04/01 19:18",2287
"24","2014/04/01 19:23",2874
"25","2014/04/01 19:28",2118
"26","2014/04/01 19:33",2652
"27","2014/04/01 19:38",3336
"28","2014/04/01 19:43",34001
"29","2014/04/01 19:48",11883
"30","2014/04/01 19:53",9911
"31","2014/04/01 19:58",3859
"32","2014/04/01 20:03",3520
"33","2014/04/01 20:08",3476
"34","2014/04/01 20:13",2657
"35","2014/04/01 20:18",1781
"36","2014/04/01 20:23",1680
"37","2014/04/01 20:28",3336
"38","2014/04/01 20:33",2388
"39","2014/04/01 20:38",1218
"40","2014/04/01 20:43",1692
"41","2014/04/01 20:48",1887
"42","2014/04/01 20:53",1549
"43","2014/04/01 20:58",4931
"44","2014/04/01 21:03",2675
"45","2014/04/01 21:08",4816
"46","2014/04/01 21:13",4135
"47","2014/04/01 21:18",9171
"48","2014/04/01 21:23",5751
"49","2014/04/01 21:28",5998
"50","2014/04/01 21:33",5113
"51","2014/04/01 21:38",6475
"52","2014/04/01 21:43",5607
"53","2014/04/01 21:48",8430
"54","2014/04/01 21:53",5489
"55","2014/04/01 21:58",8393
"56","2014/04/01 22:03",5021
"57","2014/04/01 22:08",7096
"58","2014/04/01 22:13",4521
"59","2014/04/01 22:18",3145
"60","2014/04/01 22:23",2592
"61","2014/04/01 22:28",13158
"62","2014/04/01 22:33",6753
"63","2014/04/01 22:38",4130
"64","2014/04/01 22:43",2250
"65","2014/04/01 22:48",2520
"66","2014/04/01 22:53",3797
"67","2014/04/01 22:58",3942
"68","2014/04/01 23:03",6415
"69","2014/04/01 23:08",7352
"70","2014/04/01 23:13",5646
"71","2014/04/01 23:18",9114
"72","2014/04/01 23:23",8868
"73","2014/04/01 23:28",5213
"74","2014/04/01 23:33",6475
"75","2014/04/01 23:38",6595
"76","2014/04/01 23:43",21234
"77","2014/04/01 23:48",6034
"78","2014/04/01 23:53",5341
"79","2014/04/01 23:58",8076
"80","2014/04/02 00:03",6750
"81","2014/04/02 00:08",15523
"82","2014/04/02 00:13",24874
"83","2014/04/02 00:18",17573
"84","2014/04/02 00:23",5637
"85","2014/04/02 00:28",3673
"86","2014/04/02 00:33",3145
"87","2014/04/02 00:38",5247
"88","2014/04/02 00:43",7928
"89","2014/04/02 00:48",5049
"90","2014/04/02 00:53",27093
"91","2014/04/02 00:58",1426
"92","2014/04/02 01:03",2634
"93","2014/04/02 01:08",4580
"94","2014/04/02 01:13",3448
"95","2014/04/02 01:18",4440
"96","2014/04/02 01:23",2908
