LDEV_Response_X601-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:4B X"
"1","2014/04/01 17:28",2597
"2","2014/04/01 17:33",1444
"3","2014/04/01 17:38",1535
"4","2014/04/01 17:43",1580
"5","2014/04/01 17:48",2703
"6","2014/04/01 17:53",1610
"7","2014/04/01 17:58",1294
"8","2014/04/01 18:03",1334
"9","2014/04/01 18:08",838
"10","2014/04/01 18:13",1312
"11","2014/04/01 18:18",2289
"12","2014/04/01 18:23",1970
"13","2014/04/01 18:28",3792
"14","2014/04/01 18:33",2459
"15","2014/04/01 18:38",2747
"16","2014/04/01 18:43",1671
"17","2014/04/01 18:48",1817
"18","2014/04/01 18:53",1877
"19","2014/04/01 18:58",2099
"20","2014/04/01 19:03",2066
"21","2014/04/01 19:08",2474
"22","2014/04/01 19:13",1660
"23","2014/04/01 19:18",1839
"24","2014/04/01 19:23",1558
"25","2014/04/01 19:28",1757
"26","2014/04/01 19:33",2174
"27","2014/04/01 19:38",2255
"28","2014/04/01 19:43",29920
"29","2014/04/01 19:48",9165
"30","2014/04/01 19:53",7665
"31","2014/04/01 19:58",3702
"32","2014/04/01 20:03",2304
"33","2014/04/01 20:08",2109
"34","2014/04/01 20:13",1624
"35","2014/04/01 20:18",1263
"36","2014/04/01 20:23",1156
"37","2014/04/01 20:28",2192
"38","2014/04/01 20:33",1808
"39","2014/04/01 20:38",1007
"40","2014/04/01 20:43",1122
"41","2014/04/01 20:48",1133
"42","2014/04/01 20:53",1123
"43","2014/04/01 20:58",2601
"44","2014/04/01 21:03",1896
"45","2014/04/01 21:08",3443
"46","2014/04/01 21:13",2990
"47","2014/04/01 21:18",5025
"48","2014/04/01 21:23",3950
"49","2014/04/01 21:28",3236
"50","2014/04/01 21:33",4282
"51","2014/04/01 21:38",3127
"52","2014/04/01 21:43",3094
"53","2014/04/01 21:48",3456
"54","2014/04/01 21:53",2914
"55","2014/04/01 21:58",4536
"56","2014/04/01 22:03",3887
"57","2014/04/01 22:08",5809
"58","2014/04/01 22:13",3924
"59","2014/04/01 22:18",1954
"60","2014/04/01 22:23",2155
"61","2014/04/01 22:28",12558
"62","2014/04/01 22:33",4419
"63","2014/04/01 22:38",3457
"64","2014/04/01 22:43",1896
"65","2014/04/01 22:48",3034
"66","2014/04/01 22:53",3767
"67","2014/04/01 22:58",3646
"68","2014/04/01 23:03",6570
"69","2014/04/01 23:08",8397
"70","2014/04/01 23:13",5618
"71","2014/04/01 23:18",8463
"72","2014/04/01 23:23",7220
"73","2014/04/01 23:28",5966
"74","2014/04/01 23:33",6114
"75","2014/04/01 23:38",8557
"76","2014/04/01 23:43",17321
"77","2014/04/01 23:48",5023
"78","2014/04/01 23:53",5752
"79","2014/04/01 23:58",8506
"80","2014/04/02 00:03",8039
"81","2014/04/02 00:08",14662
"82","2014/04/02 00:13",15839
"83","2014/04/02 00:18",7159
"84","2014/04/02 00:23",4584
"85","2014/04/02 00:28",5788
"86","2014/04/02 00:33",5785
"87","2014/04/02 00:38",7386
"88","2014/04/02 00:43",5784
"89","2014/04/02 00:48",4333
"90","2014/04/02 00:53",25283
"91","2014/04/02 00:58",1391
"92","2014/04/02 01:03",1911
"93","2014/04/02 01:08",4810
"94","2014/04/02 01:13",2555
"95","2014/04/02 01:18",2612
"96","2014/04/02 01:23",2392
