LDEV_Response_X492-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:E1 X"
"1","2014/04/01 17:28",1205
"2","2014/04/01 17:33",1109
"3","2014/04/01 17:38",1386
"4","2014/04/01 17:43",1329
"5","2014/04/01 17:48",1050
"6","2014/04/01 17:53",2558
"7","2014/04/01 17:58",1570
"8","2014/04/01 18:03",827
"9","2014/04/01 18:08",985
"10","2014/04/01 18:13",1200
"11","2014/04/01 18:18",1779
"12","2014/04/01 18:23",2408
"13","2014/04/01 18:28",1094
"14","2014/04/01 18:33",828
"15","2014/04/01 18:38",664
"16","2014/04/01 18:43",1414
"17","2014/04/01 18:48",1721
"18","2014/04/01 18:53",2502
"19","2014/04/01 18:58",1619
"20","2014/04/01 19:03",1076
"21","2014/04/01 19:08",982
"22","2014/04/01 19:13",1225
"23","2014/04/01 19:18",1455
"24","2014/04/01 19:23",2986
"25","2014/04/01 19:28",1091
"26","2014/04/01 19:33",1368
"27","2014/04/01 19:38",2241
"28","2014/04/01 19:43",2398
"29","2014/04/01 19:48",4232
"30","2014/04/01 19:53",4483
"31","2014/04/01 19:58",2977
"32","2014/04/01 20:03",1057
"33","2014/04/01 20:08",1036
"34","2014/04/01 20:13",1128
"35","2014/04/01 20:18",2310
"36","2014/04/01 20:23",2891
"37","2014/04/01 20:28",1814
"38","2014/04/01 20:33",2677
"39","2014/04/01 20:38",1337
"40","2014/04/01 20:43",696
"41","2014/04/01 20:48",1175
"42","2014/04/01 20:53",3286
"43","2014/04/01 20:58",2389
"44","2014/04/01 21:03",1027
"45","2014/04/01 21:08",1722
"46","2014/04/01 21:13",2078
"47","2014/04/01 21:18",1973
"48","2014/04/01 21:23",4013
"49","2014/04/01 21:28",1102
"50","2014/04/01 21:33",2163
"51","2014/04/01 21:38",1883
"52","2014/04/01 21:43",1239
"53","2014/04/01 21:48",608
"54","2014/04/01 21:53",2326
"55","2014/04/01 21:58",2391
"56","2014/04/01 22:03",2088
"57","2014/04/01 22:08",5525
"58","2014/04/01 22:13",16286
"59","2014/04/01 22:18",2553
"60","2014/04/01 22:23",2644
"61","2014/04/01 22:28",3362
"62","2014/04/01 22:33",2411
"63","2014/04/01 22:38",3106
"64","2014/04/01 22:43",1207
"65","2014/04/01 22:48",3611
"66","2014/04/01 22:53",5016
"67","2014/04/01 22:58",6405
"68","2014/04/01 23:03",7954
"69","2014/04/01 23:08",8098
"70","2014/04/01 23:13",7021
"71","2014/04/01 23:18",12121
"72","2014/04/01 23:23",6124
"73","2014/04/01 23:28",23496
"74","2014/04/01 23:33",5419
"75","2014/04/01 23:38",11644
"76","2014/04/01 23:43",6792
"77","2014/04/01 23:48",7693
"78","2014/04/01 23:53",7514
"79","2014/04/01 23:58",20349
"80","2014/04/02 00:03",1728
"81","2014/04/02 00:08",12047
"82","2014/04/02 00:13",1904
"83","2014/04/02 00:18",1632
"84","2014/04/02 00:23",2892
"85","2014/04/02 00:28",2179
"86","2014/04/02 00:33",1179
"87","2014/04/02 00:38",1244
"88","2014/04/02 00:43",1769
"89","2014/04/02 00:48",784
"90","2014/04/02 00:53",5384
"91","2014/04/02 00:58",7334
"92","2014/04/02 01:03",1648
"93","2014/04/02 01:08",1492
"94","2014/04/02 01:13",4886
"95","2014/04/02 01:18",15788
"96","2014/04/02 01:23",7522
