LDEV_Response_X506-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:F1 X"
"1","2014/04/01 17:28",-3
"2","2014/04/01 17:33",-3
"3","2014/04/01 17:38",-3
"4","2014/04/01 17:43",2384
"5","2014/04/01 17:48",3713
"6","2014/04/01 17:53",8704
"7","2014/04/01 17:58",-3
"8","2014/04/01 18:03",3132
"9","2014/04/01 18:08",1584
"10","2014/04/01 18:13",-3
"11","2014/04/01 18:18",5545
"12","2014/04/01 18:23",5537
"13","2014/04/01 18:28",-3
"14","2014/04/01 18:33",-3
"15","2014/04/01 18:38",1366
"16","2014/04/01 18:43",-3
"17","2014/04/01 18:48",5296
"18","2014/04/01 18:53",5688
"19","2014/04/01 18:58",-3
"20","2014/04/01 19:03",1780
"21","2014/04/01 19:08",1754
"22","2014/04/01 19:13",-3
"23","2014/04/01 19:18",6257
"24","2014/04/01 19:23",6877
"25","2014/04/01 19:28",-3
"26","2014/04/01 19:33",2029
"27","2014/04/01 19:38",-3
"28","2014/04/01 19:43",-3
"29","2014/04/01 19:48",8111
"30","2014/04/01 19:53",7502
"31","2014/04/01 19:58",10448
"32","2014/04/01 20:03",3709
"33","2014/04/01 20:08",2117
"34","2014/04/01 20:13",-3
"35","2014/04/01 20:18",8484
"36","2014/04/01 20:23",4957
"37","2014/04/01 20:28",6689
"38","2014/04/01 20:33",5418
"39","2014/04/01 20:38",-3
"40","2014/04/01 20:43",-3
"41","2014/04/01 20:48",4565
"42","2014/04/01 20:53",7201
"43","2014/04/01 20:58",7737
"44","2014/04/01 21:03",2639
"45","2014/04/01 21:08",3550
"46","2014/04/01 21:13",4728
"47","2014/04/01 21:18",8025
"48","2014/04/01 21:23",9750
"49","2014/04/01 21:28",-3
"50","2014/04/01 21:33",6960
"51","2014/04/01 21:38",-3
"52","2014/04/01 21:43",2075
"53","2014/04/01 21:48",3012
"54","2014/04/01 21:53",5770
"55","2014/04/01 21:58",3264
"56","2014/04/01 22:03",3705
"57","2014/04/01 22:08",7219
"58","2014/04/01 22:13",20989
"59","2014/04/01 22:18",3255
"60","2014/04/01 22:23",2546
"61","2014/04/01 22:28",5366
"62","2014/04/01 22:33",3095
"63","2014/04/01 22:38",3247
"64","2014/04/01 22:43",1436
"65","2014/04/01 22:48",5146
"66","2014/04/01 22:53",4700
"67","2014/04/01 22:58",7000
"68","2014/04/01 23:03",9205
"69","2014/04/01 23:08",8491
"70","2014/04/01 23:13",6550
"71","2014/04/01 23:18",13344
"72","2014/04/01 23:23",6637
"73","2014/04/01 23:28",28931
"74","2014/04/01 23:33",5200
"75","2014/04/01 23:38",13460
"76","2014/04/01 23:43",6115
"77","2014/04/01 23:48",9834
"78","2014/04/01 23:53",8745
"79","2014/04/01 23:58",27578
"80","2014/04/02 00:03",1880
"81","2014/04/02 00:08",11136
"82","2014/04/02 00:13",2058
"83","2014/04/02 00:18",2738
"84","2014/04/02 00:23",2920
"85","2014/04/02 00:28",1828
"86","2014/04/02 00:33",1198
"87","2014/04/02 00:38",1951
"88","2014/04/02 00:43",6365
"89","2014/04/02 00:48",879
"90","2014/04/02 00:53",8012
"91","2014/04/02 00:58",4643
"92","2014/04/02 01:03",2264
"93","2014/04/02 01:08",1690
"94","2014/04/02 01:13",8143
"95","2014/04/02 01:18",21562
"96","2014/04/02 01:23",11912
