LDEV_Response_X69-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:FE X"
"1","2014/04/01 17:28",335
"2","2014/04/01 17:33",3269
"3","2014/04/01 17:38",2864
"4","2014/04/01 17:43",314
"5","2014/04/01 17:48",2378
"6","2014/04/01 17:53",4217
"7","2014/04/01 17:58",497
"8","2014/04/01 18:03",1248
"9","2014/04/01 18:08",1186
"10","2014/04/01 18:13",412
"11","2014/04/01 18:18",1404
"12","2014/04/01 18:23",1107
"13","2014/04/01 18:28",368
"14","2014/04/01 18:33",1084
"15","2014/04/01 18:38",1027
"16","2014/04/01 18:43",250
"17","2014/04/01 18:48",792
"18","2014/04/01 18:53",385
"19","2014/04/01 18:58",2175
"20","2014/04/01 19:03",1461
"21","2014/04/01 19:08",2569
"22","2014/04/01 19:13",378
"23","2014/04/01 19:18",1791
"24","2014/04/01 19:23",480
"25","2014/04/01 19:28",1634
"26","2014/04/01 19:33",1103
"27","2014/04/01 19:38",322
"28","2014/04/01 19:43",837
"29","2014/04/01 19:48",1465
"30","2014/04/01 19:53",440
"31","2014/04/01 19:58",716
"32","2014/04/01 20:03",679
"33","2014/04/01 20:08",300
"34","2014/04/01 20:13",1301
"35","2014/04/01 20:18",1470
"36","2014/04/01 20:23",347
"37","2014/04/01 20:28",1478
"38","2014/04/01 20:33",349
"39","2014/04/01 20:38",1687
"40","2014/04/01 20:43",2245
"41","2014/04/01 20:48",346
"42","2014/04/01 20:53",1848
"43","2014/04/01 20:58",1613
"44","2014/04/01 21:03",305
"45","2014/04/01 21:08",2456
"46","2014/04/01 21:13",2601
"47","2014/04/01 21:18",356
"48","2014/04/01 21:23",2591
"49","2014/04/01 21:28",312
"50","2014/04/01 21:33",1533
"51","2014/04/01 21:38",1752
"52","2014/04/01 21:43",309
"53","2014/04/01 21:48",1427
"54","2014/04/01 21:53",1458
"55","2014/04/01 21:58",369
"56","2014/04/01 22:03",1406
"57","2014/04/01 22:08",1753
"58","2014/04/01 22:13",551
"59","2014/04/01 22:18",2525
"60","2014/04/01 22:23",1011
"61","2014/04/01 22:28",446
"62","2014/04/01 22:33",936
"63","2014/04/01 22:38",565
"64","2014/04/01 22:43",1687
"65","2014/04/01 22:48",1510
"66","2014/04/01 22:53",451
"67","2014/04/01 22:58",1551
"68","2014/04/01 23:03",647
"69","2014/04/01 23:08",1619
"70","2014/04/01 23:13",15181
"71","2014/04/01 23:18",3168
"72","2014/04/01 23:23",1164
"73","2014/04/01 23:28",342
"74","2014/04/01 23:33",3211
"75","2014/04/01 23:38",1751
"76","2014/04/01 23:43",737
"77","2014/04/01 23:48",1221
"78","2014/04/01 23:53",2996
"79","2014/04/01 23:58",611
"80","2014/04/02 00:03",1252
"81","2014/04/02 00:08",1293
"82","2014/04/02 00:13",421
"83","2014/04/02 00:18",1960
"84","2014/04/02 00:23",688
"85","2014/04/02 00:28",2650
"86","2014/04/02 00:33",1797
"87","2014/04/02 00:38",732
"88","2014/04/02 00:43",2009
"89","2014/04/02 00:48",731
"90","2014/04/02 00:53",2723
"91","2014/04/02 00:58",634
"92","2014/04/02 01:03",2076
"93","2014/04/02 01:08",2496
"94","2014/04/02 01:13",552
"95","2014/04/02 01:18",2515
"96","2014/04/02 01:23",1870
