LDEV_Response_X295-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:50:1C X"
"1","2014/04/01 17:28",1010
"2","2014/04/01 17:33",1032
"3","2014/04/01 17:38",744
"4","2014/04/01 17:43",1237
"5","2014/04/01 17:48",1790
"6","2014/04/01 17:53",2019
"7","2014/04/01 17:58",1342
"8","2014/04/01 18:03",533
"9","2014/04/01 18:08",635
"10","2014/04/01 18:13",647
"11","2014/04/01 18:18",2067
"12","2014/04/01 18:23",1704
"13","2014/04/01 18:28",651
"14","2014/04/01 18:33",741
"15","2014/04/01 18:38",629
"16","2014/04/01 18:43",838
"17","2014/04/01 18:48",1708
"18","2014/04/01 18:53",2019
"19","2014/04/01 18:58",1646
"20","2014/04/01 19:03",644
"21","2014/04/01 19:08",736
"22","2014/04/01 19:13",849
"23","2014/04/01 19:18",1863
"24","2014/04/01 19:23",2267
"25","2014/04/01 19:28",731
"26","2014/04/01 19:33",742
"27","2014/04/01 19:38",2145
"28","2014/04/01 19:43",2974
"29","2014/04/01 19:48",3192
"30","2014/04/01 19:53",2374
"31","2014/04/01 19:58",2450
"32","2014/04/01 20:03",646
"33","2014/04/01 20:08",743
"34","2014/04/01 20:13",894
"35","2014/04/01 20:18",2536
"36","2014/04/01 20:23",2036
"37","2014/04/01 20:28",2261
"38","2014/04/01 20:33",2334
"39","2014/04/01 20:38",1576
"40","2014/04/01 20:43",677
"41","2014/04/01 20:48",1121
"42","2014/04/01 20:53",3474
"43","2014/04/01 20:58",2411
"44","2014/04/01 21:03",729
"45","2014/04/01 21:08",1840
"46","2014/04/01 21:13",1497
"47","2014/04/01 21:18",2259
"48","2014/04/01 21:23",2117
"49","2014/04/01 21:28",958
"50","2014/04/01 21:33",1887
"51","2014/04/01 21:38",1620
"52","2014/04/01 21:43",1001
"53","2014/04/01 21:48",1413
"54","2014/04/01 21:53",1941
"55","2014/04/01 21:58",2368
"56","2014/04/01 22:03",2091
"57","2014/04/01 22:08",3404
"58","2014/04/01 22:13",19442
"59","2014/04/01 22:18",1975
"60","2014/04/01 22:23",1866
"61","2014/04/01 22:28",2735
"62","2014/04/01 22:33",1464
"63","2014/04/01 22:38",2657
"64","2014/04/01 22:43",1251
"65","2014/04/01 22:48",3479
"66","2014/04/01 22:53",5918
"67","2014/04/01 22:58",6477
"68","2014/04/01 23:03",7580
"69","2014/04/01 23:08",7253
"70","2014/04/01 23:13",6873
"71","2014/04/01 23:18",12671
"72","2014/04/01 23:23",6502
"73","2014/04/01 23:28",26846
"74","2014/04/01 23:33",4983
"75","2014/04/01 23:38",12567
"76","2014/04/01 23:43",5768
"77","2014/04/01 23:48",9462
"78","2014/04/01 23:53",8119
"79","2014/04/01 23:58",18453
"80","2014/04/02 00:03",1564
"81","2014/04/02 00:08",10483
"82","2014/04/02 00:13",1884
"83","2014/04/02 00:18",1767
"84","2014/04/02 00:23",2275
"85","2014/04/02 00:28",1327
"86","2014/04/02 00:33",882
"87","2014/04/02 00:38",1007
"88","2014/04/02 00:43",930
"89","2014/04/02 00:48",816
"90","2014/04/02 00:53",2571
"91","2014/04/02 00:58",6000
"92","2014/04/02 01:03",1338
"93","2014/04/02 01:08",1161
"94","2014/04/02 01:13",5362
"95","2014/04/02 01:18",12364
"96","2014/04/02 01:23",5917
