LDEV_Response_X494-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:E5 X"
"1","2014/04/01 17:28",1625
"2","2014/04/01 17:33",2593
"3","2014/04/01 17:38",-3
"4","2014/04/01 17:43",2055
"5","2014/04/01 17:48",4224
"6","2014/04/01 17:53",7066
"7","2014/04/01 17:58",-3
"8","2014/04/01 18:03",-3
"9","2014/04/01 18:08",2841
"10","2014/04/01 18:13",-3
"11","2014/04/01 18:18",7362
"12","2014/04/01 18:23",8076
"13","2014/04/01 18:28",-3
"14","2014/04/01 18:33",1999
"15","2014/04/01 18:38",-3
"16","2014/04/01 18:43",1705
"17","2014/04/01 18:48",6683
"18","2014/04/01 18:53",9140
"19","2014/04/01 18:58",-3
"20","2014/04/01 19:03",-3
"21","2014/04/01 19:08",3326
"22","2014/04/01 19:13",-3
"23","2014/04/01 19:18",7755
"24","2014/04/01 19:23",8561
"25","2014/04/01 19:28",-3
"26","2014/04/01 19:33",-3
"27","2014/04/01 19:38",2376
"28","2014/04/01 19:43",-3
"29","2014/04/01 19:48",9888
"30","2014/04/01 19:53",8926
"31","2014/04/01 19:58",11412
"32","2014/04/01 20:03",-3
"33","2014/04/01 20:08",3214
"34","2014/04/01 20:13",-3
"35","2014/04/01 20:18",9909
"36","2014/04/01 20:23",8383
"37","2014/04/01 20:28",5760
"38","2014/04/01 20:33",7696
"39","2014/04/01 20:38",-3
"40","2014/04/01 20:43",-3
"41","2014/04/01 20:48",3717
"42","2014/04/01 20:53",8369
"43","2014/04/01 20:58",11008
"44","2014/04/01 21:03",-3
"45","2014/04/01 21:08",5412
"46","2014/04/01 21:13",-3
"47","2014/04/01 21:18",8218
"48","2014/04/01 21:23",9957
"49","2014/04/01 21:28",-3
"50","2014/04/01 21:33",8094
"51","2014/04/01 21:38",-3
"52","2014/04/01 21:43",1989
"53","2014/04/01 21:48",4977
"54","2014/04/01 21:53",6363
"55","2014/04/01 21:58",9151
"56","2014/04/01 22:03",4957
"57","2014/04/01 22:08",7369
"58","2014/04/01 22:13",32346
"59","2014/04/01 22:18",2829
"60","2014/04/01 22:23",2769
"61","2014/04/01 22:28",3886
"62","2014/04/01 22:33",3010
"63","2014/04/01 22:38",3203
"64","2014/04/01 22:43",1459
"65","2014/04/01 22:48",5199
"66","2014/04/01 22:53",4665
"67","2014/04/01 22:58",7115
"68","2014/04/01 23:03",8759
"69","2014/04/01 23:08",7891
"70","2014/04/01 23:13",7370
"71","2014/04/01 23:18",15132
"72","2014/04/01 23:23",6971
"73","2014/04/01 23:28",28891
"74","2014/04/01 23:33",4928
"75","2014/04/01 23:38",15219
"76","2014/04/01 23:43",8730
"77","2014/04/01 23:48",8271
"78","2014/04/01 23:53",9424
"79","2014/04/01 23:58",21755
"80","2014/04/02 00:03",1718
"81","2014/04/02 00:08",12229
"82","2014/04/02 00:13",1844
"83","2014/04/02 00:18",2309
"84","2014/04/02 00:23",3481
"85","2014/04/02 00:28",2080
"86","2014/04/02 00:33",1214
"87","2014/04/02 00:38",1658
"88","2014/04/02 00:43",5544
"89","2014/04/02 00:48",1028
"90","2014/04/02 00:53",9098
"91","2014/04/02 00:58",4989
"92","2014/04/02 01:03",1680
"93","2014/04/02 01:08",2786
"94","2014/04/02 01:13",8424
"95","2014/04/02 01:18",32136
"96","2014/04/02 01:23",17673
