LDEV_Response_X507-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:F2 X"
"1","2014/04/01 17:28",-3
"2","2014/04/01 17:33",-3
"3","2014/04/01 17:38",-3
"4","2014/04/01 17:43",3112
"5","2014/04/01 17:48",6857
"6","2014/04/01 17:53",9054
"7","2014/04/01 17:58",-3
"8","2014/04/01 18:03",-3
"9","2014/04/01 18:08",2330
"10","2014/04/01 18:13",-3
"11","2014/04/01 18:18",8749
"12","2014/04/01 18:23",9192
"13","2014/04/01 18:28",1321
"14","2014/04/01 18:33",-3
"15","2014/04/01 18:38",-3
"16","2014/04/01 18:43",-3
"17","2014/04/01 18:48",6748
"18","2014/04/01 18:53",9552
"19","2014/04/01 18:58",-3
"20","2014/04/01 19:03",-3
"21","2014/04/01 19:08",1794
"22","2014/04/01 19:13",-3
"23","2014/04/01 19:18",7845
"24","2014/04/01 19:23",10200
"25","2014/04/01 19:28",-3
"26","2014/04/01 19:33",-3
"27","2014/04/01 19:38",-3
"28","2014/04/01 19:43",10855
"29","2014/04/01 19:48",10107
"30","2014/04/01 19:53",9257
"31","2014/04/01 19:58",5126
"32","2014/04/01 20:03",3166
"33","2014/04/01 20:08",2305
"34","2014/04/01 20:13",-3
"35","2014/04/01 20:18",11105
"36","2014/04/01 20:23",10510
"37","2014/04/01 20:28",9775
"38","2014/04/01 20:33",8507
"39","2014/04/01 20:38",-3
"40","2014/04/01 20:43",-3
"41","2014/04/01 20:48",-3
"42","2014/04/01 20:53",8455
"43","2014/04/01 20:58",10680
"44","2014/04/01 21:03",-3
"45","2014/04/01 21:08",5222
"46","2014/04/01 21:13",8539
"47","2014/04/01 21:18",8854
"48","2014/04/01 21:23",9907
"49","2014/04/01 21:28",1267
"50","2014/04/01 21:33",7020
"51","2014/04/01 21:38",-3
"52","2014/04/01 21:43",3444
"53","2014/04/01 21:48",-3
"54","2014/04/01 21:53",8139
"55","2014/04/01 21:58",9289
"56","2014/04/01 22:03",5131
"57","2014/04/01 22:08",6001
"58","2014/04/01 22:13",21905
"59","2014/04/01 22:18",2627
"60","2014/04/01 22:23",2485
"61","2014/04/01 22:28",4734
"62","2014/04/01 22:33",3028
"63","2014/04/01 22:38",3452
"64","2014/04/01 22:43",1462
"65","2014/04/01 22:48",3823
"66","2014/04/01 22:53",5159
"67","2014/04/01 22:58",7243
"68","2014/04/01 23:03",8565
"69","2014/04/01 23:08",8062
"70","2014/04/01 23:13",7193
"71","2014/04/01 23:18",13105
"72","2014/04/01 23:23",7348
"73","2014/04/01 23:28",27967
"74","2014/04/01 23:33",5120
"75","2014/04/01 23:38",14263
"76","2014/04/01 23:43",8992
"77","2014/04/01 23:48",8596
"78","2014/04/01 23:53",7081
"79","2014/04/01 23:58",21420
"80","2014/04/02 00:03",1956
"81","2014/04/02 00:08",14375
"82","2014/04/02 00:13",2212
"83","2014/04/02 00:18",2713
"84","2014/04/02 00:23",3881
"85","2014/04/02 00:28",2121
"86","2014/04/02 00:33",1368
"87","2014/04/02 00:38",2454
"88","2014/04/02 00:43",5052
"89","2014/04/02 00:48",947
"90","2014/04/02 00:53",9793
"91","2014/04/02 00:58",7700
"92","2014/04/02 01:03",2074
"93","2014/04/02 01:08",1962
"94","2014/04/02 01:13",8475
"95","2014/04/02 01:18",26719
"96","2014/04/02 01:23",13481
