LDEV_Response_X485-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:F0:68 X"
"1","2014/04/01 17:28",3772
"2","2014/04/01 17:33",5174
"3","2014/04/01 17:38",5689
"4","2014/04/01 17:43",4725
"5","2014/04/01 17:48",4338
"6","2014/04/01 17:53",3120
"7","2014/04/01 17:58",3908
"8","2014/04/01 18:03",3388
"9","2014/04/01 18:08",5487
"10","2014/04/01 18:13",5177
"11","2014/04/01 18:18",5464
"12","2014/04/01 18:23",4633
"13","2014/04/01 18:28",4692
"14","2014/04/01 18:33",2328
"15","2014/04/01 18:38",3854
"16","2014/04/01 18:43",3474
"17","2014/04/01 18:48",2587
"18","2014/04/01 18:53",1293
"19","2014/04/01 18:58",1517
"20","2014/04/01 19:03",2006
"21","2014/04/01 19:08",1657
"22","2014/04/01 19:13",1035
"23","2014/04/01 19:18",2127
"24","2014/04/01 19:23",4074
"25","2014/04/01 19:28",6816
"26","2014/04/01 19:33",5988
"27","2014/04/01 19:38",6033
"28","2014/04/01 19:43",3875
"29","2014/04/01 19:48",10115
"30","2014/04/01 19:53",2798
"31","2014/04/01 19:58",2010
"32","2014/04/01 20:03",1922
"33","2014/04/01 20:08",1877
"34","2014/04/01 20:13",1659
"35","2014/04/01 20:18",1723
"36","2014/04/01 20:23",849
"37","2014/04/01 20:28",519
"38","2014/04/01 20:33",1993
"39","2014/04/01 20:38",1392
"40","2014/04/01 20:43",1433
"41","2014/04/01 20:48",1511
"42","2014/04/01 20:53",995
"43","2014/04/01 20:58",1012
"44","2014/04/01 21:03",878
"45","2014/04/01 21:08",1140
"46","2014/04/01 21:13",728
"47","2014/04/01 21:18",625
"48","2014/04/01 21:23",1258
"49","2014/04/01 21:28",1022
"50","2014/04/01 21:33",1334
"51","2014/04/01 21:38",1049
"52","2014/04/01 21:43",967
"53","2014/04/01 21:48",900
"54","2014/04/01 21:53",617
"55","2014/04/01 21:58",876
"56","2014/04/01 22:03",1158
"57","2014/04/01 22:08",736
"58","2014/04/01 22:13",586
"59","2014/04/01 22:18",418
"60","2014/04/01 22:23",572
"61","2014/04/01 22:28",773
"62","2014/04/01 22:33",776
"63","2014/04/01 22:38",1198
"64","2014/04/01 22:43",949
"65","2014/04/01 22:48",1113
"66","2014/04/01 22:53",912
"67","2014/04/01 22:58",383
"68","2014/04/01 23:03",929
"69","2014/04/01 23:08",937
"70","2014/04/01 23:13",1395
"71","2014/04/01 23:18",1150
"72","2014/04/01 23:23",1729
"73","2014/04/01 23:28",1582
"74","2014/04/01 23:33",3265
"75","2014/04/01 23:38",1629
"76","2014/04/01 23:43",2017
"77","2014/04/01 23:48",2016
"78","2014/04/01 23:53",1634
"79","2014/04/01 23:58",1374
"80","2014/04/02 00:03",1196
"81","2014/04/02 00:08",1985
"82","2014/04/02 00:13",3279
"83","2014/04/02 00:18",2659
"84","2014/04/02 00:23",2172
"85","2014/04/02 00:28",2226
"86","2014/04/02 00:33",1930
"87","2014/04/02 00:38",1417
"88","2014/04/02 00:43",895
"89","2014/04/02 00:48",841
"90","2014/04/02 00:53",717
"91","2014/04/02 00:58",672
"92","2014/04/02 01:03",1059
"93","2014/04/02 01:08",1403
"94","2014/04/02 01:13",862
"95","2014/04/02 01:18",629
"96","2014/04/02 01:23",365
